word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
o r̞ qʰ o ʎ a s u n m a n t a x	210361	7334281	15
o r̞ q o m a n	66660	513331	7
o r̞ qʰ o m u n	72413	591075	7
o r̞ qʰ o m u s p a	96782	1144504	9
o r̞ qʰ o m u j k u	100688	1373364	9
o r̞ qʰ o m u j t a w a n	152474	3639554	12
o r̞ qʰ o n	48884	181984	5
o r̞ qʰ o n a	61952	307912	6
o r̞ qʰ o n a ʧ u	103244	1089675	8
o r̞ qʰ o n a n	81554	617782	7
o r̞ qʰ o n a t a	95918	924928	8
o r̞ qʰ o n a j a r p a r i n	211316	6976816	14
o r̞ qʰ o ɲ ʧ i x	115774	971951	8
o r̞ qʰ o n i	66308	349888	6
o r̞ qʰ o ŋ k u ɲ a	132746	1487226	9
o r̞ qʰ o p u n a	104192	938216	8
o r̞ qʰ o r i k u ŋ k u	210647	3989764	11
o r̞ qʰ o r i k u j k u	195422	3792594	11
o r̞ qʰ o r i ʎ a j k u t a x	240513	6886922	14
o r̞ qʰ o r i m u ʧ u ŋ k u	235069	6487846	13
o r̞ qʰ o r i m u s q a j k u	191330	6386932	14
o r̞ qʰ o r i n	114092	808348	7
o r̞ qʰ o r i ʃ a ŋ k u	162511	3205464	11
o r̞ qʰ o r i j k u	131282	1764965	9
o r̞ qʰ o r k u w a j	202013	2579651	10
o r̞ qʰ o r p a n	116936	1151272	8
o r̞ qʰ o r p a n a	127628	1534330	9
o r̞ qʰ o r p a ŋ k u	150091	2457036	10
o r̞ qʰ o r p a r i n	177632	2859421	10
o r̞ qʰ o r p a s p a	135188	1977080	10
o r̞ qʰ o r̞ q a	83368	551108	7
o r̞ qʰ o r̞ q a n i	112474	1449848	9
o r̞ qʰ o r̞ q a ŋ k u	131553	2172448	10
o r̞ qʰ o r̞ q a j a n	107992	1747676	10
o r̞ qʰ o r̞ q a j k u	121078	2044193	10
o r̞ q o s	50600	160276	5
o r̞ qʰ o s a ʎ a s q a ŋ k u p u n i	261503	13595297	18
o r̞ q o s m a n	80126	818203	8
o r̞ qʰ o s p a	69488	474976	7
o r̞ qʰ o s q a	68528	466648	7
o r̞ qʰ o s q a ŋ k u p i	161199	3541904	12
o r̞ qʰ o s q a ŋ k u t a	173582	3697042	12
o r̞ qʰ o s u n a j p a x	135530	2841609	12
o r̞ q o t a	72402	350704	6
o r̞ q o t a q a	97152	863027	8
o r̞ qʰ o x	41140	122848	5
o r̞ qʰ o x t i ɲ ʧ i x k a m a t a x	246834	12456548	18
o r̞ qʰ o j k u	73754	598058	7
o r̞ qʰ o j t a	68264	507412	7
o r̞ qʰ o j t a w a n	125288	2049910	10
o r̞ qʰ o j̠̠ q a	75948	508878	7
p a ʧ a	29304	55044	4
p a ʧ a ʧ u	73260	395835	6
p a ʧ a ʎ a	63954	305776	6
p a ʧ a m a m a ʧ a	85410	1373128	10
p a ʧ a m a m a m a n	84708	1733590	11
p a ʧ a m a m a ɲ ʧ i x t a	161058	4957529	14
p a ʧ a m a m a p i s	95868	1834165	11
p a ʧ a m a m a q a	77418	1180564	10
p a ʧ a m a m a s m a n t a p a ʧ a	195678	10264589	18
p a ʧ a m a m a t a	85410	1373128	10
p a ʧ a m a m a w a n	106128	2113540	11
p a ʧ a m a m a x t a	89226	1766066	11
p a ʧ a m p i	62706	467952	7
p a ʧ a p i	57852	294520	6
p a ʧ a q a	54054	252416	6
p a ʧ a t a	65934	316448	6
p a ʧ a t a q a	90684	801343	8
p a ʧ a w a r a	108684	1036566	8
p a ʧ a x	40626	115462	5
p a ʧ i	33300	67620	4
p a k a n	48510	165714	5
p a k a n a	59202	285072	6
p a k a n a p a x	91026	1020227	9
p a k a ɲ ʧ i x	110520	922436	8
p a k a r i k u s q a	190230	3161510	11
p a k a s q a	64440	436888	7
p a k a j k a k a p u ŋ k u	189114	6240879	14
p a k a j ʎ a p i	89352	1160924	9
p a k a j ʎ a p i p u n i	171522	4611520	13
p a k a j ʎ a t a	97038	1227485	9
p a k a j m a n t a	106614	1604220	10
p a k a j m a n t a q a	131364	2814310	12
p a k a j p i	58716	444824	7
p a ʎ a k a m o r̞ q a n i	157922	4388442	13
p a ʎ a k a m u n a	118407	1801886	10
p a ʎ a k u ŋ k u	138075	1721062	9
p a ʎ a k u j k u	122850	1611202	9
p a ʎ a m u n a	85017	797228	8
p a ʎ a m u j k u	96066	1311330	9
p a ʎ a n a	59202	285072	6
p a ʎ a r a k a p u n	165174	3281234	11
p a ʎ a r i r i ʃ a n	200574	3568002	11
p a ʎ a r i x	93870	584405	7
p a ʎ a r p a n a	124326	1466855	9
p a ʎ a r̞ q a m u n a	133617	2467482	11
p a ʎ a ʃ a ŋ k u	98387	1297958	9
p a ʎ a s p a	65304	444824	7
p a ʎ a x k u n a	117116	1340222	9
p a ʎ a j s i n a m p a x	127494	3254276	13
p a l i	33300	67620	4
p a l k a	63936	179434	5
p a l̞ q a	39672	121414	5
p a m p a	26676	95752	5
p a m p a ʧ a p u j k u t a x	205171	6761915	15
p a m p a ʧ a r p a w a j k u	197856	7631138	15
p a m p a k u n a p i	138723	2454132	11
p a m p a m a n	53010	592359	8
p a m p a m a n t a	96966	1458076	10
p a m p a p i	50076	389720	7
p a m p a p i t a x	100470	1409695	10
p a m p a s	37908	204808	6
p a m p a s ʎ a p i	95760	1513340	10
p a m p a s m a ɴ q a	77922	1496822	11
p a m p a s p e q a	83620	1267024	10
p a m p a s p i	64116	642152	8
p a m p a t a	55980	416934	7
p a m p a w a r a	98928	1231984	9
p a m p i t a t a	105342	1237585	9
p a ɲ a	24552	47484	4
pʰ a n a k a ʧ i	95778	921340	8
pʰ a n a k a ʧ i p i	133842	1966784	10
p a n t a ʧ i m u ʃ a n	170130	3939088	12
p a n t a ʧ i n	129330	1225736	8
p a n t a ʧ i j	116010	989321	8
p a n t a ʧ i j t a	143982	2187772	10
p a n t a l u	103356	764148	7
p a n t a n a p a x	123894	1692056	10
p a n t a ɲ ʧ u	133955	1278934	8
p a n t a r p a r i ŋ k u	239495	6806121	13
p a n t a r p a r i j k u	224820	6521516	13
p a n t a r̞ q o x t i j	170312	3673342	12
p a n t a ʃ a n i ʧ u	166728	3182394	11
p a n t a s q a ŋ k u t a	202038	5068365	13
p a n t a j	71388	295104	6
p a n t a j k u n a	151719	2173490	10
p a n t a j k u ŋ k u	171033	3315169	11
p a n t a j k u s p a	154686	2720546	11
p a n t a j k u s q a m a n t a	223506	8997384	16
p a n t a j n i j u x	131994	2406950	11
p a n t a j t a	95364	900839	8
p a p a	20592	41184	4
p a p a ʧ u s	82974	559232	7
p a p a k u n a	105963	890069	8
p a p a k u n a t a	139929	2007842	10
p a p a ʎ a m a n	77724	1052129	9
p a p a ʎ a t a	83610	791876	8
p a p a ʎ a t a ɲ a	114300	1714007	10
p a p a l i s a	85572	742264	8
p a p a l i s a s	95940	1121896	9
p a p a l i s a s t a	127908	2387196	11
p a p a m a n	46926	391054	7
p a p a m a n t a	90882	1079007	9
p a p a ɲ ʧ i s	104586	907416	8
p a p a ɲ ʧ i s t a	141882	2036965	10
p a p a n t i n ɲ a	159588	2161698	10
p a p a p a x	49140	331340	7
p a p a p a x q a	64440	804998	9
p a p a p i s	58968	429200	7
p a p a q a	40392	204280	6
p a p a r i	61092	334392	6
p a p a s	31824	110112	5
p a p a s m a n	59526	645334	8
p a p a s ɲ a	58608	416824	7
p a p a s n i ɲ ʧ i x t a	186210	4723050	13
p a p a s n i j	79344	701784	8
p a p a s n i j u x	100746	1493267	10
p a p a s o j̠̠ q a	85640	996464	9
p a p a s q a	53424	374824	7
p a p a s t a	63792	458824	7
p a p a s t a q a	88542	1041804	9
p a p a s t a x	75114	659594	8
p a p a s u n t a	124707	1350863	9
p a p a s u s	61056	452216	7
p a p a s u s n i j k u	150678	3533018	12
p a p a s u j	56880	402824	7
p a p a s u j k i ʧ i s	163974	3490097	12
p a p a s u j k i ʧ i s r i	215814	6706574	14
p a p a s u j k i ʧ i x	157758	3243858	12
p a p a s u j t a	88182	1101068	9
p a p a t a	49896	257752	6
p a p a t a p i s	93420	1153532	9
p a p a t a q a	74646	682356	8
p a p a t a w a n	106920	1355512	9
p a p a w a n	70488	526272	7
p a p a x	28548	90008	5
p a p a j k i	55476	444824	7
p a p a j k i t a	102540	1189964	9
p a p a j k u	58626	485654	7
p a p a j t a q a	77742	951942	9
p a p a j u x	47286	350114	7
p a p a j̠̠ q a	60264	410354	7
p a p i s t a s q a	113256	1631946	10
p a p i t a	62472	294520	6
p a p i t a p i s	105996	1256744	9
p a p i t a q a	87222	754074	8
p a p i t a s	78456	513592	7
p a p i t a s q a	100056	1137714	9
p a p i t a s t a	110424	1327530	9
p a p i t a s t a q a	135174	2414185	11
p a p i t a s w a n	130944	2060614	10
p a p i t a t a	99102	895794	8
p a q a p u s a x	83040	922739	9
p a q a p u s a x ʧ a	105684	2039620	11
p a q a p u s q a j k u ʧ a	185947	5417718	14
p a q a r i k u s q a	174210	2855870	11
p a q a r i m p a x	108714	1520774	10
p a q a r i m p a x t a x	142680	3691788	13
p a q a r i n	95130	654243	7
p a q a r i n r a x	171270	2226802	10
p a q a r i n t a	146412	1607372	9
p a q a r i s q a	110610	1232597	9
p a r a	35640	65124	4
p a r a ʧ u	84924	447235	6
p a r a k a ʃ a n	112482	1428645	9
p a r a ʎ a ɴ q a t a x	144360	3117696	12
p a r a ʎ a p i s	117918	1419974	9
p a r a ʎ a r̞ q a	127350	1465431	9
p a r a ʎ a w a n	131058	1657905	9
p a r a ʎ a w a n ɲ a	167886	3104080	11
p a r a m a n	68472	527151	7
p a r a m a n t a	112428	1365698	9
p a r a m p u n	99130	1025954	8
p a r a m p u n i	122098	1499714	9
p a r a m p u n i ʧ u	177154	3396904	11
p a r a m u ʎ a m p u n i	181541	4958183	13
p a r a m u n	79131	639802	7
p a r a m u n a n	115959	1508926	9
p a r a m u ɲ ʧ u	144555	1779678	9
p a r a m u n m a n	119886	1984572	10
p a r a m u ʃ a ʎ a n t a x	189228	5774647	14
p a r a m u ʃ a n	100956	1344802	9
p a r a m u x t i ŋ k a m a	176012	5350008	14
p a r a n	62370	198774	5
p a r a n a m p a x	110088	1549622	10
p a r a n a m p a x q a	125388	2736710	12
p a r a n a n t a	136620	1638096	9
p a r a n a n t a p u n i	215358	5842592	13
p a r a n a ŋ k a m a	133830	2376014	11
p a r a ɲ a t a x	114750	1293630	9
p a r a n a j a r p a r̞ q a	192798	5995164	14
p a r a n a j a r̞ q a	131202	2376989	11
p a r a ɲ ʧ u	114659	824970	7
p a r a ɴ q a	68130	460343	7
p a r a ɴ q a ʧ u	104094	1430446	9
p a r a ɴ q a ɲ a	92124	1140244	9
p a r a ɴ q a p a ʧ a	117558	2299162	11
p a r a ɴ q a p u n i	141252	2676482	11
p a r a p a x	73080	450242	7
p a r a p i s	82908	574968	7
p a r a p o ɴ q a	96864	1130659	9
p a r a q a	63990	287424	6
pʰ a r a q e s p a t a x	138798	2977066	12
p a r a r e ɴ q a	123440	1389258	9
p a r a r i k a p u n	199284	3824834	11
p a r a r i m o ɴ q a ɲ a	173018	4443552	13
p a r a r i n	127170	873063	7
p a r a r p a n	129654	1237263	8
p a r a r p a ɲ ʧ u	182627	2907194	10
p a r a r p a ɴ q a	140202	1958754	10
p a r a r p a s a n ɲ a p u n i	260232	10804928	16
p a r a r̞ q a	93780	596858	7
p a r a r̞ q a ʧ u	129744	1731556	9
p a r a r̞ q o n m a n	151696	2963794	11
p a r a r̞ q o r i m u n	197617	4779590	12
p a r a s	55080	162324	5
p a r a ʃ a ʎ a m p u n i	172354	4694834	13
p a r a s a ʎ a n t a x	165384	3556370	12
p a r a ʃ a n	77112	577656	7
p a r a s m a n t a	126738	1929794	10
p a r a s p a x	85500	733274	8
p a r a s p i s	96264	905976	8
p a r a s q a n	91530	924981	8
p a r a s q a n r a j k u	189180	5506028	13
p a r a s w a n	107568	1077804	8
p a r a t a	77598	359136	6
p a r a t a p i s	121122	1454074	9
p a r a w a m p i s	124500	1897090	10
p a r a w a n	97848	698868	7
p a r a w a s u n ɲ a ʧ a	208227	5485794	13
p a r a x	49410	133974	5
p a r a x t e ɴ q a	105422	1646118	10
p a r a x t i n	105132	1074688	8
p a r a x t i n r i	176412	2719522	10
p a r a x t i ŋ k a m a	148188	3254818	12
p a r a j	50220	138024	5
p a r a j k a m o ɴ q a	119336	2735114	12
p a r a j k a m u n	112971	2003426	10
p a r a j k a p u ŋ k u	166884	4066660	12
p a r a j k u ʎ a n t a x	209693	5279535	13
p a r a j k u n	113325	1142066	8
p a r a j k u r i x t i n	234681	6356657	13
p a r a j t a	74196	549954	7
p a r a j t a w a n	131220	2184717	10
p a r i n a ŋ k a m a	151164	2546438	11
p a r i t a	96444	407190	6
p a r i t a ʧ u s	166152	1911168	9
p a r i t a ʎ a	131094	1120675	8
p a r i t a p i s	139968	1577008	9
p a r i t a s	112428	682350	7
p a r i t a s p i w a n	198036	4424179	12
p a r i t a s w a n	164916	2518533	10
p a r i t a w a n	153468	1834269	9
p a r l a k o ɴ q a	151800	2098778	10
p a r l a k o r̞ q a	178350	2489978	10
p a r l a k o r̞ q a ʧ u	214314	5057088	12
p a r l a k u n	156075	1475630	8
p a r l a k u n ɲ a ʧ u	244116	5624460	12
p a r l a ʎ a ŋ k u t a x	236166	5709622	13
p a r l a ʎ a r̞ q a t a x	207630	5226342	13
p a r l a m u n a	138981	1581870	9
p a r l a n a	113670	708969	7
p a r l a n a k u s p a	206418	4335506	12
p a r l a n a k u s q a ŋ k u	253475	9328960	15
p a r l a n a k u s q a ŋ k u t a t a x	358296	22097042	20
p a r l a n a k u x t a	199548	4473307	12
p a r l a n a m p a x	150696	2478914	11
p a r l a n a p a x	145494	1926812	10
p a r l a n a r i k u n a p a x	304545	11379030	16
p a r l a n a r i k u ŋ k u	292035	9287992	14
p a r l a n a r i k u s q a ŋ k u	322745	15234694	17
p a r l a n a r̞ q o k u ŋ k u	279481	10329764	15
p a r l a n a t a	147636	1715924	9
p a r l a n a w a ɲ ʧ i x t a	256494	9271193	15
p a r l a ɲ ʧ i x	164916	1788118	9
p a r l a ɲ ʧ i x ʧ u	198253	3910755	11
p a r l a n i	117234	785535	7
p a r l a ŋ k i ʧ i x	197616	3374638	11
p a r l a ŋ k u	134153	1293230	8
p a r l a ŋ k u ɲ a ʧ u	221760	5154210	12
p a r l a ɴ q a ŋ k u	158939	3021945	11
p a r l a p a j a s q a	150372	3039345	12
p a r l a r e r̞ q a	190070	2686780	10
p a r l a r e r̞ q a ŋ k u	238255	6577245	13
p a r l a r e r̞ q a j k u	227780	6299280	13
p a r l a r i k a m u n	223401	5158187	12
p a r l a r i k o r̞ q a	246870	5162162	12
p a r l a r i k o r̞ q a ŋ k u	295055	10802002	15
p a r l a r i k o r̞ q a j k u	284580	10412697	15
p a r l a r i k u n	226065	3468086	10
p a r l a r i k u n a m p a x	280317	8920220	15
p a r l a r i k u ɲ ʧ i x	299922	7304940	13
p a r l a r i k u ŋ k u	262605	5998618	12
p a r l a r i k u s q a	245130	5034248	12
p a r l a r i k u s u n	260082	5952935	12
p a r l a r i ʎ a n t a x	259398	6436787	13
p a r l a r i ʎ a ŋ k u t a x	303846	10092376	15
p a r l a r i ʎ a r̞ q a t a x	275310	9373011	15
p a r l a r i m o r̞ q a	209174	4462674	12
p a r l a r i m u s q a	205578	4347880	12
p a r l a r i n	166050	1550940	8
p a r l a r i n a	180306	2019912	9
p a r l a r i ɲ ʧ i x	234042	3996670	11
p a r l a r i n i	185058	2176236	9
p a r l a r i ŋ k u	197915	3131366	10
p a r l a r i ŋ k u ʧ u	266587	6096104	12
p a r l a r i ŋ k u ɲ a	245562	5260873	12
p a r l a r i s p a	182538	2552659	10
p a r l a r i s q a ŋ k u	229715	6269647	13
p a r l a r i s u n	196002	3103018	10
p a r l a r i s u ɲ ʧ i x	270497	6689787	13
p a r l a r i w a s u n	235890	5445322	12
p a r l a r i x	148770	1246540	8
p a r l a r i j k u	183240	2963006	10
p a r l a r p a ŋ k i	197664	3740954	11
p a r l a r̞ q a ŋ k u t a x	250620	7103536	14
p a r l a r̞ q a j k u	171954	3342210	11
p a r l a ʃ a n	119016	1091697	8
p a r l a s a ɲ ʧ i s	187638	3316090	11
p a r l a s a ɲ ʧ i x	181422	3075430	11
p a r l a ʃ a ŋ k u	152531	2360030	10
p a r l a s a x	112104	859873	8
p a r l a s p a	119448	990274	8
p a r l a s p a q a	139248	1916649	10
p a r l a s q a	118584	975785	8
p a r l a s q a n m a n	167292	3827170	12
p a r l a s q a ŋ k u t a	223638	5586513	13
p a r l a s q a j m a n	150282	3295090	12
p a r l a s u ɲ ʧ i s	213191	3711430	11
p a r l a x	92322	351127	6
p a r l a x t a	114966	1033488	8
p a r l a j	92988	359136	6
p a r l a j ʧ i x	136056	1512960	9
p a r l a j k u	122598	1202030	8
p a r l a j k u ʧ u	191270	2895472	10
p a r l a j k u n a	173319	2457458	10
p a r l a j n i m p i	156696	2871522	11
p a r l a j n i n t a	195354	3472190	11
p a r l a j n i n w a n t a x	270630	9142467	15
p a r l a j n i ŋ k u p e q a	242287	8152255	15
p a r l a j t a	116964	1050083	8
p a r l a j t a p i s	160488	2953965	11
p a r t i	90990	249420	5
p a r t i n a k u j	191880	2634110	10
p a r t i r i ŋ k u	224375	3341168	10
pʰ a s a	17712	35100	4
p a s a ʧ i n a m p a x	131562	2682110	12
p a s a ʧ i n a n	114138	1383069	9
p a s a ʧ i ɲ ʧ u	139295	1635970	9
p a s a ʧ i s a x t i n	145722	3367308	12
p a s a ʧ i s q a	97488	1106408	9
p a s a ʧ i s q a ʧ u	133452	2670088	11
p a s a ʧ i w a j	110160	1171968	9
p a s a ʧ i x	66072	433654	7
p a s a ʧ i j k u	100350	1347803	9
p a s a ʧ i j t a w a ɴ q a	159984	4928674	14
p a s a ʎ a n	66258	500376	7
p a s a m p u s a ŋ k u	128829	3035638	12
p a s a m u ʃ a x t i ʎ a j	154188	4476274	14
p a s a m u x	46501	344213	7
p a s a n a m p a x	80982	1204571	10
p a s a n a n	63558	484920	7
p a s a n a ŋ k u p a x	143371	2896810	12
p a s a ɲ ʧ u	86309	606717	7
p a s a ŋ k u ɲ a	114426	1234634	9
p a s a ɴ q a t a x	84276	1247806	10
p a s a p u n	68694	526304	7
p a s a p u n a m p a x	122946	2526654	12
p a s a p u n a n t a	149478	2666060	11
p a ʃ a r a ɲ ʧ i s	147624	2159951	10
p a s a r a ʃ a n ɲ a	131328	2441259	11
p a s a r e r̞ q a ŋ k u	165733	3882002	12
p a s a r p a n	96012	938874	8
p a s a r̞ q o n ɲ a	126766	1819003	10
p a s a r̞ q o j s i t u t a	203547	5795572	14
p a s a r̞ q o j t a	104236	1619146	10
p a s a s a n	51408	415368	7
p a s a s a s p a	69984	859392	9
p a s a ʃ a s p a ɲ a	94536	1802740	11
p a s a s o r̞ q a	90832	1035028	9
p a s a s p a q a	71640	872284	9
p a s a s q a	50976	361032	7
p a s a s q a ŋ k u	99161	1634192	10
p a s a s q a p u n i	124098	2282867	11
p a s a w a n	67608	508104	7
p a s a w a n r i	129978	1568484	9
p a s a x	26352	85380	5
p a ʃ a x t i n	82074	809227	8
p a s a x t i ŋ k a m a	125130	2649094	12
p a s a j	26784	88128	5
p a s a j k a k a p u n	137688	3304064	12
p a s a j k a m a	67590	821236	9
p a s a j k u ʧ i n	149005	2110202	10
p a s a j k u ɲ a	104041	1148759	9
p a s a j m a n t a	94338	1401215	10
p a s a j m a n t a q a	119088	2509390	12
p a s a j ɲ a	46872	356664	7
pʰ a ʃ a j t a	49464	372000	7
p a s a j t a ɲ a	81450	1005812	9
p a s a j t a r a x	109080	1561081	10
pʰ a s k a k u n a n t a	194775	4123829	12
pʰ a s k a ʎ a x ʧ u	113839	1908606	10
pʰ a s k a m o r̞ q a n i	136988	3149438	12
pʰ a s k a ɴ q a	69246	622362	8
pʰ a s k a r a w a j	135594	1857867	10
pʰ a s k a r a j t a w a n	178686	5004010	13
pʰ a s k a s q a m a n t a p a ʧ a	201888	9322677	17
pʰ a s k a x	50886	218021	6
pʰ a s k a j k u	81126	847742	8
p a t a	29304	55044	4
pʰ a t a ʧ i x	83028	510102	7
p a t a ʎ a m a n t a	137322	2552530	11
p a t a ʎ a m a n t a ɲ a	168012	4398086	13
p a t a ʎ a m a n t a ɲ a ʧ u	207972	7958190	15
p a t a ʎ a p i	91566	872174	8
p a t a m a n	59400	469847	7
p a t a m a n t a	103356	1244986	9
p a t a m a n t a p a ʧ a	158400	4274918	13
p a t a m n a n	84132	867398	8
p a t a m p e q a	82730	997209	9
p a t a m p i	62706	467952	7
p a t a m p i r a x	123996	1754450	10
p a t a ɲ ʧ i s p i ɲ a q a	204174	5950882	14
p a t a n i x p i	100218	1245845	9
p a t a n m a n	85140	867398	8
p a t a n m a n t a x	140418	2471050	11
p a t a p e q a	77980	706262	8
p a t a p i	57852	294520	6
p a t a p i ɲ a	90588	824934	8
p a t a p i t a x r i	140376	2920820	11
p a t a s	45288	140340	5
p a t a s ʎ a t a ɲ a	141516	2645404	11
p a t a s m a m p i s q a	129126	3332756	13
p a t a s m a n	72990	758975	8
p a t a s m a n t a	116946	1773178	10
p a t a s p a x	75708	659594	8
p a t a s p e q a	91000	1073774	9
p a t a s p i	71496	513592	7
pʰ a t a s q a	64890	426593	7
pʰ a t a j k a m u n	102045	1775528	10
p a t i ʧ a s n i ŋ k u t a	249138	7339791	14
p a t i t a m p i	115542	1346635	9
p a t i t a p i	110688	983640	8
p a t i t a s p i	124332	1442160	9
p a t i j u j t a	102510	1269291	9
p a t u	36630	78100	4
pʰ a t u s	60384	171949	5
pʰ a t u s t a ʧ u	146076	1796340	9
pʰ a w a ʧ i n a j k i p a x	188268	5338370	14
pʰ a w a m u s a x t i n	137616	3229058	12
pʰ a w a r i ʧ i n i	184752	2609742	10
pʰ a w a r i m u n	127095	1629682	9
pʰ a w a r i s p a	127296	1380684	9
pʰ a w a r i s q a	126288	1362453	9
pʰ a w a r p a ʧ i p u n	197214	4590314	12
pʰ a w a x	37584	104616	5
pʰ a w a j k a ʧ a r i s a s q a ŋ k u	262061	15952772	19
pʰ a w a j̠̠ q a m p u n	128110	2504992	11
pʰ a x ʧ a p a t a	84726	1055150	9
pʰ a x ʧ a p a t a s	100710	1528142	10
p a x t a	30600	115462	5
p a x t a t a x	78552	689564	8
p a j	8424	8424	3
p a j ʧ u	39726	158110	5
p a j k u n a	88755	545231	7
p a j k u n a ʧ u	130047	1610510	9
p a j k u n a ʎ a	120885	1359680	9
p a j k u n a ʎ a ʧ u	163509	3142554	11
p a j k u n a ʎ a p a x ʧ a	176289	5379436	14
p a j k u n a ʎ a p u n i	198687	5129536	13
p a j k u n a ʎ a t a x	167505	3414960	12
p a j k u n a m a m p i s	148419	3711670	13
p a j k u n a m a n	117483	1761578	10
p a j k u n a m a ɴ q a	129795	2625732	12
p a j k u n a ɲ a	117213	1293884	9
p a j k u n a n a x t a	151791	3350780	12
p a j k u n a p a x	120579	1577462	10
p a j k u n a p i s	130407	1864517	10
p a j k u n a p u r a	175191	3092450	11
p a j k u n a p u r a ʎ a ɲ a	244455	8265625	15
p a j k u n a q a	111705	1195190	9
p a j k u n a r i	134925	1651538	9
p a j k u n a t a	122721	1392578	9
p a j k u n a t a ɲ a t a x	197367	5705253	14
p a j k u n a t a q a	147471	2514530	11
p a j k u n a t a x	134043	1794866	10
p a j k u n a w a n	143187	2150606	10
p a j k u n a x	98853	770702	8
p a j k u n a x ʎ a t a	155571	3414960	12
p a j k u n a x t a	121497	1794866	10
p a j k u n a x t a p u n i p i s	250779	11265607	17
p a j k u n a x t a q a	146247	3094060	12
p a j ʎ a	31104	114264	5
p a j ʎ a p u n i	108906	1318829	9
p a j ʎ a t a ɲ a	97092	1166577	9
p a j ʎ a t a x	77724	682373	8
p a j ʎ a w a n	86832	865410	8
p a j m a n	32022	204816	6
p a j ɲ a t a x	72468	643425	8
p a j p a x	33228	168632	6
p a j p i	28080	110112	5
p a j p i s	43056	229728	6
p a j r i	42444	162324	5
p a j t a	32400	119016	5
p a j t a ɲ a t a x	107046	1559998	10
p a j t a q a	57150	401114	7
p a j t a w a n	89424	888942	8
p a j t a x	43722	209728	6
p a j w a n	53136	290088	6
p a j w a r u p i	136428	1532774	9
p a j w a r u t a	152001	1616479	9
p a j̠̠ q a	39672	121414	5
p e q o ʎ a p i	84722	810280	8
p e r̞ q a ʎ a p i ɲ a	137418	2534289	11
p e r̞ q a m a n	75972	765007	8
p e r̞ q a p i	72912	518744	7
p e r̞ q a s	60780	286668	6
p i	0	0	2
p i ʧ a	39072	67620	4
p i ʧ a n a w a n	126174	1605537	9
p i ʧ a r p a r i k a p u n	259416	8563884	14
p i ʧ a r̞ q o n a	126934	1498927	9
p i ʧ a s q a	76656	504710	7
p i ʧ a s q a ʎ a p u n i	181548	4916290	13
p i ʧ a s q a t a	105294	1309897	9
p i ʧ a s q a w a n	125904	2036513	10
p i ʧ a s q a j u x t a	132589	3070350	12
p i ʧ a j p i	70716	513592	7
p i ʧ u s	74592	214762	5
p i k a r̞ q o n a	123598	1464181	9
p i k a s q e t a t a	143330	2716362	11
p i k a j k u ʎ a n a t a x	208475	6113305	14
p i k u n a	96921	405191	6
p i k u n a ʧ a	130887	1133666	8
p i k u n a ʧ u s	163965	1881578	9
p i k u n a t a x	142209	1490462	9
p i k u n a x	107019	596390	7
p i ʎ a t a x	83580	521885	7
p i ʎ p i n t u	150825	1385426	8
p i ʎ p i n t u ʎ a t a ʧ u	285904	8905928	14
p i ʎ p i n t u m a n t a	236372	5934783	13
p i ʎ p i n t u t a	209840	2853790	10
p i ʎ p i t u p a x	163786	2120266	10
p i ʎ p u n t u	165770	1479546	8
p i ʎ u s	70560	206822	5
p i ʎ u s t a	112296	715355	7
p i m a n	31350	133116	5
pʰ i ɲ a	30504	53274	4
pʰ i ɲ a ʧ i w a j ʧ u	157620	3113086	11
pʰ i ɲ a k a m u n a n r i	200643	5461208	13
pʰ i ɲ a k u ʎ a s q a t a x	198779	5686344	14
pʰ i ɲ a k u n i ʧ u	179823	2683255	10
pʰ i ɲ a k u j ʧ u	125202	1638268	9
pʰ i ɲ a k u j n e ɴ q a	146270	3150957	12
pʰ i ɲ a k u j n i n r i	215472	4779497	12
pʰ i ɲ a k u j n i n t a	195474	4218515	12
pʰ i ɲ a k u j n i ŋ k u t a	235806	7014064	14
pʰ i ɲ a n a k u s	123030	1467182	9
pʰ i ɲ a n a k u x	115925	1331900	9
pʰ i n a p i	59148	294372	6
pʰ i ɲ a r i k a p u n	182808	3473822	11
pʰ i ɲ a r i k u ŋ k u m a n	247738	7500820	14
pʰ i ɲ a r i k u s q a	189774	3141956	11
pʰ i ɲ a r i s q a t a x	166134	3478462	12
pʰ i ɲ a r p a k u s q a	184944	3929032	12
pʰ i n a s p i	72936	511980	7
pʰ i ɲ a s q a	65496	435017	7
pʰ i ɲ a s q a ɲ a	89490	1080994	9
pʰ i n a t a	66438	316203	6
pʰ i ɲ a t a x	74460	464028	7
pʰ i n a x	42570	116301	5
pʰ i ŋ k i	51336	167843	5
pʰ i ŋ k i ʎ a	95856	599072	7
pʰ i ŋ k i n a ŋ k u p a x	192727	4530670	13
pʰ i ŋ k i n i	98064	646382	7
pʰ i ŋ k i ʃ a ŋ k i r i	189330	4168658	12
pʰ i ŋ k i s p a	97704	824675	8
pʰ i ŋ k i s q a	96696	812222	8
pʰ i ŋ k i j k a ʧ a ŋ k u	181367	5121136	13
pʰ i ŋ k i j k a ʧ a r i ʃ a ŋ k u	261683	12663448	17
pʰ i ŋ k i j k a ʧ a j t a	164178	4491706	13
pʰ i ŋ k i j p i	88920	824675	8
