word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
h a n a x p a ʧ a k a m a	128880	3158422	13
h a n a x p a ʧ a m a n	106200	2493572	12
h a ɲ ʧ' a n a j a x t i n	150942	3898993	13
h a ɲ ʧ' e q a	70504	405208	7
h a ɲ ʧ' i	49848	135095	5
h a ɲ ʧ' i m a n t a	127434	1735150	10
h a ɲ ʧ' i m a n t a q a	152184	3005517	12
h a ɲ ʧ' i t a q a	118110	1174654	9
h a ŋ k' a	31050	89531	5
h a ŋ k' a p i	55854	373001	7
h a ŋ k' a p i s	70830	618593	8
h a ŋ k' a r̞ q o n a	114016	1562946	10
h a ŋ k' a s q e t a t a	134828	2849820	12
h a ŋ k' a s t a	75546	658406	8
h a ɴ q' o t i j a ʧ i k u x ʧ u	219313	8724516	16
h a ɴ q' o t i j a w a x	116508	2310490	12
h a p u	21528	43220	4
h a q a m a n	41742	320378	7
h a q a j	23850	69606	5
h a q a j m a n	47448	487490	8
h a q a j m a n r a x	114678	1769346	11
h a q a j m a n t a	91404	1255186	10
h a q a j n i x ʎ a p i	114864	2542178	12
h a q a j n i x p i	83478	1255916	10
h a q a j p e q a	63634	721859	9
h a q a j p i	43506	312760	7
h a q a j p i ɲ a	76242	839589	9
h a q a j t a	47826	335117	7
h a q e s a	37290	165832	6
h a r a	28350	47628	4
h a r k' a k u n a	148011	1561334	9
h a r k' a k u n a p a x	179835	3427663	12
h a r k' a k u n a t a	181977	3132761	11
h a r k' a n a	88668	533688	7
h a r k' a n a ŋ k u p a x	188083	4384900	13
h a r k' a n a p a x	120492	1565366	10
h a r k' a n a w a j k u p a x	210908	6926755	15
h a r k' a s p a	95742	767801	8
h a r k' a s q a	94878	755872	8
h a r k' a s q a n r a j k u	207378	6629246	14
h a r k' a x	69624	248708	6
h a r k' a x t a x	103590	1089758	9
h a r k' a j p i	89802	767801	8
h a r k' a j s i s p a	128322	2136287	11
h a r k' a j t a	94122	816136	8
h a r k a	70470	163863	5
h a r w i n a	124578	663705	7
h a r w i s q a	127746	919545	8
h a r̞ q' a j k u n	106017	1235870	9
h a s u t' i n	87576	541738	7
h a s u t' i n a ŋ k u p a x	201247	5231902	14
h a s u t' i p u s u ŋ k i	197417	4764517	13
h a s u t' i r p a n	161088	2164886	10
h a s u t' i r p a r̞ q a	192156	3662874	12
h a s u t' i s q a	106080	1051458	9
h a s u t' i x k u n a	157928	2526423	11
h a s u t' i j	76416	415123	7
h a s u t' i j k u n a t a	194493	4632163	13
h a t a r i ʧ i ŋ k u	197081	3477655	11
h a t a r i k u j	153150	1535390	9
h a t a r i m u ʎ a n t a x	220087	6262968	14
h a t a r i n a	122616	951216	8
h a t a r i p u s p a	166320	2693420	11
h a t i t u n m a n	162078	2168773	10
h a t i t u s n i n	179778	2469834	10
h a t u ʧ a s	105635	565752	7
h a t u ʧ a s ʎ a t a p u n i	249911	8481138	15
h a t u ʧ a s t a	137603	1436602	9
h a t u ʧ a s t a ɲ a	168293	2754512	11
h a t u ʧ a x	100973	496382	7
h a t u ʧ i s	117401	630180	7
h a t u ʧ i s t a	154697	1558486	9
h a t u ʧ i s t a ʧ a	191327	3122702	11
h a t u ʧ i x	111185	555014	7
h a t u ʧ i x ʎ a p i r a x	225077	6118930	14
h a t u ʧ i x m a n t a	179993	3473526	12
h a t u ʧ i x ɲ a	133319	1316004	9
h a t u ʧ i x r a x	157085	1984843	10
h a t u ʧ i x t a	137603	1416288	9
h a t u ʎ a n t a	151207	1572086	9
h a t u m p a m p a	100917	1368930	10
h a t u n	66045	179488	5
h a t u ɲ ʧ u	130425	763866	7
h a t u n t a	123432	654942	7
h a t u n j a ʧ i n a	165495	2701068	11
h a t u n j a ʧ i s u ɲ ʧ i x	257414	8043672	15
h a t u n j a ʧ i j k u t a x	239500	7528068	15
h a t u n j a n a m p a x	152373	3468001	13
h a t u n j a n a p i	142023	2406950	11
h a t u n j a s p a ɲ a	148755	2943818	12
h a t u n j a j t a	123771	1657614	10
h a w a	22680	39204	4
h a w a m a n	52434	388677	7
h a w a m a n t a	96390	1079606	9
h a w a p i	50760	236940	6
h a w a r i x	89640	502665	7
h a w a t a x	69966	397783	7
h a w i k u n a	131889	977366	8
h a w j a s q a	63720	557652	8
h a j	5508	5508	3
h a j a	11340	22356	4
h a j t' a ʧ i k u s p a	171354	3200626	12
h a j t' a ʧ i k u w a x	184014	3277888	12
h a j t' a s p a	61452	525814	8
h a j t' a s q a	60588	517007	8
h a j k' a x	33174	144299	6
h a j w a k o r̞ q a	125556	1626331	10
h a j w a k u ʧ u n	173867	2293466	10
h a j w a k u n	103281	889742	8
h a j w a k u n a m p a x	157533	3501108	13
h a j w a k u n a n	140109	1926470	10
h a j w a k u ɲ ʧ u	167777	2244130	10
h a j w a k u ʃ a n	120930	1731854	10
h a j w a m u n	69249	697150	8
h a j w a m u ʃ a n	91074	1418782	10
h a j w a n	50220	237114	6
h a j w a n a	60912	380700	7
h a j w a n a p u n i	137778	2382500	11
h a j w a n a r i k u n a p u n i	296829	12731294	17
h a j w a ɲ ʧ i x	112194	1114482	9
h a j w a n i	64476	428562	7
h a j w a ŋ k u	81575	766652	8
h a j w a p u ʎ a w a r̞ q a j k u t a x	296793	17539160	20
h a j w a p u n	84138	781409	8
h a j w a p u w a j k u	146466	3284954	12
h a j w a p u w a j k u ɲ a	194113	5428878	14
h a j w a p u x	72074	604049	8
h a j w a p u j t a	104130	1505069	10
h a j w a r a k u x	136451	1803686	10
h a j w a r a p u ʃ a n	152088	3326060	12
h a j w a r e ɴ q a	109346	1464822	10
h a j w a r i k o r̞ q a	193896	3670606	12
h a j w a r i n a	127332	1275633	9
h a j w a r i n a p a x	159156	2930840	12
h a j w a r i ʃ a w a ŋ k i r i	253374	10087682	16
h a j w a r i s p a	129564	1669998	10
h a j w a r i x	95796	732183	8
h a j w a r̞ q a	81468	652622	8
h a j w a r̞ q a m u ʃ a n	139944	3689194	13
h a j w a s q a ɲ ʧ i x t a	169626	5006486	14
h a j w a s u n m a ɲ ʧ u	173864	4456287	13
h a j w a w a s q a j k u	138690	3787550	13
h a j w a j k u	70110	705107	8
h a j w a j k u s k i	138990	2428772	11
h a ʧ' a	19530	34524	4
h e q' e q e j a ʧ i s a x	118516	2787098	13
h i n a ʎ a t a x	106470	1129646	9
h i l a q a t a s	100452	1152784	9
h i l i r i	102288	433449	6
h i n a	27720	45162	4
h i n a ʧ a	61686	276549	6
h i n a ʧ u	69012	348016	6
h i n a k a m a	77976	634804	8
h i n a ʎ a	59850	267051	6
h i n a ʎ a m p i	92568	1100468	9
h i n a ʎ a ɲ a	89424	769312	8
h i n a ʎ a p i	87462	787481	8
h i n a ʎ a p u n i	137652	1995422	10
h i n a ʎ a r a x	116550	1241486	9
h i n a ʎ a t a	95148	836566	8
h i n a ʎ a t a ɲ a	125838	1792926	10
h i n a ʎ a t a p u n i t a x	230496	7492130	15
h i n a ʎ a t a t a x	143100	2409368	11
h i n a ʎ a t a x	106470	1129646	9
h i n a ʎ a t a x ʧ a	129114	2409368	11
h i n a m a n	56448	416754	7
h i n a m a n t a	100404	1134926	9
h i n a m a n t a q a	125154	2121472	11
h i n a m a n t a t a x	148356	2982049	12
h i n a n	47322	147231	5
h i n a ɲ a	56178	248055	6
h i n a ɲ a ʧ a	88812	790706	8
h i n a ɲ a ʧ u	96138	937842	8
h i n a ɲ a p u n i ʧ u	187164	4069603	12
h i n a n ɲ a	84150	517302	7
h i n a p a x	59544	353663	7
h i n a p e q a	74524	634715	8
h i n a p i	54396	257220	6
h i n a p i s	69372	456828	7
h i n a p i t a x	104790	1094708	9
h i n a p u n i	104586	908768	8
h i n a q a	50670	219561	6
h i n a r a x	82800	479424	7
h i n a s a n	64008	458649	7
h i n a s p a	64440	406926	7
h i n a t a	61686	276549	6
h i n a t a p u n i	140424	2038922	10
h i n a t a x	73008	426472	7
h i n a w a ɲ ʧ i x	144126	1929930	10
h i n a j t a w a n t a x	174690	4303854	13
h i ɲ ʧ' a r a k u s q a	191880	3878331	12
h i ɲ ʧ' a r a k u s q a m p e q a	241202	10308084	17
h i ɲ ʧ' a s a x	81522	621240	8
h i ɲ ʧ' a s p a	88866	722751	8
h i s p' a k u n a ʧ u	154473	2810393	11
h i s p' a k u n i ʧ u	173979	3001547	11
h i s p' a k u j t a	112032	1634174	10
h i s p' a j	37764	166140	6
h i s p' a j t a	61740	587127	8
h i s q' o n	48222	253095	6
h i s q' o n n i n t i n	212364	4310873	12
h i s q' o n n i j u x ʎ a ɲ a	191513	6411712	15
h i s q' o n t i n	133692	1463462	9
h i s p a j	44424	186420	6
h i ʧ' a m u n a	81969	717378	8
h i ʧ' a n a	55146	248055	6
h i ʧ' a n a ʎ a t a x	133896	2262092	11
h i ʧ' a j k u n a	116415	1240910	9
h i ʧ' a j k u n i	122157	1350098	9
h i ʧ' a j u ʃ a s q a	102504	1821642	11
h i ʧ' a j u x t i n	116995	1782356	10
h o q' e t u s	79846	485396	7
h o q' o	18018	34100	4
h o q' o ʎ a p u n i	125850	1776190	10
h o q' o p i	43758	210918	6
h o r̞ q' a s q a	71948	613369	8
h u ʧ a	37555	57751	4
h u ʧ a ʧ a k u x t i j	182341	3909882	12
h u ʧ a ʧ a n a k u s q a ŋ k u	246660	10341839	16
h u ʧ a ʧ a w a s u n m a n	201628	6371034	14
h u ʧ a ʧ a j k u k u s q a ŋ k u	281488	12950608	17
h u ʧ a t a	74185	327912	6
h u ʧ a j	49543	124153	5
h u ʧ a j ʧ u	80845	615302	7
h u ʧ a j k i ʧ i s r a j k u	239257	8961344	15
h u ʧ a j k i r a j k u	177433	4158051	12
h u ʧ a j u x	67813	436142	7
h u k' u ʧ a	89117	356654	6
h u k' u ʧ a k u n a	181418	2415862	10
h u k' u ʧ a m a n t a w a n	220193	6638844	14
h u k' u ʧ a p i s	132641	1430358	9
h u k' u ʧ a q a	113867	874888	8
h u k' u ʧ a s	105101	605966	7
h u k' u ʧ a s t a	137069	1509064	9
h u k' u ʧ a s t a q a	161819	2688369	11
h u k' u ʧ a t a q a	150497	1981545	10
h u k' u ʧ a x	100439	533250	7
h u k' u ʧ a x t a	123083	1370471	9
h u k' u t a s n i j u x	174023	3513772	12
h u k' u t a j t a	125081	1390270	9
h u k u m a n i p i	137003	1931304	10
h u k u m a r i k u n a	223604	4503316	12
h u ʎ o ɴ q a	73215	443442	7
h u ʎ o ɴ q a ʧ u	109179	1381995	9
h u ʎ o r̞ q a p u n	149919	2270268	10
h u ʎ o r̞ q a j a r i p u n	218775	6747873	14
h u ʎ u	46690	78242	4
h u ʎ u ʧ i n	139301	845144	7
h u ʎ u ʧ i ʃ a n	155933	1676378	9
h u ʎ u k a p u ʃ a n	175317	3064465	11
h u ʎ u n	80185	225158	5
h u ʎ u p a x	94608	491530	7
h u ʎ u p a x q a	109908	1100734	9
h u ʎ u r a ʧ i ʃ a n	207745	3557297	11
h u ʎ u r a p u n	175369	1990033	9
h u ʎ u r p a ɴ q a	173347	2060273	10
h u ʎ u t a	103559	396362	6
h u ʎ u t a p i s	147083	1538730	9
h u m p' i	30514	103642	5
h u m p' i m u n	71497	745151	8
h u m p' i n	47146	261910	6
h u m p' i ɲ ʧ u	106929	945207	8
h u m p' i r i r i n	189274	2563441	10
h u m p' i r i ʃ a n	129658	1902994	10
h u m p' i ʃ a n	67234	677578	8
h u m p' i s q a	67810	598794	8
h u m p' i s q a ʎ a	94900	1433648	10
h u n t' a	64350	158890	5
h u n t' a ʧ a n a ŋ k u	181151	4128140	12
h u n t' a ʧ a n a j k u	169956	3927820	12
h u n t' a ʧ i k o ɴ q a	184170	3648006	12
h u n t' a ʧ i n a n	164142	2386773	10
h u n t' a ʧ i n a ŋ k u p a x	243955	7755408	15
h u n t' a ʧ i n a p a x	176364	3396901	12
h u n t' a ʧ i n a j k u	184842	4168204	12
h u n t' a ʧ i ʃ a ŋ k u ʧ u	249103	7408772	14
h u n t' a ʧ i s a x	140004	1782356	10
h u n t' a ʧ i s q a j k u	185202	4944468	13
h u n t' a ʧ i s u ɲ ʧ i x	236459	5542464	13
h u n t' a ʧ i j ʎ a	143424	2050766	10
h u n t' a ʧ i j t a	144936	2095294	10
h u n t' a ʧ u	104310	721274	7
h u n t' a k o ɴ q a	131370	1766847	10
h u n t' a k u m p u n i	197937	4233532	12
h u n t' a k u n	135645	1217321	8
h u n t' a k u n a n	172473	2472104	10
h u n t' a k u n a n t a	216429	4528780	12
h u n t' a k u ɲ ʧ o q a	222362	4298300	12
h u n t' a k u ɲ ʧ u	200141	2850840	10
h u n t' a k u ʃ a n	153294	2237807	10
h u n t' a k u ʃ a ɲ ʧ u	206339	4546068	12
h u n t' a ʎ a	95220	580850	7
h u n t' a ʎ a n t a x ʧ u	200851	5557566	13
h u n t' a n a	93456	563362	7
h u n t' a n a n	113058	1010908	8
h u n t' a n a ŋ k u	144953	2211774	10
h u n t' a n a j k u	133758	2081609	10
h u n t' a ɲ ʧ u	135557	1216065	8
h u n t' a ŋ k u	115019	1060851	8
h u n t' a ŋ k u ʧ u	183691	2615704	10
h u n t' a ɴ q a ŋ k u ʧ u	208909	5170493	13
h u n t' a p u w a ɲ ʧ i x	221724	5300160	13
h u n t' a r̞ q a p u n a ʧ i x	234360	7820212	15
h u n t' a ʃ a n	99774	888850	8
h u n t' a ʃ a ɲ ʧ i x ʧ u	195517	5250132	13
h u n t' a s a ɲ ʧ u	152819	2236215	10
h u n t' a ʃ a n i	114030	1317442	9
h u n t' a s a ŋ k u m a ɲ ʧ u	227003	7946417	15
h u n t' a s a x ʧ a	115506	1650014	10
h u n t' a s p a	100206	803114	8
h u n t' a s q a	99342	790866	8
h u n t' a s q a ʎ a	126432	1788110	10
h u n t' a s q a n r a j k u ʧ u	280514	11371605	16
h u n t' a s q a j k u	137052	2584537	11
h u n t' a s q e t a t a	168992	3602799	12
h u n t' a s u n	113238	1048658	8
h u n t' a t a	96984	598338	7
h u n t' a x	73836	268370	6
h u n t' a x k u n a r i	198692	4417692	12
h u n t' a x t i n	129558	1528223	9
h u n t' a j k a m o r̞ q a	164780	4067229	13
h u n t' a j k a m u k u	167682	3753712	12
h u n t' a j k a m u n	137145	2659342	11
h u n t' a j k a m u w a r̞ q a j k u	247932	13427378	18
h u n t' a j k a m u w a s q a ɲ ʧ i s	278178	15828302	19
h u n t' a j k a m u w a s u n m a n	249393	13176519	18
h u n t' a j k o r̞ q a	159774	2662446	11
h u n t' a j k u ʧ i p u j t a w a n	310393	15853664	18
h u n t' a j k u ʧ i s q a	213823	4944468	13
h u n t' a j k u n	137499	1613015	9
h u n t' a j k u ʃ a n	155148	2811377	11
h u n t' a j k u s q a	156564	2584537	11
h u n t' a j k u s q a ŋ k u	204749	6311766	14
h u n t' a j t a q a	123120	1693336	10
h u n t' i t a	114000	665394	7
h u n i	39237	64533	4
h u r a q' a ʧ i n	128763	1562032	9
h u r a q' a ʧ i j k u	148833	2951759	11
h u r a q' a n	81963	564750	7
h u r a q' a s q a	100161	1095106	9
h u r a ɴ q a ʧ u	114129	1465833	9
h u r a s a x ʧ u	109798	1406048	9
h u r a j k' a m u n	117066	1914539	10
h u r a j k' a m u ŋ k i p u n i	242007	9686744	16
h u r a j k' a m u s p a	141435	3018594	12
h u r a j k' u ʧ i s a x r a x	221992	7468060	15
h u r a j k' u n a	129768	1450958	9
h u r a j k' u n a n	149370	2256125	10
h u r a j k' u r i m u n	205881	4645416	12
h u r a j k' u j t a w a n	188253	5193077	13
h u r a j̠̠ q' o n	108771	1024484	8
h u s k' i t u	100224	673370	7
h u s q' o ʎ o q a	99796	1093326	9
h u s q' o ʎ u m a n	116525	1772011	10
h u s k' o r̞ q o j s i r i w a j	254128	9202158	16
h u s k' u	52200	163328	5
h u s k' u k u ʃ a n i	176470	3016459	11
h u s k' u m a n	89383	829538	8
h u s k' u m a ɲ ʧ a r i	179401	4067460	12
h u s k' u m a n t a	133339	1897561	10
h u s k' u r a s q a ŋ k u	202760	5244796	13
h u s k' u ʃ a ŋ k i r i	192378	4128169	12
h u s k' u s a x t a ɲ a t a x	189546	6331052	15
h u s k' u s n i n t a	191778	3199949	11
h u s k' u t a q a	127381	1299088	9
h u s k' u j k u s e r̞ q o s q a	231378	8804018	16
h u t u r i	128963	520394	6
h u t u r i p i s	186995	1857854	9
h u t u r i s t a	192179	1955234	9
h u w u	48024	80069	4
h u w u m u n t u	172840	1941038	9
h u ʧ' u j	57536	145670	5
h u ʧ' u j a n a n t a	151874	2682065	11
h u ʧ' u j a s p a	97172	1046246	9
h u ʧ' u j ʧ i x m a n t a	176738	4451100	13
h u ʧ' u j ʧ u	96164	678682	7
h u ʧ' u j ʎ a r a x	143846	1952637	10
h u ʧ' u j m a n t a p a ʧ a	183896	5477088	14
h u ʧ' u j s i t u	127496	1523338	9
h u ʧ' u j s i t u m a n t a p a ʧ a	268087	13609140	18
h u ʧ' u j s i t u s	153248	2123650	10
h u ʧ' u j s i t u s ʎ a	192728	3917135	12
h u ʧ' u j s i t u s t a	194984	3988017	12
h u ʧ' u j a ʧ i j k u t a x	212469	5914640	14
i ʧ a	15984	15984	3
i ʧ a m a	34794	116484	5
i ʧ a p i s	59508	322020	6
i ʧ a r i	65394	238338	5
i ʧ a r i m a n t a	149364	2346526	10
i ʧ a r i p i	108450	756540	7
i ʧʰ i t u t a	133079	818228	7
i ʧ o q a t a	78424	580387	7
i ʧ o q a t a p i	106972	1385581	9
i ʧʰ u	22968	22968	3
i ʧʰ u ʎ a	74733	206733	5
i ʧʰ u p i s	80922	375738	6
i ʧ u s	51504	89520	4
i ʧʰ u s p i	79008	375738	6
i ʧʰ u s t a	87672	402903	6
i ʧʰ u s t a q a	112422	959828	8
i ʎ a w a	49464	167724	5
i l a j a n a m p a x	92214	1798590	11
i l i ɲ ʧ u p a	151101	1236514	8
i m a	8208	8208	3
i m a ʧ a	32850	116484	5
i m a ʧʰ i k a t a	111888	1287368	9
i m a ʧʰ i k i t a n m a n t a p i s	272010	13804274	18
i m a ʧ u s	65928	306737	6
i m a ʎ a ɲ a	61092	424997	7
i m a ʎ a t a ʧ a	103446	1242016	9
i m a m a n	32148	200937	6
i m a m a n t a	76104	676648	8
i m a m a n t a t a x	124056	2061004	11
i m a m a n t a x	87426	930526	9
i m a n a k o r̞ q a ŋ k i t a x	227562	8610944	16
i m a n a k u n t a x r i	203580	5436344	13
i m a n a k u j t a	118818	1797750	10
i m a n a ɲ ʧ u	102509	968458	8
i m a n a ɴ q a ɲ a t a x	126522	3273747	13
i m a n a ɴ q a ŋ k u t a x	174948	4808076	14
i m a n a ɴ q a t a x	98532	1800004	11
i m a n a s a x	59562	534033	8
i m a n a s a x t a x	93528	1732734	11
i m a n a s a x t a x r i	125658	3830712	13
i m a n a s q a j k u t a x	171943	4806621	14
i m a n a s u n	79938	828390	8
i m a n a s u n t a x	148647	2381574	11
i m a n a w a s u n m a ɲ ʧ u	208262	7632950	15
i m a n a x ʧ u	69847	780858	8
i m a n a j m a n t a x	119754	2496778	12
i m a n a j m a n t a x r i	151884	5109973	14
i m a n a j t a	64854	664887	8
i m a ɲ ʧ i x p i s	118272	1711456	10
i m a n e ɴ q a ŋ k u ʧ u s	204573	5753848	14
i m a n i ɲ ʧ u s	144845	1542874	9
i m a n i n t a x	122490	1237466	9
i m a n i s a n t a x	132660	2252174	11
i m a n i s q a	77958	680739	8
i m a n i s u m a n t a x	159168	3918061	13
i m a n i j t a	75978	735453	8
i m a p a x	33480	165370	6
i m a p a x ʧ u s	88795	1070306	9
i m a p a x t a x	67446	816038	9
i m a p i	28332	107772	5
i m a p i ɲ a	61068	410006	7
i m a p i s	43308	225468	6
i m a p u n i	78522	518047	7
i m a p u n i t a x	135132	1723838	10
i m a q a	24858	88548	5
i m a r a j k u	82368	904492	8
i m a r a j k u ʧ u s	176792	3117206	11
i m a r a j k u t a x	150559	2557316	11
i m a s ʧ a	48384	242508	6
i m a s m a r i s	93582	1101021	9
i m a s p i	42624	225468	6
i m a s p i t a x	93018	997821	9
i m a t a	32850	116484	5
i m a t a ʧ a	69480	482545	7
i m a t a ʧ u s	102558	923038	8
i m a t a p i s	76374	731618	8
i m a t a r a x ʧ u s	146485	2792134	11
i m a t a t a x	80802	691594	8
i m a t a w a n	89874	876585	8
i m a t a x	44172	205751	6
i m a t a x r i	76302	847778	8
i m a w a n	53568	284832	6
i m a w a ɲ ʧ u s	131933	1474492	9
i m a w a n t a x	108846	1178726	9
i m a x t i m p u n i t a x	187954	5209824	14
i m a x t i n	69744	497798	7
i m a x t i ɲ ʧ u s	154511	2059394	10
i m a x t i n t a x	132348	1684492	10
i m a j a n a t a t a x	123498	2570002	12
i m a j m a n a	48654	497649	8
i m a j m a n a p i	75330	1207007	10
i m a j n a	35748	196002	6
i m a j n a ʧ a	69714	664887	8
i m a j n a ʧ u s	102792	1192754	9
i m a j n a ʎ a	67878	646305	8
i m a j n a m a n t a	108432	1999018	11
i m a j n a m a n t a t a x	156384	4526755	14
i m a j n a ɲ ʧ u s	133823	1853302	10
i m a j n a p i	62424	624672	8
i m a j n a p i ʧ u s	137016	2395434	11
i m a j n a p i t a x	112818	1937574	11
i m a j n a t a	69714	664887	8
i m a j n a t a ʧ a	106344	1600282	10
i m a j n a t a ʧ u s	139422	2511214	11
i m a j n a t a p i s	113238	2110061	11
i m a j n a t a p u n i ʧ u s	229260	7701315	15
i m a j n a t a t a x	117666	2035618	11
i m a j n a t a x	81036	915926	9
i m a j u x	32634	176383	6
i m i ʎ a	42024	132018	5
i m i ʎ a m a ɴ q a	83748	1238242	10
i m i ʎ a q a	65874	429785	7
i m i ʎ a r i	89814	652779	7
i m i ʎ a s	57144	268074	6
i m i ʎ a t a q a	102072	1158688	9
i m i ʎ a x	52734	228391	6
i m i t a m a n t a	117852	1752790	10
i m i t a s ʎ a t a p i s	168846	4514608	13
i n r a	62370	96066	4
i n r a m a n	95202	658422	7
i n r a m a n t a	139158	1618542	9
i n r a p i	94662	430596	6
i n r a t a	104328	461601	6
i n r a t a x	115650	673404	7
i n r a w a n	124578	860841	7
i n r a x p a t a	121356	1442356	9
i n t i	58608	98928	4
i n t i p i s	111648	710754	7
i n t i x	73704	186597	5
i ŋ k a p u n i	111612	1024880	8
i ŋ k a q a	57660	261805	6
i ŋ k a s	48930	147018	5
i ŋ k a x	44520	121307	5
i s a ɲ u	39942	156102	5
i s a j	18144	36288	4
i s i k o q a	81614	509696	7
i s i k u	58344	197496	5
i s i k u m a n	98833	935920	8
i s i k u m a n t a	142789	2086986	10
i s i k u p i s	117806	1004510	8
i s k a x	45990	124518	5
i s k a j	46620	128268	5
i s k a j ʧ u ŋ k a	140436	2081618	10
i s k a j m a n	70218	715311	8
i s k a j m a n t a	114174	1691540	10
i s k a j n i n	97704	973611	8
i s k a j n i ŋ k u	132449	2144390	10
i s k a j n i x p i	106248	1690505	10
i s k a j n i j u x	107226	1622414	10
i s k a j s i t u ʎ a	167653	2841956	11
i s k a j t a	70596	513762	7
i s k a j t a x	81918	731005	8
i s m u ʧ i n	99611	684410	7
i s m u n a m p a x	96603	1379966	10
i s m u j k a p u n	118530	1956134	10
i s m u j k u ʧ i ɲ ʧ i x	231613	5402766	13
i s m u j k u n a m p a x	158373	3780737	13
i s p i r u	89352	453042	6
i tʰ i r i s q a	131688	1080171	8
i t o q a p u n a	117166	1409572	9
i t u s w a n	113496	807003	7
i j a n	18468	46980	4
k a ʧ a m o r̞ q a ŋ k u	151873	3823181	12
k a ʧ a m u n	76053	659802	7
k a ʧ a m u ŋ k u	117233	1608203	9
k a ʧ a m u w a n	117882	1597350	9
k a ʧ a m u j t a	99090	1327966	9
k a ʧ a n	57276	208911	5
k a ʧ a ŋ k u	88451	728246	7
k a ʧ a r e ɴ q a ŋ k u r i	241798	7721928	14
k a ʧ a r i ʧ i k u j t a	250992	6697983	13
k a ʧ a r i ʧ i k u j t a w a n	308016	13231416	16
k a ʧ a r i ʧ i s u n m a n	247719	7948900	14
k a ʧ a r i m u ŋ k i	173790	3486763	11
k a ʧ a r i ŋ k u m a n	192702	4617280	12
k a ʧ a r i p u ŋ k u	194916	3932983	11
k a ʧ a r i s q a ŋ k u ʧ u	252685	8145420	14
k a ʧ a r i s q a j k u ʧ u	242210	7824840	14
k a ʧ a r i w a j	150804	1693047	9
k a ʧ a r i w a j k u	180414	3680630	11
k a ʧ a r i x t e ɴ q a	162854	3769869	12
k a ʧ a r i j	104148	706521	7
k a ʧ a r i j k i ʧ i s m a ɲ ʧ u	291755	14400876	17
k a ʧ a r i j t a	132120	1712486	9
k a ʧ a r p a j a	121644	1379755	9
k a ʧ a r̞ q a ɲ ʧ i s	171978	3307734	11
k a ʧ a r̞ q a ŋ k u	136727	2355624	10
k a ʧ a ʃ a ɲ ʧ u	126359	1684942	9
k a ʧ a x t i n	102342	1101882	8
k a ʧ a j k a m u n a j p a x	162759	6004457	15
k a ʧ a j k a m u ŋ k i	147192	3667925	12
k a ʧ a j k a m u s q a	133278	3158010	12
k a ʧ a j k a m u j t a	133074	3334332	12
k a ʧ a j k u ʧ u p u n i ʧ u	298238	10892672	15
k a ʧ a j k u k u s q a	194416	4126013	12
k a ʧ a j k u k u s q a ŋ k u	242601	9028768	15
k a ʧ a j k u n a	127617	1557350	9
k a ʧ a j k u n a ʎ a p u n i	237549	8883538	15
k a ʧ a j k u n a ʎ a t a x	206367	6345962	14
k a ʧ a j k u n a n	147219	2399444	10
k a ʧ a j k u n a ŋ k u	179114	4400128	12
k a ʧ a j k u n a p a ʧ a	180789	4995190	13
k a ʧ a j k u s a x	121128	1791446	10
k a ʧ a j k u s p a	130584	2004260	10
k a ʧ a j t a	71262	568187	7
k a ʧ a j u k u k u s q a ŋ k u	270092	11271135	16
k a ʧ a j u k u n	137882	1793894	9
k a ʧ a j u k u s q a	156947	2834548	11
k a ʧ a j u k u x	121642	1461990	9
k a ʧ a j̠̠ q a m u n a ŋ k u p a x	234004	10624481	17
k a ʧ i	39294	85494	4
k a ʧ i n i	87606	446589	6
k a ʧ i n t a	119880	808394	7
k a ʧ i t a	88134	422723	6
k a ʧ i w a n	108198	797235	7
k a ʧ i j u x t a	106243	1402814	9
k a ʧ u n	78033	270082	5
k a ʧ u ɲ ʧ u	142413	1007370	7
k a ʧ u ŋ k u	113993	870234	7
k a k o ɴ q a	69540	498742	7
k a k u ʃ a ʎ a m p u n i	186706	5172307	13
k a k u ʃ a n	91464	698852	7
k a k u ʃ a ɲ ʧ i x	153870	2253268	10
k a k u ʃ a ŋ k u	124979	1678312	9
k a k u ʃ a s q a ŋ k u	157361	3842785	12
k a k u ʃ a j k u	114594	1570442	9
k a k u s q a	92880	615788	7
k a k u s q a ŋ k u	141065	2345887	10
k a k u s u ɲ ʧ i s	188543	2768866	10
k a k u x	57575	179744	5
k a ʎ a ʧ u m p u n i	172903	3385775	11
k a l a l a n	93906	730442	7
k a ʎ a m p i s	81084	837209	8
k a ʎ a m p u n i	116428	1497050	9
k a l a n	57276	208911	5
k a ʎ a ɲ ʧ u	106829	825350	7
k a ʎ a n r a x p u n i	190034	4496939	12
k a ʎ a n t a x	109458	979742	8
k a ʎ a n t a x ʧ u	139021	2471761	10
k a ʎ a ŋ k u p u n i	181821	3464857	11
k a ʎ a ŋ k u t a x	153906	2164081	10
k a ʎ a ɴ q a	62460	461910	7
k a ʎ a ɴ q a ʧ u	98424	1428102	9
k a ʎ a ɴ q a t a x	102420	1599576	10
k a ʎ a p a ʧ a ʃ a ŋ k u ʧ u	227701	8484612	15
k a ʎ a p a ʧ a s q a	125082	2429828	11
k a ʎ a r̞ q a ŋ k u t a x	201786	5094236	13
k a ʎ a r̞ q a t a x	125370	1920666	10
k a ʎ a x	44100	135953	5
