word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
pʲ i p ɮʲ i	79695	275822	5
pʲ i r ɮʲ ə nʲ i	213675	1272953	7
p a tʰ p ə ɮ t	149734	1012368	7
a ʊ ɢ a	56628	120879	4
a n tʰ ə r ɢ tʰʲ ə t	238154	2853282	9
a ɴ ɢ ə r ə g	165988	1083878	7
a mʲ	0	0	2
a m r ə ɮ tʰ ə ŋ	229067	1897790	8
a mʲ ə rʲ ə ɢ ʧʰ ʊ t	257840	2963762	9
a i ɮ ə ŋ	115588	332464	5
o s g ə x	102689	392934	5
o r s ə ɮ t o nʲ i	297109	3711968	9
o n ʦʰ g o s	135084	745420	6
o n t ə g nʲ i	159093	1210369	7
o ŋ g ə r ə x ə t	269599	3265964	9
o ŋ g ə r u ɮ ə x	287877	3463622	9
o ŋ g ə nʲ i	117566	648706	6
o t r u tʲ i g	208811	1452883	7
o w t t ə g	128464	695750	6
oo r tʰ	48544	48544	3
o g u ɮ ɮ ə g	226847	1561969	7
uu r ə g tʰ	123321	397377	5
u s nʲ i	58870	129688	4
u r ʧ ə ɮ t	177970	879712	6
u n e	38961	38961	3
u n ə ɮ s ə ŋ	176934	1158750	7
u n ə ɮ g ə g	184445	1279745	7
u n t ə s ɮ ə ʧ	219780	2093412	8
u ɮ t e n	119815	394762	5
u ɮ t ɮ e	129611	472342	5
u i ɮ t t ə g	187405	1318419	7
u ʦ ə s g ə ɮ ə ŋ gʲ i ŋ	317500	6760408	12
u ʦ ə g ʧʰ t ə t	216628	2074675	8
u j ə r x ə ɮ	217671	1552150	7
u tʲ i ŋ	64251	117975	4
uu rʲ i ŋ	78474	137082	4
j a rʲ ə ɮ a	191957	864422	6
j a rʲ j a n a s	203742	1823100	8
j a w ʊ ɮ a t	163944	1126082	7
j ʊ m a r	82500	311748	5
i ʦʰ s e r	106575	382670	5
i x ə ɮ s n ə r	220076	2141446	8
i x n ə rʲ i g	192627	1279873	7
i x ɮ u ɮ ə x	231953	1535251	7
i s ə r g u	154512	757948	6
i r w e x e	152919	812610	6
i mʲ i g	51150	106656	4
i ʦ ə n tʰ e	136704	734776	6
i ʦ ə ŋ g u i	147741	1118542	7
i ʦ ɮ ə ʧ	128057	405884	5
i g ʃ gʲ i ŋ	95867	473530	6
ʃ uu s	32364	32364	3
ʃ u tʰ ɮ ə g tʰ e	234549	2240316	8
ʃ ʊ t ə r ɢ a r	211089	2024937	8
ʃ ɔ r ɔ n	150183	435270	5
ʃ i r tʰ ə ŋ	146779	645382	6
ʃ i n ʧ e ʧʰ ə t	219714	2002984	8
ʃ a χ ə ɮ tʰ a r	219503	2073019	8
ʃ a tʰ ə n t a	162366	1142560	7
ʃ a ɮ ɢ ʊ r ə g	217967	1978103	8
ʧʰ e ŋ	28314	28314	3
ʧʰ a n ə t	93339	331302	5
ʧʰ a mʲ ə ŋ	78100	262900	5
ʦʰ ee ʧ ə ŋ	109890	320134	5
ʦʰ i ʦʰ gʲ i g	106788	555412	6
ʦʰ ʊ ɢ ɮ ʊ ɮ ɢ	167013	1121602	7
ʦʰ ɔ χ ə s ə ŋ	167554	1125542	7
ʦʰ a ɮʲ ə ŋ g	148984	651610	6
x o tʰ ə ʧʰ	135392	446846	5
x o n t ɮ ə ŋ g o s	265033	4295612	10
x o ɮ o r o	248196	1209832	6
x o ɮ s i g	161804	776592	6
x o t ə ɮ g o nʲ i x ə ŋ	397639	8516361	12
x o w g u tʲ i ŋ	196874	1806856	8
x uu x nʲ i g	132990	663282	6
x u ʧʰ ə ɮ tʰ ə r ə g ʧʰ	387834	6897704	11
x u ɮ ə ɮ g ə x	261294	2394216	8
x u ɮ ə ɮ g ə ʧ	261294	2394216	8
x i r ə g s ɮʲ i g	269243	3125764	9
x i r ə g ʧ ə x	236282	2195296	8
x i m n ə x	107442	608976	6
x i ɮ e r e	197580	956556	6
x i ɮ e r e	197580	956556	6
x i ɮ ə xʲ i g	191880	1269494	7
x i ɮ x e	128205	427086	5
x i tʲ i t	105633	346302	5
χ ʊ tʰ ə ɢ tʰ ə ŋ	185984	1609746	8
χ ʊ r t ə g	146520	670540	6
χ ʊ r a ɮ tʰ ə ŋ	227365	1858558	8
χ ʊ w a rʲ ə ɮ ə χ	280464	3022264	9
χ ɔ j ə r ɔ	175919	882738	6
χ ɔ ʃ ʊ g	105927	328390	5
χ ɔ ʧʰ	36531	36531	3
χ ɔ s ɮ ə ŋ	145915	648514	6
χ ɔ r ɔ ɮ ɮ ə ŋ	296185	2341087	8
χ ɔ r m ɔ i	150634	769776	6
χ ɔ ɮ p ə ɮ tʰ	182632	1286460	7
χ ɔ ʧ m ə ŋ	121231	569554	6
xʲ i ʧʰ e ɮ t	167493	770490	6
xʲ i ɮ ɮ ə x	177637	818254	6
χ a n tʲ ə w ə ŋ	174931	1530724	8
χ a ɴ ɢ ə ɢ t s ə ŋ	194719	2895708	10
χ a n ə m ʧ	112524	551604	6
χ a m ɢ a ɮ ə ɮ	192751	1795639	8
χ a ɮ ʊ	73260	135630	4
χ a ɮ t ɮ ə ɢ	191290	1198306	7
χ a ɮ t w ə r tʰ a i	283784	4139660	10
χ a ɮ t ə ŋ	138491	594562	6
χ a t ɢ ə ɮ ə n	207251	1798003	8
χ a t ə n t	127410	591388	6
χ aa n ʧʰ ɮ ə ɮ ə ŋ	261408	2752809	9
pʰʲ ʊ ʧʰ ə r s	150218	646104	6
ʊ ʧʰ r ə ɮ	136123	442594	5
ʊ χ ə r ʧʰ	115107	369174	5
ʊʊ tʰ	0	0	2
ʊʊ ɮ n a s	90774	312754	5
ʊ r s ɢ ə ɮ tʰ a i	244527	3005469	9
ʊ n ʃ ɮ ə ɢ	136623	637978	6
ʊ i tʰ ɢ ə r	128682	713256	6
tʰ o ʧʰ n o ŋ	147576	716950	6
tʰ o x o r ə m ʧ u t	350921	5150864	10
tʰ o s o ɮ t ə g	264687	2402421	8
tʰ o r tʰ	101824	183744	4
tʰ o g r ə gʲ i g	214419	2012817	8
tʰ o w ə g g u i	202683	2037426	8
tʰ uu g e r e	172248	876424	6
tʰ u r u g e	176009	864622	6
tʰ u g	34336	34336	3
tʰ ee r	43808	43808	3
tʰ i r g u n t	174122	1170988	7
tʰ e ŋ	27456	27456	3
tʰ i m ʦʰ s ə ŋ	131319	920090	7
tʰ i g t ə g	126817	642350	6
tʰ ʊ ʃ a ɮ tʰ n ʊ t	231519	2775109	9
tʰ ʊ ʃ a ɮ a s a	211629	1941141	8
tʰ ʊʊ r ɢ	68672	126080	4
tʰ ʊ s ɢ ə χ	109378	571610	6
tʰ ʊ s ɢ ə n	109378	571610	6
tʰ ʊ s ɢ ə ŋ	104568	522485	6
tʰ ʊ ɮ s ə ŋ	137788	624796	6
tʰ ʊ ɮ ɢ ə ʧ	138158	713256	6
tʰ ʊ ɢ ə ɮ ɢ	130390	637313	6
tʰ ɔ s ə g	113158	373808	5
tʰ ɔ r ɢ ʊ ɮʲ	154910	845492	6
tʰ ɔ m r ɔ t	155677	807390	6
tʰ ɔ t r ʊ ɮ ʧ	211020	1475680	7
tʰ ɔ t ə r χ ɔ i ɮ ə χ ə t	444724	11655352	13
tʰ ɔ t ɔ r	139810	477290	5
tʰ ɔ ɢ tʰ ə ɮ ʦʰ ə n	258663	3087522	9
tʰ ɔ ɢ tʰ n ə χ	149629	1101440	7
tʰ ɔ ɢ ɮ ə χ ə r	220037	2229042	8
tʰ ɔ ɢ ɮ ɔ m ʊ t	210321	2032482	8
tʰʲ ii ŋ x u	72622	297774	5
tʰ a tʰ ə ɮ p ə r	211133	2088528	8
tʰ a nʲ ə ɢ t s ə ŋ	203996	2402112	9
tʰ a mʲ ə r ʧʰ t ə ŋ	237263	2698319	9
tʰ a i ɮ p ə r ɮ ə ŋ	297622	4194326	10
tʰ a i ɮ p ə r ɮ a t	299879	4408432	10
tʰ a i ɮ a t	153285	728318	6
tʰ a ɢ tʰ a	82368	302042	5
tʰ a ɢ n ʊ ɮ	106755	609886	6
tʰ a wʲ ʧʰ ə χ s ə ŋ	205397	2427637	9
tʰ a wʲ ə ɢ t ə ʧ	184948	1824034	8
tʰ a wʲ ə w	87453	294109	5
s o r g o r	184556	944876	6
s i tʰ g u ɮ ʧʰ tʲ i ŋ	280650	3836832	10
s i tʰ g ə g t ɮʲ i g	278003	4025380	10
s ʊʊ ŋ	20416	20416	3
s ʊ r tʰ ə ɮ ʧʰ ə ɮ ʧ	342805	4917316	10
s ʊ r ɢ ə ŋ	123913	565360	6
s ʊ r w ə ɮ ʧ ʊ t	257572	2974802	9
s ɔ n s ə ɢ t ə n	211688	2613798	9
s i s tʰʲ ə m ə r	190763	1886439	8
s i r wʲ ə r	142302	734056	6
s a r ɮ ə g	170940	757948	6
s a n t ə r ʧʰ	172045	1186627	7
s a t ə r	109957	370030	5
pʰ r a ɢ tʰʲ ə ɢ tʰ	179637	1610534	8
ɔ j ʊ n ɮ ə g	176951	1294470	7
ɔ r ʧʰ ɔ t	142065	485694	5
ɔ r ʧʰ n ɔ	119559	451126	5
ɔ r ə ɮ ʦʰ ʊ ɮ ə χ	307063	3653192	9
ɔ r ə ɮ ʦʰ ʊ ɮ ə ŋ	300218	3469382	9
ɔ r ɔ i t ɔ	196144	1033208	6
ɔ ɮ t ə ʧ	127317	455566	5
ɔ t ʊ t	73656	155000	4
ɔ t n	34317	34317	3
ɔ w r ə ŋ	105154	333253	5
n o x t o	126291	432466	5
nʲ a ɢ tʰ ɮ ə ŋ	157048	1013808	7
n i x ə ŋ	96558	274494	5
n i m ə g t ə ɮ	188590	1819608	8
n i g ə x ə ŋ	168696	1042942	7
n i g ə n t e	153831	1120931	7
n ʊʊ ɢ a t	76518	262891	5
n ʊ g ə s g u i	190008	1782518	8
n ɔ tʰ ə ɮ s ə ŋ	230784	1938798	8
n ɔ w ʃ	61828	117907	4
nʲ i s ʧʰ	59334	118668	4
nʲ ii tʰ e r e	172085	827024	6
nʲ ii s ɮ ə ɮʲ i g	246376	2067551	8
nʲ ii ɮ u ɮ ə x	224627	1440620	7
n a m ʊ χ ə ŋ	126720	854038	7
n a i m	56628	101178	4
m o r o r	167055	494110	5
m o r g ə ɮʲ i ŋ	249435	2041987	8
m e r	36075	36075	3
m ɔ t tʰ ɔ i	156415	761534	6
m ɔ t ɔ r	130913	418462	5
m a ʃ ə n t	125364	571216	6
m a ɢ n a i	97185	508986	6
ɮ ʊ ɢ a	60060	132099	4
ɢ ɔ n ʦʰ ə r tʰ	180315	1242474	7
ɢ ɔ m pʰ ə nʲ ə tʰ a i	244136	3747822	10
ɢ a ʦ ə g	100864	306335	5
i s pʰ ə nʲ i	106778	569672	6
i r u ɮ ə n	183446	827320	6
i r ə x ə s	170940	805732	6
i r ʧʰ ə x e t	213279	1459723	7
i ŋ g ə s n ə r	170682	1709123	8
i ɮ u g e r	168572	877408	6
i ɮ ə r xʲ i ɮ ə n	292300	3353218	9
i ʧ i	35937	35937	3
ʦ o w ɮ ə g o g	234739	2269026	8
ʦ uu t ə ɮ ʧ	164620	806998	6
ʦ u tʰ g ə x	141969	737456	6
ʦ u i g	74481	139441	4
ʦ ɔ rʲ ə ɮ tʰ ə g	294070	2544324	8
ʦ ɔ ɴ χ ə ɮ ə χ	199775	1892534	8
ʦ ɔ w ɮ ə n t	177080	1242474	7
ʦ a r ʦʰ ʊ ɮ ə n	234765	2073019	8
ʦ a r ə ɢ t ə ʧ	217338	2048354	8
ʦ a r a t	117216	364922	5
ʦ a ɮ ʧ	79365	153285	4
ʦ a ɮ pʲ ə r ʧʰ	175306	1261576	7
ʦ a ɮ ə r ʧʰ	180079	843298	6
ʧ i ɮ u t	127909	398542	5
ʧ i ɮʲ i ŋ x e	171336	1288782	7
t uu g e	73080	151665	4
t u r u t ə t	213527	1422989	7
t u r ə ɮ ʦ ə ʧ	270433	2421641	8
t u ŋ g e	73722	306748	5
t i m ʧ ɮ ə g tʰ ə g ə r	350613	7936135	12
t i g ɮ ə mʲ i g	193452	1780934	8
t i w ʃ ə ɮ tʰ ə tʰ	250961	2975970	9
t i w ʃ ə g ʧʰ ə t	224950	2741314	9
t i w tʰ ə r tʰ	172454	1202406	7
t ʊʊ s ɢ a t	104376	556280	6
t a χ ə n a	120528	610536	6
t a s g ə ɮ ʧ ʊ ɮ ə g ʧʰ i ŋ	429827	12286222	14
t a m ʧ ə χ	116292	589852	6
t a m ʧ ə ʧ	123618	650296	6
t a i ʧʰ ɮ ə ŋ	185284	1165198	7
t a w ə m ɢ a i ɮ ʧ	236794	3693374	10
g u r n u t	144596	711844	6
ɢ a ɮ s	67155	119935	4
ɢ a ɮ ə ɮ ʦ ə ʧ	254264	2190074	8
g i s ə ŋ g u i	169389	1672293	8
g i r e g e	168984	801892	6
g i r ʧʰ ə ɮ g e	247604	2239258	8
g i rʲ i g	123123	354746	5
g i r g u i	145928	714516	6
g i n ə tʰ x ə ŋ	195780	1691806	8
g i ɮ ʦʰ t ə g	177637	1187963	7
ɢ ʊ ʧʰ	28314	28314	3
gʲ i nʲ i ŋ	76560	224972	5
ɢ a r tʰ ə ɮ	158434	756652	6
ɢ a r ɢ ə s ə n	195656	1733340	8
ɢ a r ɢ ə w	124098	577007	6
g a ʦ ə r g u i	228315	2073855	8
ɢ a t ʊ r χ ə χ	195111	1716799	8
wʲ i tʰ ə mʲ ə ŋ	151759	970210	7
wʲ i n	24057	24057	3
p u tʰ ə x	110112	333534	5
p u s ɮ ə ŋ	134199	570266	6
p u ɮ e ŋ	116624	302044	5
p i ɮ tʰ g ə t ə g	244792	2732664	9
p ʊʊ t a t	87265	267018	5
p ʊ r ʊ ɢ a r	160182	1102818	7
p ɔ ɮ s ə n ɔ	188515	1298059	7
p ɔ ɮ ə r	141673	418174	5
p ɔ ɮ ə ɮ ʦʰ ə tʰ ɔ i	355095	5064176	10
p ɔ ɮʲ ə n	141819	371846	5
p ɔ t ɔ r ɔ i	240629	1512919	7
pʲ i ʧʰ	25047	25047	3
pʲ i j ə ɮ u ɮ s ə ŋ	304784	3964742	10
p a j ə r ɮ ə t ə g	319917	4323824	10
p a rʲ ʦʰ a ɮ ə ɢ t s ə ŋ	343692	6924952	12
p a r s	63492	110182	4
p a rʲ j ʊ ɮ ʧ	189222	1225894	7
p a rʲ ə m tʰ ə ŋ	204353	1675374	8
p a r gʲ i ŋ	107283	468106	6
p a r a ɢ a	128436	577714	6
p a ɮʲ a r	125829	363406	5
p a i ʃ ə t	132214	608392	6
p a i ɮ t a ŋ	163548	957718	7
p a i t ə ɮ t a	219386	1865050	8
p a i ɢ ʊ ɮ ə ɢ t ə χ	284805	4967388	11
p a i ɢ a ʦ	109131	534134	6
p a ɢ ʃ ə ɮ ʧ	163770	1073218	7
p a ɢ ɮ a	83226	274906	5
p aa tʰ r ə ŋ	135366	554025	6
p aa w ɢ a i ŋ	115348	747233	7
a χ ə g	61938	123186	4
a tʰ ɢ ə ʧ	89986	330787	5
a s ʊ ɮ ɢ ə ŋ	155494	1027822	7
a s ʊ t ɮ a s	172359	1158561	7
a s ʊ t ə ɮ g u i	256349	3070388	9
a rʲ ə ɮ ɢ ə ʧ	209124	1470250	7
a n t ʊ r ʧʰ	133386	672588	6
a mʲ t r ə χ ə t	201584	1863626	8
a mʲ ə n t	86469	282358	5
a ɮ t ə r ʃ ʧ e	242916	2342878	8
a ɮ a t	78144	149754	4
a i m ɢ a s	95007	526918	6
a ʧ ə ɮ s ə g	195989	1317727	7
a ʧ ə ɢ ɮ ə ɢ t t ə g	302449	5613652	11
a ɢ ʊ ɮ ə n	142200	658346	6
a w j a s tʰ a i	176286	1684142	8
a w χ a i	75735	278586	5
a w ɮ ə ɢ	102934	315681	5
a w ə ɢ ʧʰ ə t	158101	1121602	7
j a s ə ɔ	108112	388000	5
ee ʧ i ŋ	64251	117975	4
i tʲ ə s ə n	144374	691712	6
ʃ a ʃ ə n	100533	319066	5
ʃ a t ə r	112003	384286	5
ʦʰ a ɮʲ ə ŋ	125378	342586	5
x o r ə ŋ gʲ i ŋ	198138	1710596	8
x uu x ə ŋ	110022	326667	5
x u ʧʰ tʰ e	120549	419538	5
x u r e	98568	193806	4
χ a tʰ ə n	99552	300324	5
x i r gʲ i ŋ	119493	557326	6
x i w ɮ ə ɮʲ i ŋ	231610	1940716	8
χ ʊ ɢ ə ʦʰ a	122585	600194	6
χ ɔ s	32103	32103	3
χ ɔ r w ə tʰ ə ŋ	216635	1869402	8
χ ɔ ɮ ɮʲ ə w ə t ə ŋ	331816	4497976	10
pʰ ʊ ɢ ə t a	119153	559362	6
ʊ ɮ ə m ʧ ɮ ə ɮ tʰ	280090	3350708	9
tʰ o wʲ i ŋ	95067	298259	5
tʰ u w t ə t	125985	670388	6
tʰ ee t	36704	36704	3
tʰ i g ə x g u i	207669	1983299	8
tʰ a ɔ	43296	43296	3
tʰ a mʲ ə r	91150	348004	5
tʰ a ɮ ʊ t	117216	364922	5
s u m p e	70525	277278	5
s i tʰ g u ɮ ʧʰ	180462	1236212	7
s tʰʲ i w	58080	107090	4
s ɔ ɴ ɢ ʊ ɮʲ	103664	635720	6
s ɮ ɔ wʲ ə nʲ i ŋ	211345	1787271	8
s a χ ə r ə ŋ	176540	1099630	7
r ɔ wʲ ə r s	158582	822904	6
pʰ r ɔ tʲ ə s ə r	249824	2225754	8
pʰ a r ɮ ə mʲ ə n tʰ	249306	2723608	9
ɔ j ʊ n	67320	137061	4
ɔ r t ə s	122729	423694	5
ɔ n ʦʰ	34317	34317	3
ɔ t t ə ŋ	100192	329920	5
n uu t ɮʲ i ŋ	147597	620912	6
n ɔ r wʲ ə gʲ i	174381	1174987	7
nʲ i g ə ɮ a i	188333	1252515	7
m o r ə ŋ	128760	337114	5
m o ŋ x tʰ ə r	160980	1199298	7
m o ŋ g ə ŋ	98296	500754	6
m i t ə x g u i	207504	1867498	8
m a ʧʰ ə tʰ e	152766	721838	6
m a n ʧ ʊ r	121374	608976	6
ɮʲ i n ə g s	129586	687680	6
gʲ i j ə w	90240	271001	5
i j ə r ə s ə ɮʲ ə m	345802	4812572	10
ʦ u r ʧʰ ə tʲ ə ŋ	246494	2086398	8
ʦ ɔ χ j ɔ ŋ	128904	647003	6
ʦ ɔ χ j ɔ ɢ ʧʰ	169002	1223402	7
ʦ ɔ rʲ ə ɢ tʰ	186215	833043	6
ʧ u ʧ ə g ʧʰ ə ŋ	218559	1926313	8
ʧ a m ə χ	82725	293430	5
t ʊ w a	54912	115269	4
g e ʧ	37323	37323	3
ɢ ɔ ɮ ə ŋ	125689	333253	5
gʲ i ʃ u t	98983	306022	5
ɢ a n p a	64152	225696	5
g e ʧ	37323	37323	3
wʲ i g tʰ ə rʲ j a	225443	1953302	8
p i t m ə ŋ	98129	452602	6
p x ʊ tʰ tʰ ə gʲ i ŋ	209850	2244510	9
p ɔ s tʰ ə ŋ	125779	559390	6
p ɔ tʲ ə tʰ	120252	356762	5
p a i ɴ ɢ ə ŋ	110209	752218	7
p a ʧ ɔ	69696	131934	4
a ʧʰ ə tʰ	79365	153285	4
a χ ɮ ə χ	106893	328974	5
a r tʰ ə r	126688	434824	5
a r s ə ŋ	98716	307804	5
a r ɢ	31746	31746	3
a ŋ gʲ i ŋ	54450	191785	5
a mʲ ə tʰ ə p a	159248	1072240	7
a ɢ ə tʰ a	101602	330787	5
o tʰ	0	0	2
o r o ɮ	127280	254560	4
o r g o n t	161938	840220	6
o n tʲ i ʧ	103653	379566	5
o ŋ g ə r o t	198929	1415102	7
o g s ə n t	127220	685240	6
o m n ə tʲ i ŋ	151218	1061590	7
uu s g e t	98136	348952	5
uu g e r e	138840	462792	5
u r s	39701	39701	3
u n ə m ɮ ə xʲ i g	236798	2847570	9
u i ɮ t w ə r ɮ ə g ʧʰ	354682	6461430	11
u ʦ u rʲ i ŋ	172179	748312	6
u j e ɮ	86580	181041	4
u j ə tʰ e	122766	425681	5
u j ə r tʰ	125948	411847	5
u g nʲ i	58870	129688	4
u n ə tʰ	68931	144707	4
j ɔɔ ɔ	47970	47970	3
j a rʲ ə ɮ ʦʰ s ə ŋ	279351	2988205	9
j a m a n	74250	257058	5
j a ɮ ɢ ə r ə n	227180	1996720	8
j a ʦ ɢ ʊ r tʰ ə n	233186	2710874	9
j a ʦ ɢ ʊ r tʰ	157410	1126241	7
j a t ə χ	99510	312948	5
j a w ʧʰ ə χ ə n	182703	1696124	8
j a w s n a s	122658	901850	7
j aa m a i	77625	284403	5
i ŋ x tʰ a i w ə n	202920	2403744	9
i ʦ ə m ʃ ɮʲ i ŋ	200831	1767710	8
e t r	44733	44733	3
i tʲ i g	67518	130680	4
i t g e rʲ i ŋ	193632	1189782	7
i w ə r	67340	144263	4
i w s ə ɮ t	134920	659410	6
ʃ ʊ n ə ɮ	97551	355774	5
ʃ ʊ w ʊ g	79794	279322	5
ʃ tʰ a p ə ŋ	103829	511696	6
ʃ ɔɔ	0	0	2
ʃ i n ʧ ɮ ə ɮ	185821	1317019	7
ʃ i ŋ g ə ʧ	102575	578170	6
ʃ ii t w ə r e	175351	1280270	7
ʃ i t ə ɮ tʰʲ i ŋ	218115	1819974	8
ʃ a ʃ ə n tʰ n ʊ t	211962	2575714	9
ʃ a tʰ a r	106656	364922	5
ʃ a ɮ ɢ ə r ʊ ɮ ə ɮ tʰ ə ŋ	440633	10736544	13
ʃ aa r t ʧ e	151156	770770	6
ʧʰ ii g	30624	30624	3
ʧʰ a ɴ ɢ a r	93456	567248	6
ʧʰ a n ə r ʊ t	182361	1251823	7
ʧʰ a m g u i	113384	629636	6
ʧʰ a t ɮ a r a	194931	1355773	7
ʦʰ ee ʧ e	85470	170100	4
ʦʰ i ʦʰ ə g ɮ ə ʧ	227406	2098308	8
ʦʰ ʊ ʦʰ ə ɮ s ə ŋ	215011	1838345	8
ʦʰ ʊ ɢ ɮ ʊ ɮ a t	213411	1935997	8
ʦʰ ɔ χ j ɔ t	138867	740046	6
ʦʰ a χ j ʊ r	117711	641562	6
ʦʰ a ɮʲ ə ɴ ɢ a	165418	1112002	7
x o x u ɮ ə ŋ	225278	1423966	7
x o x u t	137181	438886	5
x o tʰ ɮ o t	196553	961858	6
x o r ʃ i ŋ	162181	713578	6
x o n o s ə ŋ	191650	1275022	7
x o ɮ tʰ ə ŋ	173271	768898	6
x o ɮ tʰ	103415	187895	4
x o ɮ s o	144781	498046	5
x o ɮ t ə ʧ	182114	900868	6
x o t ə ɮ m ə r ʧʰ	283601	3508424	9
x o g ʧ ə ŋ g u i	227194	2955446	9
x u ʧʰ n e s	138546	711876	6
x u r ə ɮ ə g t ə n	334332	4781240	10
x u r ə x ə r	231361	1611535	7
x u r tʰ e m ʧ tʰ e	266120	3314875	9
x u r tʰ e t	173849	841630	6
x u r t	87616	163318	4
x u r w ə ɮ	151959	814222	6
χ a n ə t ə g	163695	1092793	7
x i s ə ʧ	102399	357786	5
x i ɮ tʰ s i ŋ	165379	1061142	7
x i w ɮ u ɮ ʧ e	239103	2262355	8
χ ʊ rʲ ə m a	155042	685472	6
χ ʊ wʲ ə ɮ p ə r a r	278802	4201176	10
χ ʊ wʲ j a s	106227	528858	6
χ ɔ j ə ə ɮ ə ŋ g	274820	2982613	9
χ ɔ tʰ tʰ ɔ i	162688	798818	6
χ ɔɔ ɮ ɮ ə ʧ	188182	850636	6
χ ɔ n ə ɢ ə s	160314	1128962	7
χ ɔ ɢ ɢ ə j ə ŋ	175860	1598994	8
χ ɔ i ʃ ə χ	147294	687128	6
χ ɔ ʧ ə ɮ	131769	422774	5
xʲ i mʲ ə ʧʰ	85800	311748	5
χ a ʃ ə χ	96441	294594	5
χ a χ ʊ ɮʲ	89991	327582	5
χ a s ə ɢ t ə χ	179759	1635595	8
χ a r j a	106227	324990	5
χ a r ʦʰ ə ɢ	143079	637978	6
χ a rʲ ə χ	127551	351894	5
χ a r w ə s ə ŋ	191512	1646072	8
x a n ʃ i g	114312	593820	6
χ a m tʰ r ə ɢ ʧʰ	189423	1694194	8
χ a m r ʊ ɮ ə χ	210642	1818040	8
χ a m ɢ a ɮ ə ɮ tʰ tʰ a i	343087	7235004	12
χ a ɮ t ɮ ə ɢ ə t	256706	2970170	9
ʊ χ a r ə χ	144510	669468	6
ʊ χ a n tʰ	81972	279144	5
ʊ χ a t	57024	118404	4
ʊʊ ɮ ʦ w ə r	135050	745275	6
ʊʊ t m ə g	80300	288646	5
ʊ ɮ ə m ʧ ɮ ə ɮ ə g	326636	4777832	10
ʊ i	0	0	2
tʰ oo r ʧʰ	98605	180973	4
tʰ o r o	119325	229405	4
tʰ o r ə ɮ ʧ s ə ŋ	300033	3298907	9
tʰ o w ə g	105040	363665	5
tʰ u ɮ ʃ nʲ i	149177	726190	6
tʰ u w t	60606	123102	4
tʰ i r u g e r	207644	1475584	7
tʰ i m e ŋ	80025	267161	5
tʰ i m ʦʰ ə g ʧʰ	149322	1079920	7
tʰ i m t ə g ɮ ə t	235754	2853500	9
tʰ i m t ə g ɮ ə ɮ t	286407	4253136	10
tʰ i m t ə g ɮ ə g e	274863	4248960	10
tʰ ʊ s ə ɮ s ə ŋ	208742	1816158	8
tʰ ʊ ɴ χ ə ɢ ɮ ə ɮ	212627	2722888	9
tʰ ɔ χ j ɔ ɮ t ʊ ɮ ə ŋ	345378	6125844	11
tʰ ɔ t r ʊ ɮ s ə ŋ	269443	3050331	9
tʰ ɔ g tʰ ɔ m ʧ i g	239575	2932435	9
tʰ ɔ ɢ tʰ ə t ə g	211414	2018898	8
tʰ ɔ ɢ tʰ ɔ w	136448	703804	6
tʰ ɔ ɢ tʰ ə ɮ	142816	788143	6
tʰ ɔ ɢ ə r ʊ	154325	800048	6
tʰ ɔ ɢ ɮ ə ɮ tʰ ʊ t ə t	348825	6458188	11
tʰʲ i wʲ i g	83754	290838	5
tʰ a tʰ ə ɢ t ə ŋ	188526	1691598	8
tʰ a tʰ ə ɢ t ə ʧ	201143	1936194	8
tʰ a rʲ j a n	151206	690162	6
tʰ a nʲ j ʊ ɮ ə χ	206814	1869702	8
tʰ a ɢ tʰʲ ə g	120032	620735	6
tʰ a g s i	86130	302924	5
tʰ a i ɮ p ə r ə g	256552	3028050	9
tʰ aa r ʊ χ ə ŋ	164872	1072690	7
tʰ aa r w ə ɮ	139860	745275	6
s u ɮ ʧ e g	169820	779664	6
s u i tʰ g ə x	174850	1236212	7
s e m	28275	28275	3
s ʊʊ s a r	92945	325592	5
s ʊ r tʰ ə ɮ ʧʰ ɮ ə χ	334591	4657948	10
s ʊ r ɢ ə s ə ŋ	193954	1687716	8
s ʊ r ɢ ə ɮ tʰ ə g	260295	3001773	9
s tʰʲ i ɮʲ	73920	151205	4
s pʰ ɔ r tʰ ə g	188926	1190816	7
s pʰ ɔ r tʰ ə t	191294	1223604	7
s ɔ n s ə χ ə t	190080	1859226	8
s ɔ nʲ ə r χ ə ɢ ʧʰ t ə ŋ	339504	7263904	12
s ɔ ɴ ɢ ə χ t ɔ	162034	1758444	8
s ɔ ɮ ɢ ɔ i	158055	807710	6
s ii r ə g	117845	349700	5
s a χ j ʊ ɮ ə ɢ ʧʰ ə t	298043	5430836	11
s a n ʊ ɮ ə χ	170349	1122767	7
s a ɮ xʲ ə nʲ i	180708	1203606	7
s a ɮ p ə r tʰ a i	244194	2909166	9
s a i n ə g	122922	611056	6
s a i n a r	123354	651384	6
s a t	29667	29667	3
r ɔ p ə tʰ	97014	382934	5
pʰ r ɔ ɢ r ə m ʧʰ ɮ ə ɮ ə ŋ	421245	10184675	13
pʰ ɮʲ i tʰ	74415	128879	4
ɔ ʧʰ	0	0	2
ɔ s ɮ ɔ r	144115	501074	5
ɔ r ʧʰ ɮ ə ŋ gʲ i ŋ	227183	2678159	9
ɔ ɮ t ʧ e	124775	470630	5
