word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
b e z u h a n	162390	968278	7
l e z u h a n	164874	995758	7
k i z u h a n	175730	1081318	7
r i a n	39150	76572	4
m i n d N aa j a n	117046	1311192	9
s o m j a n	73978	443656	6
uu j a n	37200	68952	4
k a n	19425	19425	3
v a t k a n	118300	540868	6
N i kk a n	68783	181322	5
m e g N i kk a n	126209	1033885	8
r i kk a n	81659	236930	5
S i kk a n	96681	301806	5
r o kk a n	81659	236930	5
l e r o kk a n	136901	865925	7
b e l e r o kk a n	188579	2076928	9
m e g r o kk a n	161933	1221937	8
b u kk a n	75369	218062	5
r aa b u kk a n	121869	791311	7
k i b u kk a n	132905	889303	7
f e l b u kk a n	167142	1522762	8
e l OO b u kk a n	160650	1350472	8
m u kk a n	63381	164446	5
m e g m u kk a n	115707	974461	8
p u kk a n	75369	218062	5
k i p u kk a n	132905	889303	7
e l p u kk a n	130611	816373	7
s ee t p u kk a n	178374	1665298	8
h o r k a n	120768	545140	6
f e l h o r k a n	225675	2574748	9
t e N ee s k a n	171656	1462128	8
t i s t aa t a l a n	255860	3511320	10
l o m p t a l a n	149829	1796888	9
t a n aa C t a l a n	209800	2971816	10
g aa n C t a l a n	189290	2152374	9
C a l aa tt a l a n	196825	2426228	9
g o n tt a l a n	142893	1314463	8
C i ll a g t a l a n	225193	3471604	10
m a g t a l a n	142475	1096473	8
a N a g t a l a n	157300	1651566	9
r a g t a l a n	154375	1330399	8
s a g t a l a n	166275	1564325	8
v i l aa g t a l a n	215623	3172184	10
v i r aa g t a l a n	215623	3172184	10
g a z d a S aa g t a l a n	352900	8768616	13
b a r aa CC aa g t a l a n	285225	5897203	12
i g a Z aa g t a l a n	260250	4505740	11
h a n g t a l a n	158840	1901970	9
b o l d o g t a l a n	259352	4386300	11
j o g t a l a n	161651	1367969	8
d o l o g t a l a n	223914	3150702	10
N u g t a l a n	147983	1161925	8
ee t v aa T t a l a n	260430	3511000	10
t aa r T t a l a n	224175	2401744	9
f a j t a l a n	152850	1410500	8
t a l a j t a l a n	196150	2839384	10
z a j t a l a n	156725	1491585	8
d ii j t a l a n	153842	1350222	8
a l a k t a l a n	182725	1975884	9
S a l a k t a l a n	221500	3371032	10
h a l a d ee k t a l a n	270281	5741207	12
C a p a d ee k t a l a n	274781	6196033	12
m a r a d ee k t a l a n	255431	4905989	12
s aa n d ee k t a l a n	229934	4370614	11
h a j l ee k t a l a n	249003	4373255	11
o k t a l a n	136755	863605	7
m o C o k t a l a n	257540	3222504	10
s ii n v o n a l t a l a n	255195	7139862	13
c ee l t a l a n	169653	1603031	8
D aa m o l t a l a n	182528	2865416	10
s a b aa j t a l a n	200900	3116744	10
a k a d aa j t a l a n	223250	3874570	11
k o m o j t a l a n	178862	2713176	10
S uu j t a l a n	162584	1547716	8
h a n g S uu j t a l a n	276563	5895287	12
f a j S uu j t a l a n	270123	4832967	11
d a ll a m t a l a n	164425	2462816	10
s aa m t a l a n	122400	1281710	8
i d o m t a l a n	150063	1775088	9
i l d o m t a l a n	186545	2687472	10
aa l o m t a l a n	144843	1670576	9
N o m t a l a n	114306	965704	8
C i n t a l a n	136356	1422214	8
v a D o n t a l a n	210420	3107704	10
h o n t a l a n	129048	1239610	8
o t h o n t a l a n	204158	2890440	10
r o k o n t a l a n	195574	2832912	10
h a s o n t a l a n	212688	3104280	10
u n t a l a n	105045	655427	7
m i n d u n t a l a n	175878	2984630	11
a l a N t a l a n	141525	1632364	9
k o C aa N t a l a n	217402	3160000	10
h i aa N t a l a n	145625	1794860	9
t u d o m aa N t a l a n	204811	4484151	12
a r aa N t a l a n	141525	1632364	9
m ee l t aa N t a l a n	198939	3271325	11
b i z o N t a l a n	214569	3022488	10
S oo t a l a n	139905	980495	7
a l a p t a l a n	167275	1847064	9
n a p t a l a n	137350	1086160	8
k aa p t a l a n	149750	1345632	8
m a D a r t a l a n	211200	2745384	10
z a v a r t a l a n	225975	3404712	10
i v a r t a l a n	185025	2115736	9
h a t aa r t a l a n	207700	3014824	10
Z ii r t a l a n	171468	1606471	8
m o d o r t a l a n	209061	2687472	10
h u m o r t a l a n	181236	2711384	10
b aa t o r t a l a n	215190	2961912	10
k i f o g aa S t a l a n	332575	6942039	12
v a ll aa S t a l a n	240650	3434840	10
aa ll aa S t a l a n	208475	2190584	9
g aa t l aa S t a l a n	275350	4712070	11
l e f o j aa S t a l a n	313468	6460932	12
h a t aa S t a l a n	244450	3436728	10
k i l aa t aa S t a l a n	300284	6360470	12
t aa r S t a l a n	229885	2448624	9
S t ii l u S t a l a n	297590	5488308	11
g u s t u S t a l a n	328756	5486538	11
h uu S t a l a n	199318	1662994	8
v i g a s t a l a n	252129	3610440	10
h a s t a l a n	192550	1620848	8
k o v aa s t a l a n	265022	3713400	10
b a j u s t a l a n	236654	3182512	10
t u d a tt a l a n	191930	2178510	9
a k a r a tt a l a n	210050	2937536	10
g aa tt a l a n	136850	867034	7
k o r l aa tt a l a n	229990	3322992	10
p a r t a l a n	150150	1280764	8
uu tt a l a n	102450	470404	6
i g a s t a l a n	213675	2318760	9
l aa s t a l a n	187850	1545484	8
h o l t aa i g l a n	225717	3243348	10
a dd i g l a n	151486	920986	7
ee l e t h o ss i g l a n	341975	6744303	12
ee l e t f o T t i g l a n	392880	9147920	13
i ll a n	41250	76572	4
C i ll a n	88143	288938	5
m e g C i ll a n	198881	1402549	8
k i C i ll a n	181929	1092715	7
f e l C i ll a n	215226	1823802	8
aa t C i ll a n	180753	1003873	7
e l i ll a n	98670	432840	6
v i ll a n	78573	245598	5
O ss e v i ll a n	197940	1706028	8
m e g v i ll a n	170271	1252039	8
k i v i ll a n	153219	967365	7
f e l v i ll a n	187176	1637872	8
aa t v i ll a n	152283	886983	7
p a p l a n	92500	417460	6
p e h e j p a p l a n	231383	3998069	11
t y k O r p a p l a n	263341	4546583	11
l aa b a t l a n	147150	1280764	8
f o g a d a t l a n	220051	3263826	10
s oo f o g a d a t l a n	310415	6781572	12
k i a d a t l a n	177550	2094250	9
s a k a d a t l a n	224125	3403880	10
v ee g e s a k a d a t l a n	359584	10720290	14
l a n k a d a t l a n	213700	3793430	11
e l a d a t l a n	176400	1957960	9
h e r v a d a t l a n	259116	4570734	11
h aa l aa d a t l a n	205275	2985140	10
aa l d a t l a n	160925	1330399	8
o l d a t l a n	165413	1402771	8
m e g o l d a t l a n	242015	3833668	11
g o n d a t l a n	164087	1929821	9
i r d a t l a n	165413	1402771	8
m o Z d a t l a n	217014	2157390	9
t u d a t l a n	159905	1400695	8
O n t u d a t l a n	202535	2804540	10
ii r aa S t u d a t l a n	307320	6263598	12
f a r a g a t l a n	208575	3101212	10
f e l v aa g a t l a n	262680	4728902	11
i n g a t l a n	143381	1193959	8
C e r e i n g a t l a n	253379	5795105	12
h aa z i n g a t l a n	247295	4416224	11
f o g a t l a n	169901	1541979	8
t aa r D a t l a n	217575	2401744	9
aa t h a t l a n	172200	1414436	8
v ii s h a t l a n	250941	2749430	9
h a z a f i a t l a n	278350	4871770	11
f ee r f i a t l a n	242474	3523528	10
l o v a g i a t l a n	248498	4334562	11
u d v a r i a t l a n	249427	4254398	11
b a j t aa r S i a t l a n	325429	7933858	13
h ee j a t l a n	154094	1382146	8
u jj a t l a n	123125	769537	7
k a t l a n	107450	492376	6
l a k a t l a n	161100	1380034	8
s i k l a k a t l a n	277465	5100657	11
h e T k a t l a n	238985	2615344	9
v O l T k a t l a n	289952	4020280	10
s o k a t l a n	184706	1705140	8
f a r k a t l a n	202325	2357228	9
S a r k a t l a n	207275	2500232	9
f o g l a l a t l a n	252814	4571934	11
f o rr a l a t l a n	214962	3200544	10
v a S a l a t l a n	238550	3434840	10
t a p a s t a l a t l a n	318625	7925818	13
p r oo b aa l a t l a n	231959	4073479	11
m e g m u n k aa l a t l a n	258603	7255670	14
s aa m l aa l a t l a n	205475	4018255	11
a r t i k u l aa l a t l a n	335938	9491856	14
h a s n aa l a t l a n	234725	4250029	11
k i h a s n aa l a t l a n	301251	7787578	13
k a p aa l a t l a n	198200	2896088	10
k u l t u r aa l a t l a n	300597	7611782	13
b o r o t v aa l a t l a n	321375	7848894	13
h a ll a t l a n	155100	1380034	8
t o ll a t l a n	161370	1420004	8
r o m l a t l a n	155991	1838992	9
m e gg o n d o l a t l a n	266595	6272703	13
b aa r d o l a t l a n	246576	4186714	11
C o m a g o l a t l a n	241987	5690599	12
t a g o l a t l a n	214813	3052416	10
v a k o l a t l a n	226184	3265400	10
i n d o k o l a t l a n	272295	5459157	12
m e g o k o l a t l a n	274947	5267661	12
D aa m o l a t l a n	181208	2865416	10
s aa m o l a t l a n	182158	2918520	10
v aa m o l a t l a n	178358	2706104	10
aa p o l a t l a n	180017	1937672	9
m e g v aa l a s o l a t l a n	384898	12139858	15
C i s o l a t l a n	279168	4060248	10
i g a z o l a t l a n	268997	4596936	11
D a k o r l a t l a n	266615	4850135	11
m o z d u l a t l a n	269449	4258348	11
e l f o g u l a t l a n	299335	6038685	12
D a l u l a t l a n	215028	3252616	10
t a n u l a t l a n	177486	2603608	10
j o g o S u l a t l a n	310405	6323295	12
b o ss u l a t l a n	247156	3381816	10
d ii m a t l a n	123088	1143486	8
f aa j d a l m a t l a n	235575	5251845	12
i r g a l m a t l a n	211688	3724450	11
r u g a l m a t l a n	204344	3652686	11
a l k a l m a t l a n	214625	3681845	11
t a r t a l m a t l a n	238550	5127648	12
aa r t a l m a t l a n	209675	3614563	11
b i z a l m a t l a n	235704	4064450	11
aa l m a t l a n	123050	1082224	8
a k a r a t l a n	178225	1975884	9
t a k a r a t l a n	210600	3014824	10
j aa r a t l a n	150150	1280764	8
p aa r a t l a n	150150	1280764	8
v aa r a t l a n	156750	1413124	8
S i r a t l a n	172854	1626800	8
ii r a t l a n	127050	804604	7
a l aa ii r a t l a n	193875	2696292	10
N ii r a t l a n	146454	1162885	8
k i f o rr a t l a n	245586	3464352	10
u r a t l a n	126225	792359	7
o l v a S a t l a n	260898	3576120	10
m o S a t l a n	176172	1352610	8
aa t l aa cc a t l a n	246750	3365704	10
t a g a t h a t a t l a n	305450	7659160	13
l e t a g a t h a t a t l a n	360260	12207250	15
e l a t h a t a t l a n	275850	5695092	12
m e g t aa m a t h a t a t l a n	349147	12760487	16
k i a p a t h a t a t l a n	320500	9618420	14
m a r a t h a t a t l a n	289875	6685030	13
e l m a r a t h a t a t l a n	322479	10856773	15
f aa r a t h a t a t l a n	308025	7944838	13
h e r v a t h a t a t l a n	358716	10610872	14
o l t h a t a t l a n	268555	4536795	11
m e g o l t h a t a t l a n	345157	9266278	14
m o n t h a t a t l a n	252406	4938980	12
k i m o n t h a t a t l a n	288772	8785564	14
e l m o n t h a t a t l a n	287518	8407160	14
aa t h aa g h a t a t l a n	319050	7774330	13
m e g f o g h a t a t l a n	363814	9729232	14
f e l f o g h a t a t l a n	380607	11280810	14
N u g h a t a t l a n	244644	3940030	11
k i f o T h a t a t l a n	381839	9332898	13
i h a t a t l a n	186775	2117280	9
l a k h a t a t l a n	258925	4448537	11
C a l h a t a t l a n	261425	4913525	11
aa t h i d a l h a t a t l a n	380112	12534114	15
h a l h a t a t l a n	251525	4448537	11
v i g a s t a l h a t a t l a n	435179	17245523	16
r e p r o d u k aa l h a t a t l a n	454535	22552720	18
m e g s aa m l aa l h a t a t l a n	402438	16902176	17
h a s n aa l h a t a t l a n	331150	9977920	14
e l v aa l h a t a t l a n	320099	7835638	13
aa l h a t a t l a n	221000	3014824	10
k i aa l h a t a t l a n	271750	5887720	12
e ll e n aa l h a t a t l a n	295268	8551876	14
c aa f o l h a t a t l a n	344046	8981684	13
r o m o l h a t a t l a n	278229	7023158	13
aa t h a t o l h a t a t l a n	381879	12615815	15
p oo t o l h a t a t l a n	320279	7851462	13
m uu l h a t a t l a n	240371	3825325	11
f e l y l m uu l h a t a t l a n	374648	15003928	16
v i ss a v o n h a t a t l a n	386991	13392957	15
k ee CC ee g b e v o n h a t a t l a n	475409	23966284	18
oo h a t a t l a n	186775	2117280	9
j aa r h a t a t l a n	246575	4216043	11
k i b ii r h a t a t l a n	311742	7907434	13
l e ii r h a t a t l a n	274559	5748883	12
o l v a S h a t a t l a n	362223	8796254	13
l e m o S h a t a t l a n	311559	7667906	13
m e g i n g a t h a t a t l a n	357776	13200252	16
v i t a t h a t a t l a n	320285	8198850	13
e l v i t a t h a t a t l a n	392357	12950559	15
f e l t a r t oo s t a t h a t a t l a n	579696	36434732	20
m e g b o C aa t h a t a t l a n	423617	15424577	16
l aa t h a t a t l a n	253575	4371039	11
b e l aa t h a t a t l a n	303471	7490674	13
v ee g e l aa t h a t a t l a n	366732	12696826	15
aa t l aa t h a t a t l a n	311325	7601254	13
v i ss a f o r d ii t h a t a t l a n	530228	26543718	18
l e f o r d ii t h a t a t l a n	433730	16586950	16
D oo D ii t h a t a t l a n	367950	9387170	13
h a j l ii t h a t a t l a n	343819	10114678	14
m e g aa ll ii t h a t a t l a n	352467	11163142	15
h a S o n l ii t h a t a t l a n	406599	16025507	16
O ss e h a S o n l ii t h a t a t l a n	517866	29641164	19
b e s aa m ii t h a t a t l a n	353894	11979828	15
k i s aa m ii t h a t a t l a n	367336	12630556	15
b i z o N ii t h a t a t l a n	374271	12575378	15
C i ll a p ii t h a t a t l a n	377058	13508064	15
t aa n t o r ii t h a t a t l a n	379281	14742369	16
m e g m aa S ii t h a t a t l a n	380904	14017262	16
m e g v a l oo S ii t h a t a t l a n	500282	23329318	18
j a v ii t h a t a t l a n	324330	7895530	13
h a j t h a t a t l a n	288270	6085036	12
b e h a j t h a t a t l a n	344214	9901372	14
o l t h a t a t l a n	268555	4536795	11
m e g b o n t h a t a t l a n	336180	10775866	15
t a r t h a t a t l a n	292810	6087404	12
h a l a s t h a t a t l a n	384240	11022796	14
e l v aa l a s t h a t a t l a n	452814	16935100	16
o s t h a t a t l a n	300895	5101765	11
z a b o l aa s h a t a t l a n	397392	14006502	15
m e g m a D a r aa s h a t a t l a n	443959	21159452	18
m e g b ii s h a t a t l a n	368325	9842740	14
v i ss a h o s h a t a t l a n	461819	15574725	15
h e j r e h o s h a t a t l a n	452436	17362000	16
C a l a t k o s h a t a t l a n	464142	18566836	16
u t aa n o s h a t a t l a n	339704	9704304	14
m e g h a t aa r o s h a t a t l a n	488743	22698908	18
v aa l t o s h a t a t l a n	396106	11487264	14
S i r a t a t l a n	225354	3444600	10
a v a t a t l a n	186075	2064032	9
l aa t a t l a n	156450	1346944	8
e ll aa t a t l a n	178725	1979824	9
C o r b ii t a t l a n	265784	4970604	11
k i v i l aa g ii t a t l a n	351264	10332130	14
S i m ii t a t l a n	190145	3073140	10
C i ll a p ii t a t l a n	278673	6308479	12
h aa b o r ii t a t l a n	270153	5751259	12
h a m i S ii t a t l a n	271671	5790169	12
t i s t ii t a t l a n	305970	5153300	11
m ee l t a t l a n	182689	1836700	9
o l t a t l a n	168070	1420004	8
b aa n t a t l a n	158725	1797080	9
s aa n t a t l a n	167125	2133912	9
t a p i n t a t l a n	213869	3835653	11
f e l b o n t a t l a n	258088	5683380	12
p o n t a t l a n	164269	1885968	9
aa r t a t l a n	163450	1346944	8
p aa r t a t l a n	189025	2073584	9
o s t a t l a n	194530	1665970	8
h ii v a t l a n	176904	1542235	8
k i a l v a t l a n	224300	3265400	10
oo v a t l a n	137475	886983	7
s a r v a t l a n	212325	2551840	9
f o g a z a t l a n	248251	3644922	10
d ii j a z a t l a n	230937	3282611	10
v i D aa z a t l a n	279345	3954104	10
h aa z a t l a n	186625	1603647	8
i S k o l aa z a t l a n	342221	7147475	12
m aa z a t l a n	165925	1267461	8
k o r o n aa z a t l a n	266709	5803821	12
t i s t aa z a t l a n	320860	5488630	11
v i s o n z a t l a n	288796	5196330	11
g o n d o z a t l a n	256149	4464534	11
k i d o l g o z a t l a n	356721	8888638	13
t aa j ee k o z a t l a n	306023	6316927	12
k i e D e n S uu j o z a t l a n	429465	17376413	16
h aa m o z a t l a n	205371	3009200	10
m e g a l a p o z a t l a n	327146	8902544	14
h a t aa r o z a t l a n	299747	6313195	12
m e g h a t aa r o z a t l a n	382605	12067690	15
s oo t aa r o z a t l a n	318577	7038097	12
p a ll ee r o z a t l a n	295789	6018949	12
b uu t o r o z a t l a n	310645	6326751	12
v aa l t o z a t l a n	289910	5059218	11
h i b aa t l a n	157938	1418660	8
r a k o n c aa t l a n	251390	4449104	11
a r c aa t l a n	196275	1562029	8
p ee l d aa t l a n	190790	2099890	9
g a z d aa t l a n	222125	2425394	9
f aa t l a n	110950	523008	6
p o f aa t l a n	177534	1486248	8
t e h aa t l a n	167390	1452358	8
r u h aa t l a n	165392	1417252	8
f a n t aa z i aa t l a n	265675	5885699	12
l o g i k aa t l a n	231889	3243348	10
k r i t i k aa t l a n	270169	4788849	11
m u n k aa t l a n	158627	1621120	9
h aa l aa t l a n	155100	1380034	8
z a b l aa t l a n	190750	2322756	9
z a b o l aa t l a n	215667	3283816	10
k o r l aa t l a n	198165	2268580	9
m a k u l aa t l a n	201742	2596440	10
f o r m aa t l a n	164795	2007408	9
a N aa t l a n	106575	634273	7
c i k o r N aa t l a n	248902	4617504	11
a p aa t l a n	121575	745603	7
p aa r aa t l a n	150150	1280764	8
C ii r aa t l a n	172326	1640593	8
s a p o r aa t l a n	216442	3313080	10
t i s t aa t l a n	242235	2614820	9
h a z aa t l a n	186625	1603647	8
v a l oo t l a n	169290	1488936	8
O n aa ll oo t l a n	170715	1843816	9
o r m oo t l a n	135346	1208984	8
s oo t l a n	127400	609620	6
n ii v oo t l a n	173880	1322583	8
S a r u t l a n	169620	1586142	8
D a n uu t l a n	135030	1325792	8
o j a n	38750	72854	4
m ee g o j a n	113380	645178	7
C a k o j a n	144163	1002681	7
a m o j a n	69606	307300	6
u D a n o j a n	126854	1195768	8
ee pp o j a n	107712	474708	6
s i n t o j a n	141468	1430854	8
k a m e r a m a n	107129	1394120	9
g e n t l e m a n	134292	1605928	9
b r a h m a n	101225	693415	7
v a l k m a n	113449	777775	7
S t r oo m a n	129713	891485	7
n e p m a n	58180	271648	6
S u p e r m a n	132138	1286494	8
o m b u t S m a n	170249	1804680	9
b u S m a n	95750	427804	6
h e t m a n	79520	393976	6
a p a r t m a n	122370	1053726	8
S h o v m a n	142267	993709	7
t uu l n a n	78246	384252	6
o nn a n	26250	54264	4
h o nn a n	48783	181322	5
a h o nn a n	75608	355972	6
v a l a h o nn a n	158933	1876060	9
S e h o nn a n	124707	867063	7
m i n d e n h o nn a n	163128	2798954	11
b aa r h o nn a n	140292	1177510	8
a k aa r h o nn a n	168367	1835460	9
m aa S h o nn a n	165014	1177592	8
uu j o nn a n	69402	333788	6
a m o nn a n	51596	250960	6
u D a n o nn a n	108264	1038158	8
m aa S u nn a n	105899	612949	7
C a pp a n	97375	306514	5
m e g C a pp a n	201449	1464273	8
k a pp a n	85075	251482	5
s a pp a n	95325	297342	5
b a b a s a pp a n	204525	2232416	9
m a n d u l a s a pp a n	263147	5025017	12
b o r o t v a s a pp a n	335150	6883900	12
p i p e r e s a pp a n	272747	4667835	11
D oo cc a pp a n	196845	1262095	7
k aa l i s a pp a n	228829	2545860	9
h aa z i s a pp a n	267998	2897406	9
k a r b o l s a pp a n	294513	5094057	11
s ii n s a pp a n	175272	1730247	8
n aa t r o n s a pp a n	249465	4079001	11
k aa t r aa N s a pp a n	252125	4558677	11
m o Z d oo s a pp a n	294323	3704752	10
m o S oo s a pp a n	258885	2510400	9
k e n OO s a pp a n	200903	2325056	9
t i pp a n	92865	264134	5
n aa tt i pp a n	156127	843493	7
k o pp a n	95243	274002	5
m e g k o pp a n	183133	1347305	8
r o pp a n	90487	254266	5
O ss e r o pp a n	197542	1744502	8
m e g r o pp a n	170761	1282141	8
t o pp a n	92865	264134	5
b e t o pp a n	149565	912173	7
e l OO t o pp a n	187756	1525610	8
c u pp a n	102336	315102	5
h u pp a n	90159	262742	5
l e h u pp a n	150099	935963	7
z u pp a n	100122	305582	5
t o r p a n	105012	479796	6
v i ss a t o r p a n	258744	3650856	10
m e g t o r p a n	189094	1862396	9
D a k r a n	120000	571036	6
C u rr a n	83259	277110	5
k i C u rr a n	174203	1061845	7
d u rr a n	69894	214470	5
b e d u rr a n	123138	782890	7
e l d u rr a n	130482	806010	7
s ee dd u rr a n	163827	1087451	7
S u rr a n	81477	268758	5
b e S u rr a n	155079	927983	7
l e S u rr a n	157617	954561	7
k i S u rr a n	168709	1037355	7
m a D a r m i S k aa S a n	337811	7932646	13
h a m a r o S a n	172779	1987720	9
C a p a t o S a n	216305	2636616	9
h a r S a n	132750	586768	6
m e g h a r S a n	215608	2154126	9
f e l h a r S a n	232773	2717080	9
l a S S a n	173900	675828	6
a l aa S S a n	194525	1075903	7
n g a n a s a n	127550	1104523	8
N i ss a n	87373	215662	5
C o ss a n	125537	366414	5
h o ss a n	109181	301806	5
r o ss a n	103729	280270	5
C u ss a n	118581	351926	5
s u ss a n	116043	341530	5
t a n	18375	18375	3
k o p o N a t a n	152063	1840824	9
b o n c t a n	143766	906108	7
t aa j b o n c t a n	222785	3203004	10
k oo r b o n c t a n	238509	3468696	10
e r k O l C t a n	276641	2781496	9
s oo k i n C t a n	231187	2802360	9
f O l tt a n	143982	651916	6
g a z d a S aa g t a n	304450	5253023	11
y z e m g a z d a S aa g t a n	400142	14123334	15
m e z OO g a z d a S aa g t a n	441384	14123334	15
k O z g a z d a S aa g t a n	444796	13147104	14
s i l aa r t S aa g t a n	338239	7374019	12
s O v e g t a n	205523	1853947	8
r ee g i S ee g t a n	263460	3587316	10
m e NN i S ee g t a n	216041	2707236	10
e g ee s S ee g t a n	310619	3990696	10
k O z e g ee s S ee g t a n	444111	10773334	13
h a n g t a n	110390	772282	7
b a r l a n g t a n	188315	2689416	10
h aa r o m s O g t a n	260766	4615354	11
v e T t a n	147660	628608	6
ee l e t v e T t a n	276612	3655480	10
D oo T t a n	162150	706600	6
p ee n z y T t a n	244350	2509660	9
t a l a j t a n	147700	1313198	8
a l a k t a n	134275	812401	7
l ee l e k t a n	172142	1455206	8
m u n k a l ee l e k t a n	276119	6363402	13
t O m e g l ee l e k t a n	286690	7308130	13
D e r m e k l ee l e k t a n	331010	10139620	14
n ee p l ee l e k t a n	244961	3911119	11
f e j l OO d ee S l ee l e k t a n	455933	17892501	16
n e v e l ee S l ee l e k t a n	407123	12899259	15
aa ll a t l ee l e k t a n	281702	5699828	12
N e l v l ee l e k t a n	302822	5782466	12
m ee j l ee l e k t a n	243287	3832489	11
o k l e v ee l t a n	244740	3402216	10
k r i S t aa j t a n	268968	3796200	10
s aa m t a n	73950	440968	6
b e t yy s aa m t a n	219960	3042216	10
j e ll e m t a n	121562	1115170	8
i ll e m t a n	95723	674865	7
ee r e m t a n	93941	653735	7
y z e m t a n	115055	830038	7
a l k o t m aa N t a n	204499	3466215	11
j aa r v aa N t a n	165525	1878328	9
aa S v aa N t a n	167250	1419622	8
f ee N t a n	79842	436972	6
OO S l ee N t a n	165264	1466352	8
f y g v ee N t a n	198830	2323624	9
n O v ee N t a n	136740	1137452	8
s oo t a n	91455	291038	5
h OO t a n	85645	256462	5
t e r e p t a n	157658	1385586	8
g ee p t a n	103253	470782	6
s ee p t a n	114134	570492	6
t a r t a n	105000	477060	6
r o v a r t a n	173898	1488936	8
m a d aa r t a n	141575	1096473	8
s oo t aa r t a n	178080	1665970	8
e m b e r t a n	137862	1115170	8
Z i g e r t a n	181693	1688975	8
c ii m e r t a n	135264	1386460	8
r e n cc e r t a n	196371	2230856	9
n O v ee N r e n cc e r t a n	313938	8994532	14
aa ll a t r e n cc e r t a n	305931	7550534	13
m oo cc e r t a n	187460	1419910	8
D oo cc e r t a n	224406	1947840	8
m ee r t a n	95364	368480	6
s O g m ee r t a n	182370	2258738	9
S ii k m ee r t a n	182721	2255012	9
t ee r m ee r t a n	160407	1881900	9
t e S t m ee r t a n	233404	3297160	10
k oo r t a n	116154	528480	6
e l m e k oo r t a n	197964	2770696	10
l ee g k O r t a n	224164	2398726	9
yy r t a n	83055	237878	5
v a ll aa S t a n	192200	1658530	8
aa r a m l aa S t a n	207050	2796760	10
i d OO j aa r aa S t a n	272865	4635514	11
N e l v j aa r aa S t a n	309182	5941262	12
s aa r m a z aa S t a n	275400	5064070	11
f e j l OO d ee S t a n	303952	5329410	11
f O l d r e n g ee S t a n	348373	8792367	13
n e v e l ee S t a n	255142	3231880	10
e r d OO m yy v e l ee S t a n	363573	10349326	14
O r O k l ee S t a n	286174	3874112	10
r e p y l ee S t a n	258694	3520312	10
f O l d m ee r ee S t a n	302263	6498735	12
e m b e r m ee r ee S t a n	280063	6540818	13
j e l e n t ee S t a n	258409	4340087	11
m o S t a n	133102	474464	6
o r v o S t a n	235008	1833290	8
aa ll a t o r v o S t a n	343378	6678528	12
v e r S t a n	190411	1155295	7
C a tt a n	102125	316822	5
b e C a tt a n	176213	1051465	7
m e g C a tt a n	206199	1497935	8
k i C a tt a n	190227	1172445	7
e l C a tt a n	186209	1080895	7
f e l C a tt a n	222740	1941280	8
s ee t C a tt a n	235720	2114480	8
m o n d a tt a n	136127	1081881	8
k a tt a n	89225	260086	5
b e k a tt a n	145169	905341	7
ee g h a j l a tt a n	230166	3223736	10
s oo n o k l a tt a n	219676	3486840	10
aa ll a tt a n	105550	453424	6
p a tt a n	82775	231718	5
v i ss a p a tt a n	225807	2594020	9
r aa p a tt a n	127725	830539	7
l e p a tt a n	131321	856633	7
m e g p a tt a n	155025	1211285	8
k i p a tt a n	138513	932595	7
e l p a tt a n	135971	856633	7
f e l p a tt a n	172502	1588606	8
e l OO p a tt a n	166134	1410076	8
s ee t p a tt a n	183610	1736246	8
f e l i r a tt a n	202801	2401744	9
O s h a n g z a tt a n	305503	5407732	11
ee l e tt a n	113970	487872	6
k oo r ee l e tt a n	204621	2358400	9
yy r ee l e tt a n	170994	1484368	8
aa ll a t ee l e tt a n	218280	3005128	10
e S e tt a n	140430	600404	6
b O l C ee s e tt a n	328110	4360536	10
t e r m ee s e tt a n	229584	3282184	10
k O l t ee s e tt a n	289686	4080104	10
s O v e tt a n	186345	1242865	7
k oo r s O v e tt a n	314814	4310480	10
k OO z e tt a n	196270	1198102	7
h i tt a n	99889	283270	5
S e j t a n	114134	570492	6
C o n t a n	87906	507360	6
o tt a n	53750	95162	4
e r OO m yy t a n	131432	1177270	8
v ii z m yy t a n	167913	1535322	8
t ee f t a n	131740	559472	6
N e l f t a n	156847	828979	7
f e l f o r T a n	255351	2897348	9
k o TT a n	104535	292538	5
m e g k o TT a n	192425	1409989	8
l o TT a n	99315	271602	5
k i l o TT a n	162477	1042575	7
p o TT a n	96705	261134	5
l e p o TT a n	148599	932915	7
b e l e p o TT a n	200277	2206012	9
k i p o TT a n	156039	1014121	7
s o TT a n	117585	344878	5
t o TT a n	101925	282070	5
l e t o TT a n	160515	986215	7
S u TT a n	111105	331134	5
d o NN u a n	65499	351866	6
j y a n	40300	76756	4
v a n	20475	20475	3
o d a v a n	102650	466882	6
h aa t r a v a n	167150	1483240	8
N o l c v a n	195084	983448	7
l e v a n	81549	235350	5
m e g v a n	106869	399982	6
k i v a n	90597	264734	5
e l v a n	87399	235350	5
h a t v a n	121100	540868	6
j oo z a n	98854	265318	5
s ii NN oo z a n	130202	987850	7
S a n Z a n	98700	549132	6
b aa n	16275	16275	3
h a b aa n	64325	208462	5
m e g b aa n	88525	349726	6
a l b aa n	67425	192958	5
r a b o n b aa n	118358	1089904	8
C o b aa n	82801	277870	5
i n t e r u r b aa n	195276	2666472	10
t u r b aa n	100656	463112	6
f aa c aa n	104400	301928	5
b a l f aa c aa n	197625	1633801	8
e z y S t f aa c aa n	364239	4840332	10
p u r z i C aa n	239245	1878829	8
o l o C aa n	135896	568092	6
