word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
k u l t uu r C e r e	281556	4180640	10
l a k aa S C e r e	284597	3128512	9
t a p a s t a l a t C e r e	400446	12099112	14
k a p u C e r e	194050	1794208	8
aa r u C e r e	169371	1070337	7
b e t yy C e r e	220484	1887244	8
n ee f C e r e	199449	1117989	7
g aa s C e r e	227422	1397818	7
t e r e f e r e	182250	1691634	8
D e r e	64152	137052	4
h e r e	57024	116964	4
k ee k h e r e	167913	1150165	7
m e ll ee k h e r e	204903	2164852	9
l oo h e r e	121404	590892	6
f e h ee r h e r e	223857	2755244	9
b ii b o r h e r e	207147	2413192	9
f y v e S h e r e	282633	3350976	9
k o n d o tt i e r e	226071	3499104	10
n e m e r e	65610	331740	6
N e N e r e	69984	346248	6
p i p e r e	103820	520460	6
k e T e r e	141912	680184	6
s e r e n C ee r e	207927	2758044	9
e ll e n ee r e	100845	749439	7
r ee s ee r e	142074	657468	6
l ee t ee r e	111942	554004	6
v ee g t ee r e	155304	1105578	7
s ee l t ee r e	159489	1201053	7
c e f r e	126198	418752	5
s i l v a c e f r e	319875	5012828	10
v ee g r e	96390	322722	5
a v ee g r e	122715	577422	6
e v ee g r e	124821	597798	6
e l v ee g r e	165888	1076562	7
u t oo v ee g r e	193917	1716115	8
b O g r e	97750	302350	5
e D r e	80190	137052	4
m i n d e D r e	173055	1378967	8
t ee l i r e	114444	573168	6
m i r e	44022	75828	4
a m i r e	57797	183878	5
t O b N i r e	118631	895635	7
m e NN i r e	73152	344520	6
v a l a m e NN i r e	154452	2542648	10
b aa r m e NN i r e	131331	1675780	9
a k aa r m e NN i r e	159406	2492056	10
e m p i r e	88490	416900	6
C a b a ii r e	127098	1025800	7
t O n k r e	105480	566096	6
O r O k r e	140382	651904	6
m i n d O r O k r e	229575	3045540	10
f ee l r e	95337	327582	5
h e j r e	86211	294594	5
s e m r e	57969	267474	5
s ee D e n s e m r e	226692	3804520	10
m o r e	44022	75828	4
C OO r e	77748	162420	4
d OO r e	62403	121155	4
l OO r e	61380	118404	4
e l OO r e	89001	273762	5
e D e l OO r e	161901	1112571	7
p OO r e	59334	112902	4
S OO r e	75702	156918	4
e T k e tt OO r e	240468	2116054	8
j O v OO r e	142476	650440	6
k O z ee p r e	185008	1252822	7
u p r e	55242	101898	4
e rr e	24057	24057	3
m e rr e	40986	71766	4
a m e rr e	53811	175866	5
v a l a m e rr e	122286	1273396	8
e m e rr e	54837	184194	5
S e m e rr e	78948	514416	6
b aa r m e rr e	99165	745975	7
a k aa r m e rr e	127240	1242922	8
e cc e rr e	103437	329994	5
m i n d e n e S e t r e	253839	5227661	12
y p t r e	100625	307922	5
m o n S t r e	160209	919175	7
k O z r e	140806	410836	5
S e	0	0	2
S o h a S e	152456	847928	6
k e S e	81216	155142	4
m e S e	58374	96336	4
d a j k a m e S e	172474	2262386	9
g oo j a m e S e	138965	1452191	8
r e m e S e	89154	514416	6
C a l i m e S e	155784	1760800	8
D e r m e k m e S e	189270	3403528	10
r ee mm e S e	89154	514416	6
t a n m e S e	97497	790977	7
n ee p m e S e	107757	770207	7
t y n d ee r m e S e	186723	3204952	10
v aa n d o r m e S e	185055	3196444	10
aa ll a t m e S e	142454	1430134	8
v e S e	83754	161676	4
m e ll ee k v e S e	235629	2550008	9
e l OO v e S e	183915	1230183	7
v aa n d o r v e S e	247395	3898284	10
m yy v e S e	139368	604436	6
i S t e n v e r ee S e	291137	5629145	11
m ee g S e	103734	272660	5
e T S e	114210	181278	4
f r a n h i S e	180340	1870844	8
m i S e	62698	101686	4
n a D m i S e	132493	930753	7
uu j m i S e	95682	515376	6
a r a N m i S e	122194	1218970	8
k i S m i S e	164923	1268503	7
D aa s m i S e	163795	1321715	7
n aa s m i S e	135595	953771	7
s e n t m i S e	142442	1675556	8
e m S e	48222	96336	4
i p S e	81592	142666	4
n e s e	60912	102870	4
m e d r e s e	154170	965834	7
C ee s e	96444	194346	4
C a p aa T C ee s e	303329	3833676	9
p o r c e l aa n C ee s e	350691	7800967	12
i v oo C ee s e	223029	1489547	7
k O p OO C ee s e	249894	2347488	8
t e aa S C ee s e	271550	2423780	8
m o kk aa S C ee s e	306887	3215364	9
f e k e t ee S C ee s e	393633	7276657	11
k aa v ee S C ee s e	332697	3856672	9
k i s e	87232	163156	4
p i s e	79054	142666	4
f e j s e	112995	397858	5
aa C f e j s e	217463	1483723	7
v e j s e	111321	385062	5
p O s e	84506	149792	4
v e p s e	111321	385062	5
p e r s e	111375	346674	5
m e ss e	58374	96336	4
O ss e	39339	39339	3
m i n d O ss e	143288	880930	7
t e	0	0	2
k a r a t e	103650	549652	6
S e c u r i t a t e	277631	4350512	10
h oo f e tt e	155044	768360	6
k O z e l e tt e	225967	2137639	8
f e k e t e	128412	663916	6
s u r o k f e k e t e	316489	6060205	11
k o r o m f e k e t e	253381	4860687	11
ee b e n f e k e t e	215082	3201672	10
s ee n f e k e t e	201555	2718992	9
h o ll oo f e k e t e	262914	3976408	10
b o g aa r f e k e t e	282034	5099622	11
k ee k e S f e k e t e	343359	6155271	11
k ee n e S f e k e t e	295407	5365463	11
m e S k e t e	178497	1033395	7
k e ll e t e	113724	589404	6
C e m e t e	82458	545720	6
f a C e m e t e	165758	1647826	8
m a g C e m e t e	185240	2004132	9
p e m e t e	73224	415652	6
r e m e t e	74250	430104	6
p e t e	54810	106704	4
S e t e	69930	148608	4
h o D l ee t e	188145	1270189	7
h o ll ee t e	117948	609544	6
m i b e n l ee t e	153053	1757856	9
k O s m ee t e	149173	1093879	7
p O s m ee t e	140431	1008733	7
i m p l i c i t e	228614	2478088	9
e k s p l i c i t e	341039	4770604	10
p i t e	58870	112438	4
f e k t e	110889	364810	5
d i r e k t e	161274	1108698	7
k e l t e	95337	317514	5
f e l k e l t e	197802	1903924	8
n a p f e l k e l t e	280169	4697419	11
n a p k e l t e	171256	1419388	8
l e t e l t e	150255	1035849	7
e l t e l t e	155925	1035849	7
f ee l t e	98901	339738	5
h o l tt O l t e	231528	2088028	8
d OO l t e	101772	325730	5
y l t e	66990	123906	4
e l y l t e	128370	592332	6
s y l t e	115071	402898	5
a N a s y l t e	189296	1547716	8
e l k ee s y l t e	267297	2981544	9
a n d a n t e	91770	665242	7
r ee g e n t e	114048	855090	7
ee j e n t e	79866	432888	6
r e gg e l e n t e	167832	2102394	9
t e l e n t e	113643	867069	7
m e n t e	50463	165786	5
l e m e n t e	81243	675405	7
n a p l e m e n t e	150714	2231512	10
t e n t e	59535	237594	5
h e t e n t e	120015	916081	7
l e v e n t e	124983	914985	7
ee v e n t e	90234	492552	6
m e g t O r t ee n t e	248792	4172706	11
e l e i n t e	107499	795195	7
s e r i n t e	128973	1040495	7
s i n t e	69783	303746	5
OO s i n t e	112036	611204	6
k O l O n t e	133677	1000747	7
s yy n t e	73227	316042	5
m e g s yy n t e	183353	1482121	8
l e t yy n t e	125895	919561	7
f OO t e	73780	146842	4
g OO t e	66185	126773	4
g e N OO t e	88935	488174	6
C e p OO t e	129890	719224	6
m o h l e p t e	174974	1454326	8
d ee r l e p t e	175311	1640687	8
p o r l e p t e	176862	1622766	8
l ee p t e	86211	284178	5
f e ll ee p t e	146799	1088533	7
d ee r C ii p t e	221436	1977814	8
r O p t e	94643	307922	5
aa p e r t e	110916	517628	6
s e r t e	104247	373074	5
u cc a s e r t e	226622	2091126	8
v i l aa g s e r t e	276641	4222868	10
o r s aa g s e r t e	311047	4520500	10
e z e r s e r t e	262521	3114904	9
v aa r o ss e r t e	242127	2914412	9
k ee cc e r t e	190701	1293191	7
f a l u s e r t e	236487	2908964	9
r a D a v e r t e	232569	2739428	9
aa t o k v e r t e	240857	2701508	9
a s aa j v e r t e	225787	2733520	9
i S t e n v e r t e	253310	3869096	10
e S OO v e r t e	225924	2024578	8
ee r t e	62370	111942	4
v i ss a t ee r t e	245537	2974088	9
f o r t e	103917	353510	5
m e zz o f o r t e	255193	2662836	9
C O r t e	117117	414770	5
k O r t e	104841	343538	5
v a t k O r t e	211486	1950910	8
v a j k O r t e	199298	1862890	8
k aa l m aa n k O r t e	220203	4124573	11
v i ll a N k O r t e	226926	3540040	10
d o b oo k O r t e	228004	2686284	9
C aa s aa r k O r t e	298942	4715752	10
k o r m o S k O r t e	306853	5568063	11
b i r S k O r t e	290783	3173988	9
m ee s k O r t e	229814	1789288	8
S O r t e	115071	402898	5
e S t e	88830	148608	4
b e S t e	128169	359470	5
e l e S t e	154764	677904	6
k a r aa C o N e S t e	288863	5427981	11
e l OO e S t e	183411	1169347	7
s e n t e S t e	199584	1994450	8
n ee v e S t e	188865	1094199	7
v e s t e	138321	413886	5
j O s t e	140577	388422	5
v ee g e tt e	131409	692058	6
t e r i n g e tt e	187926	2388126	9
c o u h e tt e	167832	1337492	7
f e l e tt e	130248	701076	6
m e ll e tt e	110646	486312	6
h e j e tt e	120906	641512	6
m o j e tt e	108692	487240	6
i m e tt e	68283	231242	5
k O z e p e tt e	219703	2089477	8
s e r e tt e	135594	759648	6
t e r e m t e tt e	180063	2303892	9
s uu e tt e	96957	380214	5
s e tt e v e tt e	236250	2344136	8
m O g O tt e	134013	567010	6
j O tt e	77314	139252	4
k O z b e j O tt e	264678	3194414	9
l ee t r e j O tt e	224437	2700976	9
f e jj O tt e	137578	724792	6
k O r y l O tt e	215016	2042482	8
k O r O tt e	149544	752764	6
n a p S y t O tt e	265143	2777752	9
e l OO tt e	107601	325842	5
m i n e k e l OO tt e	216534	2996440	10
a p s o l uu t e	206196	1760630	8
v ee g e s t e	192564	1313002	7
b e f e j e s t e	249291	2852156	9
k O s t e	149319	431850	5
e T e p e T e	163539	1190781	7
k oo T a v e T e	231300	2200970	8
S e k r e S T e	268974	2605210	8
r e k e TT e	137700	680184	6
f o n d u e	89739	517162	6
aa v e	26325	26325	3
m e d v e	89046	238764	5
p a n d a m e d v e	169996	2651582	10
m a C k a m e d v e	233371	3175748	10
b a r n a m e d v e	172071	2624404	10
m o S oo m e d v e	195244	2200956	9
v ee r m e d v e	157653	1577829	8
j e g e S m e d v e	233658	3577252	10
e l e v e	87237	281394	5
t e v e	65286	127656	4
C ee v e	80028	167346	4
v e t y l ee k C ee v e	340473	6256837	11
l e n g OO C ee v e	232810	2693218	9
v e t ee l OO C ee v e	292344	4408280	10
k ee v e	67392	133326	4
b uu z a k ee v e	204469	1862707	8
f ee N k ee v e	132597	1044687	7
p a p k ee v e	151061	1029793	7
S u g aa r k ee v e	225030	2940538	9
b e t ee v e	120096	588012	6
f e l t ee v e	164187	1208205	7
k a l a p l e v ee v e	262599	4961749	11
k i v ee v e	141882	707124	6
e D y t v ee v e	235158	2119926	8
p aa r t h ii v e	203333	1796875	8
n e g a t ii v e	164182	1415830	8
r e l a t ii v e	172757	1633019	8
p o z i t ii v e	222854	1982826	8
i n k l u z ii v e	236619	2672395	9
t e l v e	100683	328626	5
k e d f t e l v e	259822	3084486	9
D e p yy e l v e	186678	1894284	8
t O m v e	63593	264494	5
m a n g r o v e	151785	1252039	8
O r O m r e p e S v e	276057	5018059	11
s ii v r e p e S v e	310650	4848636	10
i ll e t v e	130734	627732	6
v aa l v e t v e	209664	1987824	8
k O z v e t v e	267379	2395201	8
e l v ee t v e	180063	1178883	7
r a n g r e j t v e	225117	3372580	10
k a r O l t v e	207564	1906900	8
b ee r m e n t v e	157617	1968536	9
t e k i n t v e	173304	1683746	8
k O r t v e	155556	756860	6
a j g b i DD e s t v e	367810	6198966	11
s e m l e S y t v e	269350	4293728	10
n ee z v e	122958	308214	5
k a m i k a z e	152162	1560341	8
g e z e	75762	142776	4
j o p k e z e	171589	1187350	7
C o z e	101384	200609	4
m o r z e	103191	274640	5
b O r z e	119757	369214	5
O t l e d b O r z e	278173	4201344	10
Z e Z e	93906	187812	4
d oo Z e	83143	152911	4
r OO Z e	87420	156918	4
b ee	0	0	2
aa b ee	20925	20925	3
k aa b ee	49600	105544	4
k a r a l aa b ee	145500	1424452	8
k a p u z aa b ee	175727	1655453	8
a bb ee	27675	27675	3
t O bb ee	78802	146842	4
g oo b ee	54839	109919	4
k e v ee Z b ee	195561	1294835	7
aa b ee c ee	96093	300018	5
m o r z e aa b ee c ee	251259	3552910	10
u jj aa b ee c ee	141043	1001128	7
t ee b ee c ee	127062	665574	6
v ee c ee	85536	164511	4
p ee v ee c ee	146610	705870	6
t ee e s C ee	184140	845488	6
d aa d ee	51850	106012	4
s a f a l aa d ee	179250	1810985	8
C o k o l aa d ee	194028	1950911	8
t e j C o k o l aa d ee	308387	5529714	11
f OO z OO C o k o l aa d ee	410625	8797624	12
ee t C o k o l aa d ee	290068	4063104	10
C a l a m aa d ee	127700	1405541	8
p o m aa d ee	69956	408382	6
l i m o n aa d ee	101758	1101529	8
S p aa d ee	85725	338806	5
m a S k a r aa d ee	211425	2259818	9
p a r aa d ee	97200	491530	6
p u c p a r aa d ee	214752	2513701	9
v a k p a r aa d ee	190625	2397350	9
m a j o m p a r aa d ee	183287	3248662	11
s t aa r p a r aa d ee	218350	3699940	10
c ee d ee	68850	147906	4
b i d ee	57188	109919	4
b oo d ee	57188	109919	4
f a b oo d ee	111438	595426	6
d e s k a b oo d ee	241912	2798851	9
f ee g b oo d ee	153850	1119910	7
OO r b oo d ee	118568	584230	6
uu j S aa g o Z b oo d ee	328400	5749580	11
m u t a t v aa N o Z b oo d ee	346472	9912738	14
s oo d ee	72964	152911	4
k o r d ee	98241	324602	5
p u r d ee	88209	278970	5
b y QQ ee	88102	155062	4
a u t o d a f ee	172715	1548783	8
p a r f ee	95931	302462	5
b y f ee	73718	133982	4
h i d e g b y f ee	229166	2819875	9
t e j b y f ee	158751	1120399	7
m o z g oo b y f ee	248211	2669127	9
aa ll oo b y f ee	155179	1030525	7
D o r Z b y f ee	255010	2461772	8
ee k aa g ee	79375	265216	5
e l ee gg ee	79137	257094	5
m O g ee	48484	81829	4
a m O g ee	63209	195754	5
e m O g ee	64387	204868	5
S u r D ee	122067	439074	5
h ee	0	0	2
p s i h ee	121655	387162	5
s i n e g d o h ee	194533	2618733	9
b a l h ee	89067	282358	5
m yy b a l h ee	131351	838375	7
o h ee	28971	28971	3
C u h ee	75924	160596	4
k u k o r i c a C u h ee	377631	8336563	12
z u h ee	72927	152415	4
k i ee	28971	28971	3
r e k a m i ee	104169	766153	7
S a r o k r e k a m i ee	270654	6255240	12
p i ee	24273	24273	3
k r u p i ee	109134	572240	6
k o n f e r a n s i ee	236979	4653343	11
d o ss i ee	122670	353504	5
j ee	0	0	2
o jj ee	24273	24273	3
u jj ee	22599	22599	3
s a k ee	68450	147128	4
k o mm y n i k ee	120220	1304846	8
p i k ee	62234	117476	4
O r O kk ee	100533	319066	5
m i n d O r O kk ee	189726	2043396	9
o k ee	28971	28971	3
Z o k ee	79402	163156	4
b u k ee	57942	111510	4
l ee	0	0	2
b u n d a l ee	105030	782890	7
t r aa D a l ee	153525	1107983	7
S o n k a l ee	123381	1037355	7
u b o r k a l ee	172674	1540042	8
h u r k a l ee	149259	1060243	7
t ee s t a l ee	181105	1198349	7
k aa p o s t a l ee	233383	2737980	9
s i l v a l ee	168927	1262461	7
C aa l ee	62700	139434	4
i n i c i aa l ee	168261	1491833	8
f i aa l ee	75925	290710	5
f i l i aa l ee	137115	1029905	7
m aa l ee	37950	67704	4
k u k o r i c a m aa l ee	282457	6301927	12
C ii r a m aa l ee	133876	1444567	8
f i n aa l ee	79794	490840	6
n a c i o n aa l ee	172854	1926762	9
i n t e r n a c i o n aa l ee	281235	8570182	14
p O n aa l ee	76056	433264	6
c e n t r aa l ee	149691	1644813	8
p a u S aa l ee	145425	987499	7
p o r t aa l ee	143187	980145	7
r i t u aa l ee	129075	925093	7
S p i r i t u aa l ee	228748	3743056	10
d u b l ee	83700	278970	5
p aa c l ee	119568	337644	5
D y m O l C l ee	211348	2041852	8
n a r a n C l ee	158616	1351330	8
h a n d l ee	91131	502330	6
e l ee	24057	24057	3
f e l ee	60588	127008	4
o d a f e l ee	147763	1014330	7
a rr a f e l ee	142713	943307	7
h aa t r a f e l ee	212213	2582896	9
v i ss a f e l ee	223670	2061116	8
h a z a f e l ee	206713	1901413	8
a l aa f e l ee	142713	943307	7
t O p f e l ee	167941	1150977	7
e f e l ee	90477	291114	5
b e f e l ee	124794	586668	6
i d e f e l ee	154737	1044586	7
l e f e l ee	127008	605736	6
e l OO r e f e l ee	216009	2483604	9
e rr e f e l ee	151065	1001259	7
m e rr e f e l ee	167994	1376034	8
e S t e f e l ee	218052	1972880	8
e T f e l ee	160218	720144	6
k i f e l ee	136684	665500	6
S o k f e l ee	195971	1398653	7
e l f e l ee	133650	605736	6
f e l f e l ee	170181	1206345	7
m i n d e n f e l ee	177915	2560452	10
m aa S f e l ee	183117	1027935	7
k ee t f e l ee	173043	1178287	7
s aa s f e l ee	216017	1489067	7
e dd i g e l ee	157040	1070642	7
r e l ee	53460	106920	4
f ee N r e l ee	114129	913365	7
Z e l ee	65934	142074	4
h a j Z e l ee	170373	1166047	7
p o f l ee	112627	328390	5
s u f l ee	125091	412674	5
m e D l ee	103275	259146	5
f i l ee	65076	133710	4
S y ll OO f i l ee	223672	2169872	8
n a r g i l ee	136290	830810	7
b u k l ee	96903	294594	5
a ll ee	22275	22275	3
h a ll ee	52800	110742	4
m e ll ee	40986	71766	4
p a r a d i C o m l ee	250534	4541774	11
c i t r o m l ee	169005	1726673	8
m ee s k ee n l ee	176418	1424342	8
n i k o t i n l ee	180763	2023424	9
d o h aa N l ee	118768	878170	7
n i m o l ee	71572	357700	6
d i a s t o l ee	206889	1869079	8
b oo l ee	55506	107400	4
b a g oo l ee	109377	527410	6
h oo l ee	61248	123186	4
S oo l ee	70818	149496	4
m o S o g a t oo l ee	250875	3412572	10
i v oo l ee	95961	305406	5
f O l ee	69564	140412	4
s OO l OO l ee	141174	747884	6
e S OO l ee	115041	346674	5
C e r z OO l ee	206382	1478806	7
p a r a p l ee	124971	873553	7
k o m p l ee	84526	493600	6
s O r p l ee	141174	747884	6
k u p l ee	86211	294594	5
p u r p a r l ee	163020	1505488	8
C e r l ee	102465	370638	5
k a s aa S l ee	208727	1380949	7
h uu S l ee	130707	386274	5
h a l aa s l ee	170577	1164019	7
p e r m e t l ee	141804	1349552	8
C o n t l ee	106596	647740	6
l a m ee	28500	67704	4
e m p r i m ee	98067	633937	7
r e n o m ee	61602	344520	6
r e z y m ee	122485	543550	6
n ee	0	0	2
s a k aa C n ee	165433	1195087	7
p a p s a k aa C n ee	262308	3755000	10
v i c ee n ee	134397	615330	6
h i g i ee n ee	123450	854586	7
m e n t aa l h i g i ee n ee	267252	6219126	13
g r oo f n ee	119991	571930	6
h e r c e g n ee	201123	1747434	8
k o m b i n ee	89871	718285	7
d i n ee	37149	83049	4
p r a l i n ee	113265	795695	7
k o i n ee	65221	228358	5
S p i n ee	77575	281434	5
m a t i n ee	79758	342984	6
k i r aa j n ee	118761	841435	7
a N a k i r aa j n ee	178136	2442552	10
b aa r oo n ee	86040	418340	6
p a p n ee	57877	193882	5
c aa r n ee	75636	272934	5
C a p l aa r n ee	152386	1543180	8
C aa s aa r n ee	161761	1133875	7
h aa z m e S t e r n ee	269546	4926086	11
S oo g o r n ee	146282	1056602	7
d o k t o r n ee	183895	1591037	8
t u r n ee	68607	228618	5
C a p l aa r o S n ee	240526	3835640	10
k o C m aa r o S n ee	242702	3672024	10
a l o ee	49764	91614	4
e v o ee	61074	110646	4
k a n a p ee	69750	415012	6
C u r a p ee	112434	631840	6
k aa p ee	49600	105544	4
k oo p ee	57536	117476	4
k u p ee	53568	111510	4
s u p ee	61938	135540	4
k a b a r ee	95900	515308	6
r aa d i oo k a b a r ee	235136	4351778	11
d i a r ee	70850	256718	5
m o a r ee	59975	183878	5
s e p a r ee	108114	615524	6
h a c a c aa r ee	223875	2037136	8
C i r i C aa r ee	219764	2186698	8
g i r i g aa r ee	167804	1581148	8
z u h aa r ee	123729	666394	6
i n t e r k a l aa r ee	236487	4222435	11
o k u l aa r ee	133713	950267	7
f o r m u l aa r ee	163053	2160912	9
S k a p u l aa r ee	192471	2624044	9
o r d i n aa r ee	140607	1335903	8
i h a j n aa r ee	127650	1280860	8
p i m p i m p aa r ee	147980	2443832	10
h a pp aa r ee	119650	601168	6
o r d r ee	99858	301974	5
p e d i g r ee	151436	1009702	7
k o n g r ee	97095	538970	6
m a j r ee	67921	191890	5
s a j r ee	89621	332618	5
C oo r ee	72732	154758	4
g oo r ee	58377	115293	4
k u k o r i c a g oo r ee	333659	7367082	12
l oo r ee	57420	112662	4
p oo r ee	55506	107400	4
k O r ee	65472	129408	4
e k O r ee	96441	294594	5
g aa ss p r ee	152077	688870	6
t r ee	31185	31185	3
p o r t r ee	132462	612520	6
O n p o r t r ee	171522	1499568	8
p y r ee	59334	112902	4
a l m a p y r ee	129434	1215040	8
b u r g o N a p y r ee	226018	4118070	11
g e s t e N e p y r ee	269988	4810978	11
k r u m p l i p y r ee	231773	4465641	11
p a r a d i C o m p y r ee	310096	7988726	13
b o r S oo p y r ee	249081	2809620	9
l i v r ee	109395	329814	5
f a S ee	79900	159604	4
h a S ee	75200	147128	4
p a p ii r m a S ee	161650	2120126	9
a tt a S ee	109125	350242	5
S a j t oo a tt a S ee	260690	4373240	10
k l i S ee	117189	401614	5
k u l t uu r a tt a S S ee	376540	8396226	12
k e v ee S S ee	236169	1569475	7
k i S S ee	174135	502778	5
g l a s ee	98550	351776	5
m a t l a s ee	144875	921751	7
p l i s ee	111447	360730	5
p a ss ee	68150	128414	4
S a ss ee	86950	178318	4
e ss ee	34263	34263	3
t ee	0	0	2
C e t e p a t ee	172790	1794952	8
C aa t ee	66500	145880	4
k aa t ee	56000	115940	4
k i S k aa t ee	200337	1329753	7
r o r aa t ee	108006	553492	6
v a r i e t ee	134859	1002307	7
k e tt ee	74304	144234	4
h a b i t y ee	143375	1005899	7
a g aa v ee	80725	263152	5
k aa v ee	62400	126336	4
aa r p a k aa v ee	165350	1530010	8
m a l aa t a k aa v ee	204950	2882312	10
b a p k aa v ee	143775	999859	7
f e k e t e k aa v ee	250752	3962968	10
k r ee m k aa v ee	148852	1556644	8
p r e ss oo k aa v ee	245955	2912596	9
e s p r e ss oo k aa v ee	333375	6134175	11
g ee p k aa v ee	150502	1072786	7
j e g e S k aa v ee	249218	2880436	9
t e j e S k aa v ee	244061	2909800	9
n e s k aa v ee	179477	1090979	7
p oo t k aa v ee	163795	1118323	7
k o n k l aa v ee	159732	1640656	8
t ee v ee	65286	127656	4
i S k o l a t ee v ee	277982	4180192	10
Z e p t ee v ee	163215	1262509	7
k aa b e l t ee v ee	204877	2534488	9
a j v ee	62868	110118	4
l oo v ee	67860	128448	4
O v ee	32643	32643	3
uu v ee	28431	28431	3
e D e b y v ee	166539	1170363	7
e D y v ee	124713	373626	5
m i n d e n y v ee	146442	1724362	9
i z ee	36018	36018	3
e k s p o z ee	220487	1443862	7
r o z ee	80040	146865	4
k O z ee	91264	168187	4
QQ O r z ee	138171	494080	5
r e k u z ee	139428	689262	6
e zz ee	34263	34263	3
Z ee	0	0	2
d r a Z ee	98550	351776	5
p ee Z ee	73602	135540	4
n e g l i Z ee	163890	1026586	7
s y Z ee	107818	206800	4
k e n a f	56679	262742	5
p i l aa f	87417	315006	5
r aa f	33825	33825	3
s e r aa f	97977	396478	5
g r aa f	61875	142727	4
t e l e g r aa f	177705	1795035	8
k a r d i o g r aa f	242714	3902508	10
e l e k t r o k a r d i o g r aa f	473167	21837769	17
o s c i ll o g r aa f	331488	4979510	10
k i m o g r aa f	149513	1616799	8
k o m p u t e r t o m o g r aa f	352457	15290283	16
s e i z m o g r aa f	236658	4213002	10
f a r i n o g r aa f	210627	3560412	10
f o n o g r aa f	157749	1737721	8
p o r n o g r aa f	184980	2394702	9
p a n t o g r aa f	184888	2338152	9
a u t o g r aa f	179953	1668105	8
Z i r aa f	102729	412190	5
h a j r aa f	113650	642232	6
S t r aa f	116985	459326	5
r e l i e f	113184	626340	6
h a l e f	89331	337718	5
S ee f	52029	52029	3
s ee f	52029	52029	3
p a ff	30225	30225	3
S n e ff	48762	136746	4
t r e ff	65934	147834	4
s k i ff	92278	213256	4
S e r i ff	105039	415242	5
g r i ff	69861	152073	4
b l O ff	71610	148986	4
p O ff	37479	37479	3
m u ff	20007	20007	3
p u ff	32643	32643	3
p y ff	37479	37479	3
h i e r o g l i f	217500	2850526	9
a p o k r i f	165793	1148385	7
a p e r i t i f	178930	1692370	8
h a l f	64350	152336	4
c e n t e r h a l f	225933	4119576	10
g u e l f	85374	333660	5
g o l f	71775	158203	4
m i n i g o l f	150307	1388803	8
d O j f	72075	158503	4
p i m f	39672	100680	4
t r o m f	74269	296678	5
p o f	36859	36859	3
p r o f	68904	147706	4
l i h t h oo f	202427	1418185	7
c e r k oo f	155137	898390	6
k u g l oo f	136035	743130	6
g r oo f	71775	158203	4
v aa r g r oo f	169026	1292394	7
OO r g r oo f	143583	746418	6
S r oo f	84216	203690	4
a p o s t r oo f	239450	2117030	8
d O f	43214	43214	3
v i ss a d O f	196746	1488618	7
l e d O f	101966	360800	5
b e l e d O f	153644	1136002	7
m e g d O f	127704	578338	6
k e r e s t y l d O f	342894	6537138	11
aa dd O f	87978	163828	4
r OO f	41943	41943	3
c o p f	80011	198091	4
a m o r f	71195	242118	5
p s e u d o m o r f	217143	3753804	10
a n t r o p o m o r f	222343	4203291	11
i z o m o r f	137431	1139926	7
s O r f	90024	213352	4
t u r f	67716	153816	4
C uu f	54243	54243	3
k a c a g	115200	368059	5
v ee g i g k a c a g	279080	4330982	10
k i k a c a g	181726	1291302	7
e l k a c a g	178692	1193098	7
f e l k a c a g	215223	2106250	8
k oo C a g	129752	404440	5
a d a g	50150	100300	4
z oo n a a d a g	127764	1454402	8
n a D a d a g	140150	901606	7
f e j a d a g	131742	1026906	7
a l a p a d a g	142075	1354148	8
ee l e l m i s e r a d a g	293622	7811767	13
k e N ee r a d a g	155474	2072251	9
k i S a d a g	174606	1228834	7
p oo t a d a g	136740	977842	7
b o d a g	84116	283867	5
g a z d a g	146200	699332	6
h a d i g a z d a g	260474	3993630	10
uu j g a z d a g	201008	1803788	8
d uu S g a z d a g	272442	3239888	9
O t l e t g a z d a g	306255	5685291	11
m a d z a g	133450	540197	6
g a T a m a d z a g	233075	3553812	10
m ee z e S m a d z a g	295392	5112637	11
a D a g	66375	125875	4
k OO a D a g	129925	688978	6
f e h ee r a D a g	226674	2880100	9
v O r O S a D a g	275366	3373620	9
D u r D a l a g	203115	2037187	8
s a l a g	87450	337534	5
m i n t a s a l a g	209211	2948040	10
h a n g s a l a g	198233	2500445	9
i s a l a g	121525	644818	6
g u m i s a l a g	179741	2291281	9
h a j s a l a g	188975	1818545	8
t o k s a l a g	218911	2000097	8
j u k s a l a g	208847	1864335	8
c ee l s a l a g	210870	2143114	8
a c ee l s a l a g	243270	2945089	9
v aa l s a l a g	197175	1903789	8
c ii m s a l a g	160315	1826922	8
f i l m s a l a g	196664	2630748	9
t a n s a l a g	155175	1564325	8
s e r p e n t i n s a l a g	317919	10761894	14
ii n s a l a g	139761	953170	7
m a g n e t o f o n s a l a g	342341	11718802	15
v aa s o n s a l a g	249271	4019352	10
v i d e o s a l a g	250024	3952662	10
m a g n oo s a l a g	204854	2918744	10
k a p a r oo s a l a g	264054	4983234	11
j aa r oo s a l a g	216004	2542960	9
t aa v ii r oo s a l a g	290761	5387208	11
s aa ll ii t oo s a l a g	291865	5740520	11
r a g a s t oo s a l a g	347310	7561108	12
f u t oo s a l a g	235380	2937810	9
s e g OO s a l a g	245017	3140671	9
s e r e l OO s a l a g	294914	5793734	11
s i g e t e l OO s a l a g	361371	10024733	13
m ee r OO s a l a g	216506	2317704	9
