word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
P u s u	3850	7700	4
P u d i	4536	9112	4
P u T u	4550	8708	4
P u t i	4536	9112	4
P u y u	3500	7196	4
p i c a	4032	7112	4
p i c i k a	8304	36418	6
p i c u	4608	8528	4
p i k i	3744	7744	4
p i l i	6240	11200	4
p i L u	5376	9576	4
p i n a k i	7239	37933	6
p i n k a	5239	15901	5
p i n k i L u	10976	77966	7
p i r t i	7616	24592	5
p i r w a	5642	16680	5
p i s i	4576	8896	4
p i t a	4032	7112	4
p i t h a	4836	15122	5
p i t u	4608	8528	4
p i w	1440	1440	3
p i y a	3360	6220	4
p o n q o	5070	16237	5
p o q e	3380	7060	4
p u c u	4032	7672	4
p u k a	2646	5176	4
p u k u	3024	6244	4
p u L u L i	10584	50512	6
p u l u	5040	9100	4
p u m X i	2300	10252	5
p u n c u	6188	19788	5
p u n i	4732	9052	4
p u n k i	5330	18448	5
p u n k u	5096	16878	5
p u N a	3528	6388	4
p u r a X a	4941	21329	6
p u r i	5096	9576	4
p u r u m a	8204	35512	6
p u s i	4004	8004	4
p u s t u	5236	17924	5
p u t a	3528	6388	4
p u t u	4032	7672	4
p u w u	3024	6244	4
p u y a	2940	5580	4
p u y L u	5320	18704	5
p u y t a	4400	14628	5
G a c a	2772	5302	4
G a C i	3718	7558	4
G a c u	3168	6388	4
G a l a	3465	6325	4
G a L u	3696	7196	4
G a l t a	5610	16177	5
G a l T i	6915	21463	5
G a m a	2310	4620	4
G a n u	3432	6792	4
G a N u	3168	6388	4
G a P a	2541	4961	4
G a P i	3146	6666	4
G a p i	2860	6220	4
G a	0	0	2
G a s a	2541	4961	4
G a t a	2772	5302	4
G a w a	2079	4279	4
G a w c i	3906	15122	5
G a w e	2574	5774	4
G a w i	2574	5774	4
G a x a	2079	4279	4
G a x c a	3366	11827	5
G a x o	2277	4877	4
G a y a	2310	4620	4
G a y m a	3300	11230	5
G a y T i	4610	16828	5
G e C u	4992	9052	4
G e c i	4992	9472	4
G e L i	5824	10624	4
G e L u	5376	9576	4
G e n a	4368	7558	4
G e n X o	3211	11569	5
G e p i	4160	8320	4
G e r u	5376	9576	4
G e t a	4032	7112	4
G e T a	4368	7558	4
G e w a	3024	5774	4
G e w i	3744	7744	4
G e w s a	4113	14343	5
G e w t a	4356	15122	5
G e x o	3312	6562	4
G e y a	3360	6220	4
G o c a	3276	6026	4
G o c u	3744	7244	4
G o l i	5070	9550	4
G o L u	4368	8148	4
G o l t i	7170	22546	5
G o m a	2730	5260	4
G o n a	3549	6409	4
G o p i	3380	7060	4
G o X e	1014	3574	4
G o	0	0	2
G o r u t a	8568	37190	6
G o s u	3432	6792	4
G o t i	4056	8056	4
G o t u	3744	7244	4
G o y a	2730	5260	4
G o y u	3120	6340	4
q a c a	2772	5302	4
q a c u	3168	6388	4
q a l a	3465	6325	4
q a L a	3234	5984	4
q a L p a	4620	13874	5
q a L t a	5236	15452	5
q a L u	3696	7196	4
q a m a	2310	4620	4
q a m i r i	8684	41228	6
q a n c i	5642	18682	5
q a n t a	4862	14727	5
q a N a	2772	5302	4
q a N u	3168	6388	4
q a p a	2310	4620	4
q a p u	2640	5580	4
q a X a	693	2233	4
q a X e	858	3098	4
q a X o	759	2579	4
q a	0	0	2
q a r i	4004	8004	4
q a r h a	4312	13085	5
q a r k a	4312	13085	5
q a r p a	4620	13874	5
q a r X a	2464	8351	5
q a r w a	4312	13085	5
q a s a	2541	4961	4
q a t a	2772	5302	4
q a w a	2079	4279	4
q a w i	2574	5774	4
q a w	990	990	3
q a x a	2079	4279	4
q a y m a	3300	11230	5
q e c i	4992	9472	4
q e l a	5040	8450	4
q e L a y a	7454	33858	6
q e L X a	3374	10896	5
q e L w a	5642	16680	5
q e l X a	3615	11453	5
q e l u	5760	10100	4
q e m i	4160	8320	4
q e n a	4368	7558	4
q e n c a	6292	18682	5
q e p a	3360	6220	4
q e p u	3840	7480	4
q e r i	5824	10624	4
q e r u	5376	9576	4
q e s a	3696	6666	4
q e s u	4224	8004	4
q e w a	3024	5774	4
q e w i	3744	7744	4
q e w L a	4842	16680	5
q e w t a	4356	15122	5
q e x a y u	5554	30910	6
q e y a	3360	6220	4
Q a z a	2904	5687	4
Q a z u	3300	6842	4
Q a c X a	2244	7964	5
Q a L a L i	8008	41691	6
Q a n a	3146	6050	4
Q a n X a	2431	8426	5
Q a n u n a	7943	35806	6
Q a P i	3267	7139	4
Q a	0	0	2
Q a s X a	2057	7502	5
Q a t a	2904	5687	4
Q a T a	3146	6050	4
Q a t i	3564	7612	4
Q a t u	3300	6842	4
Q a w L u	4239	16097	5
Q a w X a	1683	6578	5
Q a x a	2178	4598	4
Q e z a	4224	7612	4
Q e L a	4928	8558	4
Q e n c a	6500	19689	5
Q e n i	5616	10720	4
Q e p a	3520	6666	4
Q e P a	3872	7139	4
Q e r i	6048	11328	4
Q e r X e	3808	14958	5
Q e r w a	5866	17603	5
Q e s a m i	6842	38145	6
Q e s i	4752	9504	4
Q e s p i	5456	20314	5
Q e s X a	2827	9812	5
Q e s t i	6160	22476	5
Q e s w a	4609	15158	5
Q e w i	3888	8288	4
Q e x o	3456	7031	4
Q e y a	3520	6666	4
Q o z a	3432	6457	4
Q o z u	3900	7750	4
Q o c i	4212	8612	4
Q o L i	4914	9666	4
Q o L u	4550	8708	4
Q o l u	4875	9187	4
Q o m a	2860	5643	4
Q o n a	3718	6864	4
Q o b a k i	5434	31048	6
Q o b i	3510	7558	4
Q o p a	2860	5643	4
Q o p i	3510	7558	4
Q o X o	936	3224	4
Q o	0	0	2
Q o r X o	3094	11148	5
Q o r u	4550	8708	4
Q o s i	3861	8085	4
Q o s X o	2431	9450	5
Q o d a	3432	6457	4
Q o d i	4212	8612	4
Q o t u t i	8604	43530	6
Q o x o	2808	5954	4
Q o y a	2860	5643	4
q o c a	3276	6026	4
q o l i	5070	9550	4
q o L a	3822	6792	4
q o L i	4732	9052	4
q o L m u	5600	17848	5
q o L p a	5180	15382	5
q o L X e	3038	12184	5
q o L u	4368	8148	4
q o l X e	3255	12799	5
q o l t u	6810	20684	5
q o l u	4680	8600	4
q o m i	3380	7060	4
q o n c u	5902	18892	5
q o n X o	2704	9958	5
q o n t u	5902	18892	5
q o n u	4056	7696	4
q o N a	3276	6026	4
q o N c u	5448	17996	5
q o p a	2730	5260	4
q o p u	3120	6340	4
q o	0	0	2
q o r i	4732	9052	4
q o r p a	5180	15382	5
q o r u m i	8568	41528	6
q o r w a	4844	14523	5
q o t a	3276	6026	4
q o t u	3744	7244	4
q o w u	2808	5888	4
q o y r i	5360	19492	5
r a k u t i	6972	39848	6
r a m a	2750	5984	4
r i s h a	5137	17603	5
r i y a t a	6772	36908	6
s a c a L a	6446	31592	6
s a h a	2178	4598	4
s a k i	2673	6193	4
s a L a	3388	6413	4
s a L i	4158	8558	4
s a L q a	4774	14663	5
s a l t a	5775	17072	5
s a l u	4125	8129	4
s a m a	2420	4961	4
s a m i	2970	6666	4
s a m k a	3190	11198	5
s a m b a	3410	11891	5
s a n a	3146	6050	4
s a n i	3861	8085	4
s a n g a	4147	13178	5
s a n k a	4147	13178	5
s a n K u	4823	16241	5
s a n G a	4433	13970	5
s a n X a	2431	8426	5
s a n u	3575	7271	4
s a N a	2904	5687	4
s a N u	3300	6842	4
s a p a	2420	4961	4
s a P i	3267	7139	4
s a G a	2420	4961	4
s a q a	2420	4961	4
s a Q a	2662	5324	4
s a	0	0	2
s a r i	4158	8558	4
s a r u	3850	7700	4
s a r x e	5096	17603	5
s a X i	891	3355	4
s a d a	2904	5687	4
s a t a	2904	5687	4
s a w i	2673	6193	4
s a w k a	2871	10538	5
s a w u	2475	5555	4
s a x a	2178	4598	4
s a x m a	3069	11198	5
s a x	1089	1089	3
s a x X a	1683	6578	5
s a y a	2420	4961	4
s a y n a	4070	13970	5
s a y d a	3850	13277	5
s a y d u	4210	15452	5
s a y w a	3190	11198	5
s e L G e	6944	23428	5
s e n q a r p u	10838	104877	8
s e G e	4320	8896	4
s e G o	3840	7558	4
s e q e	4320	8896	4
s e x e	3888	8288	4
s e x X i	2448	11273	5
s i z i	5184	10112	4
s i h X i m p i	6128	77409	8
s i K a	3520	6666	4
s i k i l i	9888	51613	6
s i k u	3600	7450	4
s i L b a	6244	18608	5
s i L b i	6944	23428	5
s i L G e	6944	23428	5
s i L G o	6524	20536	5
s i L u	5600	10220	4
s i l d u	8040	24802	5
s i m p a	4460	15196	5
s i n c a	6500	19689	5
s i n i y a	9456	41387	6
s i n g a	5447	16788	5
s i n g u	5798	19449	5
s i n K a	5798	17755	5
s i n k i	6032	21223	5
s i n r u	7748	24884	5
s i n t i	7280	24724	5
s i b u	4000	8004	4
s i p i	4320	8896	4
s i	0	0	2
s i r i	6048	11328	4
s i r g i	6496	22218	5
s i r g u	6244	20372	5
s i r k a	5866	17603	5
s i r K a	6244	18608	5
s i r w i	6496	22218	5
s i X a	1056	3355	4
s i X u	1200	4126	4
s i t i k a	8496	38037	6
s i w a	3168	6193	4
s o n q o	5239	17134	5
s o G a	2860	5643	4
s o r o x c i	9138	68602	7
s o x a	2574	5236	4
s o x o	2808	5954	4
s o x t a	3879	13900	5
s u z i	4536	9112	4
s u c u	4200	8204	4
s u h a	2772	5555	4
s u h X a	2061	7814	5
s u g a	2772	5555	4
s u g u	3150	6692	4
s u k a	2772	5555	4
s u L a	4312	7700	4
s u L k a	5306	16097	5
s u L P a	6006	17963	5
s u L q o	5936	18818	5
s u L d u	6860	21812	5
s u L u	4900	9212	4
s u l P a	6435	18788	5
s u l u	5250	9716	4
s u m a	3080	5984	4
s u m i	3780	8004	4
s u n a q e	7194	38433	6
s u n i	4914	9666	4
s u n K a	5252	16241	5
s u n u	4550	8708	4
s u p a y a	5390	27613	6
s u p u	3500	7196	4
s u r a w i	7282	38225	6
s u r i	5292	10220	4
s u r u	4900	9212	4
s u X u	1050	3668	4
s u d i	4536	9112	4
s u t i	4536	9112	4
s u t u	4200	8204	4
s u w i	3402	7450	4
s u y u	3500	7196	4
d a h a	2277	4917	4
d a h s a	3366	12518	5
d a k u	2574	5934	4
d a l a	3795	7227	4
d a l h a	4950	15282	5
d a l P a	5610	17072	5
d a m a	2530	5302	4
d a m P a	3740	13277	5
d a m t a	3960	14002	5
d a n s a	4862	15554	5
d a n X a	2574	8938	5
d a p a	2530	5302	4
d a P i	3388	7612	4
d a q a	2530	5302	4
d a q e	3080	7112	4
d a Q e	3388	7612	4
d a r w a	4620	14591	5
d a s a	2783	5687	4
d a w	1188	1188	3
d a x a	2277	4917	4
d a x L i	4590	18526	5
d a x m a	3168	11827	5
d a x	1188	1188	3
d a x s a	3366	12518	5
d a x t a	3564	13209	5
d a x w i	3375	14271	5
d e q e	4480	9472	4
d e x e	4032	8832	4
d i h c a	4644	16824	5
d i h i	4032	8832	4
d i h m i	4608	19192	5
d i h n a	4887	17675	5
d i h u	3744	7944	4
d i l i	6720	12672	4
d i L m i	7168	24592	5
d i m P i	5440	21352	5
d i n k a	5655	17675	5
d i n K a	6006	18682	5
d i n k i	6240	22300	5
d i n Q o	6643	21703	5
d i n X i	3744	15028	5
d i N i	5376	10752	4
d i r i	6272	12032	4
d i r k a	6090	18526	5
d i s a	4048	7612	4
d i s i	4928	10112	4
d i s k u	5082	18526	5
d i s n u	6402	22710	5
d i s N a	5676	18760	5
d i w K a	4158	15122	5
d i w u	3744	7944	4
d o q e	3640	8056	4
d o q o	3250	6838	4
d o x e	3276	7500	4
d o x n u	4563	17879	5
d o x o	2925	6357	4
d o x	1404	1404	3
d u K a	3220	6388	4
d u k u	3276	7140	4
d u L K u	6272	20720	5
d u L k u	5880	19628	5
d u l X u	3780	13728	5
d u n a	4186	7750	4
d u n h a	5109	16165	5
d u r i	5488	10864	4
d u r h a	5502	16952	5
d u r m i	6552	22584	5
d u r u	5096	9800	4
d u s t i	5808	21664	5
d u s u	4004	8204	4
t a k a r p u	7163	53603	7
t a k i	2772	6612	4
t a k u	2574	5934	4
t a l a	3795	7227	4
t a L a	3542	6842	4
t a L i	4312	9112	4
t a L m a	4928	15452	5
t a l X a	2970	9912	5
t a l u	4290	8658	4
t a m a	2530	5302	4
t a m p u	3820	14628	5
t a n q a	4576	14727	5
t a n s a	4862	15554	5
t a n X a	2574	8938	5
t a n X i	2769	11633	5
t a p a	2530	5302	4
t a q e	3080	7112	4
t a q p a c a	6292	46475	7
t a	0	0	2
t a r i	4312	9112	4
t a r k a k a	6600	46094	7
t a r m a	4928	15452	5
t a r q a	4928	15452	5
t a r u	4004	8204	4
t a s a	2783	5687	4
t a s u	3146	6842	4
t a t a	3036	6072	4
t a w a q o	4697	26400	6
t a w q a	3168	11827	5
t a w r i	4590	18526	5
t a w u	2574	5934	4
t a x a	2277	4917	4
t a y k a	3300	11827	5
t a y n a	4180	14727	5
t a y p i	4020	16012	5
t a y r u	4820	17924	5
t e q e	4480	9472	4
t e r e	6272	12032	4
t e x e	4032	8832	4
T a h a	2376	5236	4
T a K i	3190	7558	4
T a k i	2871	7031	4
T a l a	3960	7678	4
T a L m i	5782	20536	5
T a l X a	3135	10474	5
T a m a	2640	5643	4
T a m i	3190	7558	4
T a m p a	3630	13213	5
T a n i	4147	9139	4
T a n q a	4719	15484	5
T a n s a	5005	16346	5
T a n X a	2717	9450	5
T a N a	3168	6457	4
T a p a	2640	5643	4
T a q a	2640	5643	4
T a Q a	2904	6050	4
T a r p i	5782	20536	5
T a s k i	4246	16788	5
T a s n u	5148	18932	5
T a X a	792	2794	4
T a X u	891	3439	4
T a w i	2871	7031	4
T a x a	2376	5236	4
T a x w a	3069	11734	5
T a y a	2640	5643	4
T a y L i	5210	20536	5
T e x e	4176	9376	4
T e x h a	4059	15014	5
T e x n i	5616	23377	5
T i h L a	5274	19449	5
T i h t a	4788	17675	5
T i h w a	4059	15014	5
T i X i	1392	5344	4
T i y a	3840	7558	4
T o q n a	4810	17134	5
T o q o	3380	7267	4
T o q t a	4570	16309	5
T u h i	3654	8438	4
T u h r u	5166	20594	5
T u h s a	4113	15344	5
T u L i	5684	11508	4
T u l u	5670	10948	4
T u n a	4368	8229	4
T u n i	5278	10894	4
T u n K u	6006	20758	5
T u r i	5684	11508	4
T u r u	5292	10388	4
T u s a	3696	7271	4
T u s n u	6006	21851	5
T u s u	4158	8708	4
T u X a	1008	3439	4
T u X u	1134	4228	4
t i h a	3312	6612	4
t i k a	3312	6612	4
t i k i l i	10032	53668	6
t i l a	5520	9612	4
t i L u	5824	10864	4
t i m a	3680	7112	4
t i n k u	6006	20450	5
t i N i	5376	10752	4
t i	0	0	2
t i r s u	7308	23756	5
t i s i	4928	10112	4
t i X i	1344	4992	4
t i w i	4032	8832	4
t i w t i	5184	21264	5
t i w u l a	7944	41371	6
t i y a	3680	7112	4
t i y i	4480	9472	4
t i y u	4160	8528	4
t o L q a	5544	17100	5
t o n q o	5408	18031	5
t o q a	2990	6026	4
t o q e	3640	8056	4
t o q o	3250	6838	4
t o x o	2925	6357	4
t u h i	3528	7944	4
t u k u	3276	7140	4
t u l i	5880	11448	4
t u L p a	5852	17924	5
t u m a	3220	6388	4
t u m p a	4180	14628	5
t u n k a	5109	16165	5
t u n X i	3354	13670	5
t u n u	4732	9268	4
t u p a	3220	6388	4
t u p u	3640	7672	4
t u r i	5488	10864	4
t u r k a	5502	16952	5
t u r k i	6132	21412	5
t u r m i	6552	22584	5
t u r n u	7448	23996	5
t u r p a	5852	17924	5
t u r u	5096	9800	4
t u s u L i	9296	48788	6
t u X i	1176	4440	4
t u X u k a	2856	21245	6
t u y u	3640	7672	4
w a C a	2860	5236	4
w a z a	2640	4917	4
w a z i	3300	6612	4
w a C i	3575	7031	4
w a c u	3036	5934	4
w a h a	1980	3960	4
w a h c a	3267	11136	5
w a h i	2475	5355	4
w a g a	1980	3960	4
w a k a	1980	3960	4
w a k i	2475	5355	4
w a k u L a	6197	28544	6
w a l i	4125	7869	4
w a l h a	4455	12930	5
w a L a q e	6380	32333	6
w a L i	3850	7450	4
w a L p a	4466	13085	5
w a L G e	5166	16680	5
w a L q a	4466	13085	5
w a L u	3542	6692	4
w a l p a c a	7557	49718	7
w a l u r u	9479	41567	6
w a m a	2200	4279	4
w a m p u	3490	12366	5
w a n i	3575	7031	4
w a n g u	4212	13702	5
w a n k a	3861	11734	5
w a n q a	4147	12456	5
w a n T i	5850	18562	5
w a n u	3289	6313	4
w a N a	2640	4917	4
w a p a	2200	4279	4
w a p u	2530	5176	4
w a G a	2200	4279	4
w a q a n k i	6789	49282	7
w a q e	2750	5774	4
w a	0	0	2
w a r i	3850	7450	4
w a r h a	4158	12332	5
w a r K u	4886	15242	5
w a r k u	4536	14387	5
w a r m i	5166	16680	5
w a r p u	4886	15242	5
w a r u s a	7392	31310	6
w a s a	2420	4598	4
w a s i t a	7249	31142	6
w a s u r u	7683	35459	6
w a d a	2640	4917	4
w a t a	2640	4917	4
w a t i	3300	6612	4
w a X a	660	2046	4
w a X s a	1023	6578	5
w a x	891	891	3
w a x d a	3267	11136	5
w a y g a	2970	9940	5
w a y g u	3240	11647	5
w a y k a	2970	9940	5
w a y L a q a	6820	44398	7
w a y L u	4490	15242	5
w a y n a	3850	12456	5
w a y N u	3990	13804	5
w a y	990	990	3
w a y s a	3410	11198	5
w a y t a	3630	11827	5
w a y u	2530	5176	4
w a y X a	1650	6166	5
w e n q a L a	8616	59412	7
w e n Q a	5733	16788	5
w e G a	3200	5774	4
w e G o	3520	6562	4
w e q o	3520	6562	4
w e x r u	5076	18292	5
w i z a	3840	6612	4
w i z i	4800	8832	4
w i z u	4416	7944	4
w i C u	4784	8438	4
w i c i	4800	8832	4
w i k a	2880	5355	4
w i K a	3200	5774	4
w i K u	3680	6956	4
w i k u	3312	6462	4
w i l a	4800	7869	4
w i L i	5600	9920	4
w i L g i	6048	19982	5
w i n a	4160	7031	4
w i n k u	5382	17447	5
w i n t u	6552	20450	5
w i P i	4400	8288	4
w i p s u	4740	16680	5
w i q o r u	7888	39742	6
w i r i	5600	9920	4
w i r K i	6496	21100	5
w i r u	5152	8932	4
w i s a	3520	6193	4
w i s i	4400	8288	4
w i s g a c a	6897	49394	7
w i s k a	4257	13528	5
w i s K a	4554	14343	5
w i s K u	4884	16680	5
w i s k u L u	9062	65765	7
w i s L a	5742	17603	5
w i s d u	5544	18526	5
w i d i L u	10624	48228	6
w i d u	4416	7944	4
w i T u	4784	8438	4
w i t i	4800	8832	4
w i y a	3200	5774	4
w i y K u	4440	15796	5
w i y P i	4960	18238	5
w i y t a	4680	15122	5
w o s G o	4147	13834	5
w u y a	2800	5176	4
y a c a	2772	5302	4
y a h a	2079	4279	4
y a l a	3465	6325	4
y a m a s a	4851	24244	6
y a m p u	3600	13120	5
y a n a	3003	5643	4
y a n i	3718	7558	4
y a n h a	4004	12456	5
y a n Q a	4576	13970	5
y a n d a	4862	14727	5
y a p a	2310	4620	4
y a p k a	3080	10569	5
y a p u	2640	5580	4
y a G a	2310	4620	4
y a q e	2860	6220	4
y a Q a	2541	4961	4
y a Q e p a	6666	29859	6
y a r T u	6090	18818	5
y a r u t a	7896	34226	6
y a r w i	4942	16680	5
y a r w i n K a	10324	89472	8
y a t i	3432	7112	4
y a t k a	3696	11827	5
y a w i	2574	5774	4
y a w r i	4392	16680	5
y a X h a	924	6166	5
y a X u	792	2752	4
y o q a	2730	5260	4
y o q e	3380	7060	4
y o x z a	3762	13145	5
y u k u	3024	6244	4
y u n k a	4745	14523	5
y u n t a	5720	17100	5
y u N a	3528	6388	4
y u p a	2940	5580	4
y u r i	5096	9576	4
y u r u	4704	8624	4
y u s p a	4290	13874	5
a c a X i	2376	10399	5
a c a k u	4026	14591	5
a c a l a	5247	17072	5
a c i k a	5424	15973	5
a c i w a	5424	15973	5
a c o q a L a	7940	55930	7
a c t a	3168	6072	4
a c u	1848	1848	3
a C i h u	6176	19449	5
a C i w a	5744	16788	5
a h a n u	4378	15344	5
a h a	1089	1089	3
a h a y u	3619	13085	5
a h L i	3402	7450	4
a h u	1386	1386	3
a k a	1089	1089	3
a k i L a	6064	17603	5
a k u L i	6286	20372	5
a k u	1386	1386	3
a l a	1815	1815	3
a l a X a	2673	9350	5
a l e q a	6800	19461	5
a l i	2640	2640	3
a l i s i	8096	25719	5
a l i t a	7632	21547	5
a l k a	2970	5874	4
a l m a	3300	6325	4
a l q a	3300	6325	4
a l w a	2970	5874	4
a L C i	4914	9666	4
a L e q a	6464	18608	5
a L i	2464	2464	3
a L i	2464	2464	3
a L m i X a	4788	23183	6
a L p i	3780	8004	4
a L q a	3080	5984	4
a L u	2156	2156	3
a m a l a	4675	15356	5
a m a r u	4906	17030	5
a m a y a	3520	11891	5
a m i t a	5792	16902	5
a m p a	2200	4620	4
a m u	1540	1540	3
a m u l i	7000	22464	5
a m u L i	6636	21500	5
a m u t u	5572	17924	5
a m u y a	4480	13874	5
a n a k i	4444	16788	5
a n a z u y u	8777	62215	7
a n a q a	4213	13970	5
a n a t a	4741	15554	5
a n c a	3432	6457	4
a n C i X a	5715	25546	6
a n i	2288	2288	3
a n k u	2925	6313	4
a n k u t a	6285	31400	6
a n q a	2860	5643	4
a n s a	3146	6050	4
a n s u	3575	7271	4
a n t a	3432	6457	4
a n t i s a X a	8986	71308	8
a n t u	3900	7750	4
a n u	2002	2002	3
a N a c u	4884	17174	5
a p a	1210	1210	3
a p a c i t a	9058	57689	7
a p a m u k u t a	10234	121334	9
a p a q a	3520	11891	5
a p a r a n a	8019	53894	7
a p i	1760	1760	3
a p i L a	6464	18608	5
a p i k i p a	8704	56873	7
a q a c i r i	10914	73212	7
a q a L p u	6250	31360	6
a q a n t a	6072	28994	6
a q a r a p i	7744	57453	7
a q a	1210	1210	3
a q a y a t a	6292	44716	7
a q o	1430	1430	3
a r a s a	4719	15488	5
a r i	2464	2464	3
a r k a n i	6347	36752	6
a r k u	3150	6692	4
a r m a	3080	5984	4
a r n a q e r i	13018	125163	8
a r s u r i	9142	46890	6
a r u	2156	2156	3
a s a n k a	5478	26444	6
a s a	1331	1331	3
a s i r u	7536	22628	5
a s k i	2673	6193	4
a s n u	3575	7271	4
a s t a	2904	5687	4
a t e q a	5792	16902	5
a t i	2112	2112	3
a t i p a	5792	16902	5
a t i p i r i	12416	86132	7
a w a L a	4169	13838	5
a w a t i r i	10661	70559	7
a w a y u	3619	13085	5
a w i c a	5424	15973	5
a w i l a	6384	18418	5
a w i s p a	6138	28478	6
a w i t u	6000	18526	5
a w k i	2187	5355	4
a w k i l i	8187	39188	6
a w t i	2916	6612	4
a x a c i r i	10661	70559	7
a x r u	3150	6692	4
a x s a	2178	4598	4
a y a	1210	1210	3
a y c a	2640	5302	4
a y L u	3500	7196	4
a y m a	2200	4620	4
a y n a c a	6028	28994	6
a y n i	3510	7558	4
a y n o q a	6240	28904	6
a y q o	2400	5260	4
a y r i	3780	8004	4
a y r u	3500	7196	4
a y s a	2420	4961	4
a y t i l i	9960	46462	6
a y t i	3240	7112	4
a y u n a	5362	16241	5
a y w i n i	7630	37933	6
e q a	1760	1760	3
e q a l a	5225	19461	5
e q a	1760	1760	3
e q e q o	6240	21268	5
i c u	2688	2688	3
i c u r i	8176	29616	5
i h m a	2430	5774	4
i k i	2304	2304	3
i l a k i	5709	23213	5
i l u	3360	3360	3
i L a	2464	2464	3
i L a p a	5214	18608	5
i L a w a	4939	17603	5
i L p a	3780	8004	4
i m a	1760	1760	3
i m a w i	4334	18238	5
i m i L a	7264	23428	5
i n a	2288	2288	3
i n a c a	5456	19689	5
i n a k i	5159	21223	5
i n a k i	5159	21223	5
i n a n u	6149	23797	5
i n a s a	5192	18722	5
i n C i	5408	12064	4
i n e q e	7968	28000	5
i n k u	3510	8438	4
i n t i	4992	11392	4
i p a	1760	1760	3
i p i	2560	2560	3
i	0	0	1
i r a y a	5214	18608	5
i r k a t a	6042	35279	6
i r n a q e r i	13928	144018	8
i r p a	3780	8004	4
i r p i r i	10304	58088	6
i r t a	4536	9112	4
i r u	3136	3136	3
i s z u k i r i	13088	135816	8
i s i	2816	2816	3
i s i L a	7744	24638	5
i s m u	3300	8004	4
i s p a	2970	6666	4
i s p a k u	5346	32333	6
i s p a L a	6204	35383	6
i s p i L u	8896	48348	6
i s t a L a	7106	38537	6
i s t i	4224	10112	4
i t u	2688	2688	3
i w a l a k i	7953	65346	7
i y a	1760	1760	3
o L o q e	6266	22624	5
o n o q e	5967	21619	5
o n t o q e	7696	41791	6
o q a	1430	1430	3
o q e	2080	2080	3
o q o	1690	1690	3
o Q a	1573	1573	3
o G a c a	4202	14727	5
o r a q e	5302	20536	5
o r q o	3640	7696	4
o x e	1872	1872	3
o x o	1521	1521	3
o x t a	2592	5595	4
u c a	1848	1848	3
u h u	1764	1764	3
u k a	1386	1386	3
u k a c i	4686	18526	5
u k s a	2475	5555	4
u K a	1540	1540	3
u K a n X a	3828	20402	6
u l T u	5460	10948	4
u l u	2940	2940	3
u L u k u	6272	21560	5
u m a	1540	1540	3
u m a t a	4312	15452	5
u m c i	3600	8528	4
u m i	2240	2240	3
u n o q e	6136	22624	5
u N a c a	4884	17174	5
u N a	1848	1848	3
u N a X c a	3036	21485	6
u N a q a	4378	15452	5
u n a	2002	2002	3
u N i m a	6368	19572	5
u N i	2688	2688	3
u p a	1540	1540	3
u p i	2240	2240	3
u r a q e	5456	21500	5
u r i	3136	3136	3
u r p i	4200	9576	4
u r p u	3920	8624	4
u r u	2744	2744	3
u s z u k i	7224	39848	6
u s k u	2772	6692	4
u s u	2156	2156	3
u t a	1848	1848	3
u y n a q a	5890	30111	6
u y s u	3080	7196	4
u y w a	2250	5176	4
u y w i r i	8300	44452	6
