word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
dj i s A n t n i j	809673	11695000	9
dj O sj i n n i j	676912	7600129	8
dj E sj i n sj i bj i lj i z A ts i j i	2076852	104515414	17
dj i sj i n sj i bj i lj i zj I r ee v ee tj sj i	2854895	197190672	20
dj i sj E r t	718495	4460266	6
dj i sj E r t n i j	1147390	15259192	9
dj i s k rj i p tj I v n i j	1286464	40215692	13
dj i s m ee l ee gj I chj i s kj i j	1500180	59917771	15
dj i s m ee l O gj i j i	1106723	22758120	11
dj i s m ee t r ee pj I chj i s kj i j	1712934	75204283	16
dj i s m ee t r ee pj I j i	1392381	32298960	12
dj i s m u r gj I chj i s kj i j	1260001	46143132	14
dj i s m u r gj I j i	941032	16524194	10
dj i s n A	418440	1379773	5
dj i s nj I ts ee	644034	5312741	7
dj i s O r p ts i j i	1138443	18692225	10
dj E s p ee t	550134	3336294	6
dj i s p ee tj I z m	980013	13967887	9
dj i s p ee tj I chj i s kj i j	1183710	36355232	13
dj i s p ee tj I chj n ee s tj	1293033	33674578	12
dj i s p ee tj I chj n i j	1039512	22390264	11
dj i s p ee tj I j i	872661	11755813	9
dj i s t r u k tj I v n i j	1501651	42903036	13
dj i s t r U k ts i j i	1288326	24774546	11
dj E s tj	380952	943227	4
dj i sj i tj i rj I k	965414	12074309	9
dj i sj i tj i rj i k O v i j	1290224	38909646	13
dj i sj i tj i rj I chj n i j	1307657	33415976	12
dj i sj i tj i r n O j	1126190	19786420	10
dj E sj i tj i r ee	899020	10028882	8
dj i sj i tj i b A l lj n i j	1738720	49771963	13
dj i sj i tj i b O rj i ts	1267567	26655476	11
dj i sj i tj i b O rj j i	1364279	27052256	11
dj i sj i tj i g r A d u s n i j	1741955	71146210	15
dj i sj i tj i g r A n nj i k	1233900	34146261	13
dj i sj i tj i g r A n n i j	1274154	39109774	13
dj i sj i tj i d nj E f k ee	1272557	30129119	12
dj i sj i tj i d nj E v n i j	1442366	43020611	13
dj i sj i tj i k l A s s nj i k	1515522	48422514	14
dj i sj i tj i k l A s s nj i ts ee	1671366	66950534	15
dj i sj i tj i k l A s s n i j	1544967	54719929	14
dj i sj i tj i k ee pj E j i chj n i j	1385341	63460923	16
dj i sj i tj i k r A t n i j	1265721	39531493	13
dj i sj i tj i lj E tj i j i	1417199	34321703	12
dj i sj i tj i lj E t k ee	1242854	24620324	11
dj i sj i tj i lj E t nj i j	1413662	35710964	12
dj i sj i tj i mj E sj i chj n i j	1297599	45511722	14
dj i sj i tj I n ee	720731	7594117	8
dj i sj i tj I n n i j	897311	15869224	10
dj i sj i tj i r u b lj O f k ee	1682502	55622986	14
dj i sj i tj i r u b lj O v i j	1774109	62006845	14
dj i sj i tj i s t v O lj n i j	1783827	61354428	14
dj i sj i tj i t O m nj i k	1053458	23992148	12
dj i sj i tj i t O m n i j	1094522	27888650	12
dj i sj i tj i t O n n i j	1128452	28763342	12
dj i sj i tj i t I sj i chj n i j	1405569	49129101	14
dj i sj i tj i u g O lj nj i k	1254970	33870330	13
dj i sj i tj i u g O lj n i j	1285009	38811065	13
dj i sj i tj i chj i s ee v O j	1386812	41013568	13
dj i sj i tj I chj n i j	936182	16547594	10
dj i sj i tj i e t A zh n i j	1317848	40269262	13
dj i sj A t k ee	582341	4500342	7
dj i sj A t nj i k	691217	6574130	8
dj i sj A t ee k	614981	4500342	7
dj i sj A t ee chj i k	824273	10059290	9
dj i sj A t s kj i j	837044	12206384	9
dj i sj A t i j i	733268	7717406	8
dj i sj A t i j	647021	5432434	7
dj E sj i tj	474963	1829626	5
dj i t ee lj i z A ts i j i	1592233	37889734	12
dj i t ee lj i r O f k ee	1376417	26233454	11
dj i t ee lj i r O f shshj i k	1545324	34498972	12
dj i t A lj	443700	2009974	5
dj i t A lj n ee s tj	1099476	16061290	9
dj i t A lj n i j	829755	9362338	8
dj i t A n dj i r	888590	10425126	8
dj i t v A	427260	1477078	5
dj i t v ee r A	822030	6275520	7
dj i d d O m	900716	4121366	6
dj i d d O m	900716	4121366	6
dj i d d O m ee vj i ts	1300514	20925108	10
dj i d d O m ee f k ee	1212467	18142032	10
dj i d d O m ee f s kj i j	1474364	35377008	12
dj i tj i k tj I f	614880	6797407	8
dj i tj i k tj I f	614880	6797407	8
dj i tj i k tj I v n i j	915075	20328540	11
dj i tj E k t ee r	759231	9145885	8
dj i tj E k t ee r n i j	1177866	24636020	11
dj i tj O n i sh	550953	4563082	7
dj i tj i r mj i n A n t	999588	21569232	11
dj i tj i r mj i n ee tj I f	1216092	29902781	12
dj i tj i r mj i n A ts i j i	1232325	35827367	13
dj i tj i r mj i nj I z m	1135605	24938820	11
dj i tj i r mj i nj I s t	1107201	24752107	11
dj i tj i r mj i nj i s tj I chj i s kj i j	1810968	105863598	18
dj i tj i r mj i nj I s t s kj i j	1639284	64432700	15
dj E tj i r mj i n ee l ee gj i z A ts i j i	2223853	141241124	19
dj i tj I n ee	460251	2664638	6
dj i tj I nj i ts	561411	4750402	7
dj i tj I n u sh k ee	671363	9094287	9
dj i tj I sh kj i	535787	3916222	7
dj E tj i shshj i	525454	2894620	6
dj E tj i shshj i	525454	2894620	6
dj E t k ee	358860	1305878	5
dj i t ee lj u bj I v i j	1253380	26050509	11
dj i t ee lj U bj i j i	1131927	18549492	10
dj i t ee n A t ee r	913590	13712994	9
dj i t ee n ee ts i O n n i j	1154985	34468890	13
dj i t ee n A ts i j i	885237	14982921	10
dj i t ee nj I r ee v ee tj	1301452	27338369	11
dj i t ee n O mj i t r	892674	17332527	10
dj i t ee r O d n i j	1322140	22352184	10
dj i t ee r ee zh dj E nj i j i	1989002	52220008	13
dj i t ee u bj I j s t v ee	1465449	34173757	12
dj i t ee u bj I j ts ee	1000341	17111507	10
dj E t ee chj k ee	607048	4576042	7
dj E t p l ee shshj A t k ee	1247058	24143784	11
dj i t rj I t	764220	4234996	6
dj E t s A t	622620	3571236	6
dj i t s A d ee f s kj i j	1398208	35574142	12
dj i t s kj i	533682	2692282	6
dj E t s kj i j i	710310	7598470	8
dj E t s kj i j	624063	5338510	7
dj E t s k ee s tj	863850	10080350	8
dj E t s t v ee	970620	7002187	7
dj E t u sh kj i	523392	3856882	7
dj E tj	208845	208845	3
dj E tj sj i	529641	1829626	5
dj i f ee k t ee	498231	4452928	7
dj i fj i k A ts i j i	692536	12123350	10
dj i fj E k t	368187	2386402	6
dj i fj i k tj I v n ee s tj	1102464	29203124	12
dj i fj i k tj I v n i j	847143	19048068	11
dj i fj E k t n ee s tj	913803	16774282	10
dj i fj E k t n i j	656682	9964660	9
dj i fj i k t ee l ee gj I chj i s kj i j	1603266	81264866	17
dj i fj i k t ee l O gj i j i	1209809	34557283	13
dj i fj i k t ee s k O p	850923	17041390	11
dj i fj i k t ee s k ee pj I chj i s kj i j	1439127	85347690	18
dj i fj i k t ee s k ee pj I j i	1118574	38454485	14
dj i fj i n zj I v ee	892272	12530561	9
dj i fj i rj E n t	782994	8956480	8
dj i fj i r rj i z A ts i j i	1825332	50833374	13
dj i fj i b rj E r	1003845	11246377	8
dj i fj i b rj I r ee v ee nj i j i	1857424	69765139	15
dj i fj i lj I r ee v ee nj i j i	1666969	54932428	14
dj i fj i lj I r ee v ee tj	1424842	29996562	11
dj i fj i nj i tj I f	697974	9803497	9
dj i fj i nj i tj I v n i j	998169	26211672	12
dj i fj i nj I ts i j i	794433	13754059	10
dj i fj I s	349503	1526877	5
dj i fj i ts I t	552954	4759582	7
dj i fj i ts I t n ee s tj	1112070	24529567	11
dj i fj i ts I t n i j	854949	15549583	10
dj i f lj i g m A t ee r	1161082	26256578	11
dj i f lj i g m A ts i j i	1132729	28039292	12
dj i f lj E k t ee r	1001895	15502001	9
dj i f l ee r A ts i j i	1443291	28109364	11
dj i f lj A ts i j i	960150	13065542	9
dj i f ee lj i A n t	872166	12466470	9
dj i f ee lj i A ts i j i	1100823	22810934	11
dj i f ee r m ee ts i O n n i j	1371033	47262108	14
dj i f ee r m A ts i j i	1091379	22534564	11
dj i f ee r mj I r ee v ee nj i j i	1723777	66525920	15
dj i f ee r mj I r ee v ee tj sj i	1836214	61099514	14
dj i x k A nj i n	420774	4844810	8
dj i x k A n k ee	390303	4543445	8
dj i x k A n s kj i j	618321	12076532	10
dj i x l ee r A ts i j i	1362355	26972116	11
dj i ts ee m vj I r	757845	9130440	8
dj i ts ee m vj i r A t	1038533	18126359	10
dj E ts ee n t r ee lj i z A ts i j i	2415161	101658907	16
dj i ts ee n t r ee lj i z ee v A tj sj i	2704508	129330514	17
dj i ts i bj E l	664140	6070864	7
dj i ts i g r A m m	781471	10432533	9
dj i ts i lj I t r	952776	11906302	8
dj E ts i m ee	439881	2512346	6
dj i ts i m A lj n i j	909225	16589717	10
dj i ts i m A ts i j i	787629	13530089	10
dj i ts i mj E t r	699177	8849272	8
dj i ts i mj i t r O v i j	1256787	31211694	12
dj i sh O vj i nj kj i j	739899	13558849	10
dj i sh ee vj E tj	668058	5562600	7
dj i sh ee vj I z n ee	1046589	13901529	9
dj i sh ee vj I tj	649248	5415798	7
dj i sh O f k ee	497769	3963102	7
dj i sh ee v ee	544600	3126568	6
dj i sh O v i j	583296	5010474	7
dj i sh i f r A t ee r	1158259	21756633	10
dj i sh i f r O f k ee	971170	15847458	10
dj E e m u lj s A t ee r	1239693	27991653	11
dj E e tj i m ee l ee gj i z A ts i j i	1815445	93106767	17
dj i e tj i m ee l ee gj i zj I r ee v ee tj sj i	2597700	179354268	20
dj i j A nj i j i	638724	6870442	8
dj E j i tj i lj	737982	6711664	7
dj E j i tj i lj nj i ts ee	1261458	26469576	11
dj E j i tj i lj n ee s tj	1405638	30595996	11
dj E j i tj i lj n i j	1135917	19967836	10
dj E j i tj sj i	758961	5813347	7
d zh A s	385016	987596	4
d zh A z b A n t	981342	11498740	8
d zh ee zj I s t	1134276	9485793	7
d zh A z ee v i j	1062466	12061662	8
d zh A z o r kj E s t r	1641677	38570208	11
d zh ee j nj I z m	1057516	11770854	8
d zh ee j r A n	1072051	7802030	7
d zh E m	361608	733863	4
d zh E m pj i r	596973	5907348	7
d zh E m pj i r	596973	5907348	7
d zh E n t lj mj E n	1130505	15005084	9
d zh E n t lj mj E n s kj i j	1486368	45481408	13
d zh E n t lj mj E n s t v ee	1804215	52318799	13
d zh ee s pj i lj I t	1182724	16667362	9
d zh i gj I t	504468	3253273	6
d zh i gj i t ee v A tj	980339	17929602	10
d zh i gj i t O f k ee	843664	14727975	10
d zh I n	350208	768528	4
d zh i n g ee I z m	876968	13435457	9
d zh i n g ee I s t	849464	13359742	9
d zh I n n	423108	1704843	5
d zh I n s i	567018	3497729	6
d zh I p	333792	696336	4
d zh O kj i r	468019	3537582	6
d zh O n k ee	488239	2802818	6
d zh u g ee r A	706272	6151290	7
d zh U n g lj i	695167	6306454	7
d zh U t	358644	901464	4
d zh U t ee v i j	837544	9935258	8
d zj E k ee nj j i	785361	8707039	8
d zj I nj k ee nj j i	876612	12413644	9
d zj I nj k ee tj	644451	6040110	7
d z O t	494494	1136914	4
d zj u d ee I s t	1059913	13119626	8
dj i a b A s	379628	2649346	6
dj i a b A z ee v i j	1040928	18298020	10
dj i a bj E t	395075	2653526	6
dj i a bj E tj i k	564914	5854240	8
dj i a bj i tj I chj i s kj i j	1012337	32610986	13
dj i a gj i nj E s	490629	6180730	8
dj i A g n ee s	457349	4401490	7
dj i a g n O s t	570355	7159354	8
dj i a g n O s tj i k	803986	12758968	10
dj i a g n O s tj i k ee	857895	17567256	11
dj i a g n ee s tj I chj i s kj i j	1346983	54200673	15
dj i a g ee n A lj i v i j	1034230	27503284	12
dj i a g ee n A lj	533990	7259938	8
dj i a g ee n A lj n i j	920045	20820932	11
dj i a g r A m m ee	645280	9415008	9
dj i a dj E m ee	536947	4662091	7
dj i A k ee n	261031	1844386	6
dj i a k ee nj I s ee	578087	8898942	9
dj i A k ee n s t v ee	958501	15245520	10
dj i a k rj i tj I chj i s kj i j	1173529	43616358	14
dj i a lj E k t	523087	4920370	7
dj i a lj i k tj I z m	915652	17922242	10
dj i a lj E k tj i k	671236	9514286	9
dj i a lj E k tj i k ee	725145	13569728	10
dj i a lj i k tj I chj i s kj i j	1119349	43616358	14
dj i a lj i k tj I chj n i j	975151	27684644	12
dj i a lj E k t n i j	811582	16067940	10
dj i a lj i k t ee g r ee fj I chj i s kj i j	1852545	124718462	19
dj i a lj i k t ee g r A fj i j i	1418728	59242334	15
dj i a lj i k t O l ee k	1036840	21997966	11
dj i a lj i k t ee l ee gj I chj i s kj i j	1753486	104712386	18
dj i a lj i k t ee l O gj i j i	1360029	48062475	14
dj i a lj I s	544003	3510277	6
dj i a lj i z A t	934409	10326050	8
dj i a lj i z A t ee r	1264349	24245617	10
dj i a l O k	425724	2419014	6
dj i a l ee gj I chj i s kj i j	1095003	34973986	13
dj I a m ee g nj i tj I z m	1002546	26356880	12
dj I a m ee g nj I t n i j	876201	23512474	12
dj i a m A n t	358460	3601762	7
dj i a m A t	286550	2071672	6
dj i A mj i t r	475894	4986322	7
dj i a mj i t r A lj n i j	1285636	32527244	12
dj i a mj I n	272900	1813358	6
dj i a p ee z O n	709674	7400565	8
dj i a p ee z O n n i j	966444	21126762	11
dj i a p ee zj i tj I f	961492	16179152	10
dj i a p ee zj i tj I v n i j	1261687	38126253	13
dj i a rj E j i	651280	5331208	7
dj i a r t r O s	1202604	12018646	8
dj i a s k ee pj I chj i s kj i j	979049	37485660	14
dj i a s k ee pj I j i	658496	12417842	10
dj i a s t A s	603425	5416837	7
dj i A s t ee l ee	928125	10120950	8
dj i a tj E s	439817	2960630	6
dj i a tj i r mj I chj i s kj i j	1195940	44367159	14
dj i a tj i r mj I j i	875387	15650660	10
dj i a t ee mj I t	546683	6638706	8
dj i a t O nj i k ee	553468	8060346	9
dj i a t ee nj I chj i s kj i j	1012820	32373956	13
dj i a t rj I b ee	839675	9122254	8
dj i a f A n	314840	2024818	6
dj i a f ee n O mj i t r	840614	20697732	11
dj i a f ee n ee s k O p	826727	17022372	11
dj i a fj I lj m	525500	4790410	7
dj i a f O n	331160	2123946	6
dj i a f r A g m ee	725380	10248804	9
dj i a x r ee nj I j i	919662	15639102	10
dj i b ee z O l	971717	8066766	7
dj I f	156060	156060	3
dj I v ee	266112	633652	4
dj i v ee k ts I n ee	682816	9730608	9
dj i v A n	332248	1236643	5
dj i v A n n i j i	667165	9382215	9
dj i v A n n i j	580918	6804610	8
dj i v A n chj i k	558032	5568098	8
dj i vj i r gj E n t	884354	12701002	9
dj i vj i r gj E n t n i j	1210649	31140513	12
dj i vj i r gj E n ts i j i	1210361	29904665	12
dj i vj i r s A n t	1014063	14167480	9
dj i vj i r s A n t k ee	1185183	23590150	11
dj i vj i r s A n t s kj i j	1462986	43636628	13
dj i vj i r sj i O n n i j	1258101	31052921	12
dj i vj E r sj i j i	1111085	14234796	9
dj i vj i r tj I k u l	1013485	18662796	10
dj i vj i r tj i s mj E n t	1342506	33716734	12
dj i vj i r tj i s mj E n t n i j	1668801	65902662	15
dj i vj i dj E n t	813693	9176701	8
dj i vj i dj E n d n i j	1265223	27548307	11
dj i vj i zj i O n	765012	7971027	8
dj i vj i zj i O n n i j	1021782	22302614	11
dj i vj I zj i j i	861501	8926771	8
dj i vj I z ee r	950884	7935988	7
dj i vj i nj I l	565890	5368126	7
dj i vj I tj	384465	1585038	5
dj i vj I tj sj i	692598	5403352	7
dj I v n i j	460215	2911562	6
dj I v ee	266112	633652	4
dj i v ee v A tj sj i	930027	12488250	9
dj i f chj I n ee	514371	4295158	7
dj i g ee lj E n	703604	5400328	7
dj i g A m m ee	369548	3274354	7
dj i gj i t A lj i s	870162	12626162	9
dj i g rj i s sj I v n i j	1376880	35544242	12
dj i g rj E s sj i j i	1227827	20484224	10
dj i d ee k tj I z m	1022554	14563892	9
dj i d A k tj i k	663855	6500501	8
dj i d A k tj i k ee	717764	9717698	9
dj i d ee k tj I chj i s kj i j	1226251	37597218	13
dj i d ee k tj I chj n i j	1082053	23245204	11
dj i d ee dj i k A e d r	1462630	31859182	11
dj i d r A x m ee	1007337	9422115	8
dj i j E s	451206	1811580	5
dj i j E z n i j	928746	10091740	8
dj i j E n	399609	1432614	5
dj i j E n ee v i j	828454	11751232	9
dj i j i rj E s	843006	6859570	7
dj i j i rj E z ee	1095609	11901987	8
dj i j E t ee	546444	3183146	6
dj i j E t v r A chj	1151160	14650214	9
dj i j i tj E tj i k ee	894014	14643624	10
dj i j i tj i tj I chj i s kj i j	1286100	45810113	14
dj i j E tj i k	607005	4273375	7
dj i j i tj I chj i s kj i j	1053000	27668996	12
dj i j E t n i j	746559	8313673	8
dj i j i t O l ee k	967011	12211773	9
dj i j i t ee l ee gj I chj i s kj i j	1686897	74966134	16
dj i j E t ee tj i r ee pj I j i	1561966	51706248	14
dj i j E t pj i t A nj i j i	1132803	33186692	13
dj i j E t p r ee d U k t	1472888	35364336	12
dj i j E t sj i s t r A	1550118	30282831	11
dj i z ee r t rj I j i	1945315	28416271	10
dj i zj i lj I s t	1175934	12923542	8
dj I zj i lj	695968	2727607	5
dj I zj i lj m ee t O r	1390636	25219014	10
dj I zj i lj n i j	1093903	11489464	8
dj I zj i lj shshj i k	1163167	10235672	8
dj i zj i n tj i rj I j n i j	1605857	48403673	13
dj i zj i n tj i rj I j i	1377923	28117304	11
dj i z u rj I j i	1078700	10690884	8
dj i z j u n k tj I v n i j	1421077	40917901	13
dj i z j U n k ts i j i	1205722	23402996	11
dj i k A r k ee	432388	3889810	7
dj i k A r s kj i j	728008	11018267	9
dj i k A r s t v ee	1118587	13694982	9
dj i k A rj	229245	1400365	5
dj I kj i j	208413	1130272	5
dj i k ee b r A s	803916	8793644	8
dj i k ee v A t i j	652064	10073854	9
dj i k O vj i n ee	461529	5581937	8
dj i k O vj i n k ee	500454	7477246	9
dj i k O vj i n n i j	638019	12412704	10
dj i k ee p l ee d O v i j	1370422	33151418	12
dj i k ee r ee s t U shshj i j	1367400	33953922	12
dj I k ee s tj	438900	3042614	6
dj i k t A n t	413155	4179298	7
dj i k t A t	351955	2461693	6
dj i k t A t ee r	681895	8621270	8
dj i k t A t ee r s kj i j	1257142	31353686	12
dj i k t A t ee r s t v ee	1647721	36686292	12
dj i k t A t ee r s t v ee v ee tj	2084633	76396112	15
dj i k t ee t U r ee	809068	12387111	9
dj i k t O f k ee	487660	5685602	8
dj I k t ee r	483300	3401562	6
dj I k t ee r s kj i j	1058547	17982827	10
dj I k t ee r sh ee	920212	9183082	8
dj i k t ee f O n	575851	6402346	8
dj i k U sh ee	279490	2049166	6
dj I k ts i j i	456747	4050886	7
dj i l ee t O g r ee f	1346948	21939372	10
dj i l ee t O mj i t r	1161186	21264957	10
dj i l ee t ee mj i t rj I chj i s kj i j	2006442	100384843	17
dj i l ee t ee mj E t rj i j i	1737354	47638632	13
dj i lj E m m ee	668398	4940044	7
dj i lj i t A n t	851672	9175576	8
dj i lj i t ee n tj I z m	1393289	29500428	11
dj i lj i t A n t k ee	1022792	16487690	10
dj i lj i t A n t s kj i j	1300595	32711183	12
dj i lj i t A n t s t v ee	1647152	38203114	12
dj i lj i zh A n s	957556	10576460	8
dj i lj i zh A n s ee v i j	1498778	37305243	12
dj i l O gj i j i	760293	7798939	8
dj i mj E t r	464412	3454898	6
dj i mj i n u e n d ee	757086	13871880	10
dj i m ee r fj I z m	988794	14287072	9
dj i m O r f n i j	841644	12037168	9
dj I n ee	213840	537435	4
dj i n ee mj I z m	623781	7521727	8
dj i n A mj i k	351600	2774938	7
dj i n A mj i k ee	405509	4637031	8
dj i n ee mj I t	452493	4120406	7
dj i n ee mj I t n i j	754488	14044630	10
dj i n ee mj I t chj i k	739897	11967777	10
dj i n ee mj I chj i s kj i j	861174	23544308	12
dj i n ee mj I chj n ee s tj	970497	21511840	11
dj i n ee mj I chj n i j	716976	13383238	10
dj i n A m k ee	355734	3070858	7
dj i n A m ee vj i ts	650271	9533497	9
dj i n ee m O g r ee f	937961	15830400	10
dj i n A m ee m ee sh I n ee	842025	21543924	12
dj i n ee m O mj i t r	755391	15293532	10
dj i n ee m ee mj i t rj I chj i s kj i j	1584393	82074860	17
dj i n ee m ee mj E t rj i j i	1315305	36887845	13
dj i n ee m ee s k O p	729246	12347106	10
dj i n ee m ee s k ee pj I chj i s kj i j	1317450	70974082	17
dj i n A r	325125	1623094	5
dj i n A rj i j	648607	5568418	7
dj I n ee s	353430	1613697	5
dj i n ee s tj I chj i s kj i j	1242333	37402976	13
dj i n A s tj i j i	827433	11276527	9
dj i n ee t r O n	911910	8902250	8
dj i n ee z A v r	888959	11285250	8
dj i n ee tj E rj i j	1016832	14141632	9
dj i nj dj i nj dj i nj	1056720	14546900	9
dj i O t	203870	586370	4
dj i o nj I n	343720	2131081	6
dj i o p t O g r ee f	966396	16566243	10
dj i O p t r	457484	3418992	6
dj i o p t rj I j n i j	1184554	24964813	11
dj i O p t rj i k ee	819389	10716322	9
dj i o p t rj I chj i s kj i j	1257769	38086763	13
dj i o p t rj I j i	956620	12491110	9
dj i o r A m ee	533900	4596182	7
dj i o rj I t	572840	3510976	6
dj i o rj I t ee v i j	1060200	19128790	10
dj I p k u rj j E r	914846	13422139	9
dj i p l ee d O k	964358	8860803	8
dj i p l ee k O k k	643896	8072952	9
dj i p l O m	488436	2777694	6
dj i p l ee m A n t	760494	11343169	9
dj i p l ee m A n t k ee	931614	19531896	11
dj i p l ee m A t	688584	7871734	8
dj i p l ee m A tj i k ee	897986	18943038	11
dj i p l ee m ee tj I chj i s kj i j	1392777	58272772	15
dj i p l ee m ee tj I chj n ee s tj	1502100	54662619	14
dj i p l ee m ee tj I chj n i j	1248579	38721327	13
dj i p l ee m A tj i j i	1004916	21417322	11
dj i p l ee m A t k ee	839244	14506656	10
dj i p l ee m A t nj i chj i tj	1177816	36610172	13
dj i p l ee mj I r ee v ee n n i j	1605253	64750574	15
dj i p l O m nj i k	683892	9066857	9
dj i p l O m nj i ts ee	839736	15577149	10
dj i p l O m n i j	724956	11098060	9
dj i p O dj i j i	707351	7652037	8
dj i p O lj	307905	1656817	5
dj i p s ee m A nj i j i	844338	18107568	11
dj I p tj i x	398934	2392930	6
dj i rj i k tj I v ee	862497	12072892	9
dj i rj i k tj I v n i j	1056600	22996190	11
dj i rj E k t ee r	904156	10672760	8
dj i rj i k t ee r A t	1190422	20291642	10
dj i rj i k t O rj i j i	1253411	25622449	11
dj i rj E k t ee r s kj i j	1479403	36373784	12
dj i rj E k t ee r s t v ee	1869982	42294411	12
dj i rj E k t ee r s t v ee v ee tj	2306894	85669712	15
dj i rj E k t ee r sh ee	1341068	21662973	10
dj i rj i k t rj I s ee	1241508	21717122	10
dj i rj i k t rj I s ee	1241508	21717122	10
dj i rj E k ts i j i	877603	11809337	9
dj i rj i zh A bj i lj n i j	1542817	39224538	12
dj i rj i zh A b lj i s t r ee j E nj i j i	2914453	175612738	19
dj i rj i zh A b lj	1058128	13054652	8
dj i rj i zh O r	991248	8345758	7
dj i rj i zh O r s kj i j	1517193	31310673	11
dj i rj i zh O r s t v ee	1907772	36703490	11
dj i rj i zh I r ee v ee tj	1621420	33719387	11
dj i r xj E m	597682	2931604	6
dj i z g ee r m ee nj I r ee v ee tj	2047944	81493088	15
dj i z g ee r m ee nj I chj i s kj i j	1765877	79592836	16
dj i z g ee r m ee nj I chj n ee s tj	1875200	75179099	15
dj i z g ee r m ee nj I chj n i j	1621679	55143439	14
dj i z g ee r m O nj i j i	1394534	33371614	12
dj I s k	275616	544386	4
dj I s k ee n t	564243	4895852	7
dj i s k ee n t O v i j	1011451	21756957	11
dj i s k v ee lj i fj i k A ts i j i	1562285	67476667	16
dj i s k ee b O l	744063	9070800	8
dj I s k ee v i j	681290	7794142	8
dj i s k O n t	516630	4556962	7
dj i s k ee n tj O r	884676	13363503	9
dj i s k O n t n i j	842925	15114319	10
dj I s k ee s	467940	3123881	6
dj i s k rj i dj i t A ts i j i	1645548	55698132	14
dj i s k rj i dj i tj I r ee v ee nj i j i	2318215	130018934	18
dj i s k rj E t n ee s tj	1342848	29640907	11
dj i s k rj E t n i j	1085727	19252291	10
dj i s k rj i ts i O n n i j	1246156	37755644	13
dj i s k rj i mj i n A n t	1026826	26993276	12
dj i s k rj i mj i n A t ee r	1287916	41064840	13
dj i s k rj i mj i n ee ts i O n n i j	1523461	79440914	17
dj i s k rj i mj i n A ts i j i	1259563	43321008	14
dj i s k u r sj I v n i j	1263695	32454948	12
dj i s k u s sj i O n n i j	1159118	35133194	13
dj i s k U s sj i j i	970272	16384574	10
dj i s l ee k ee ts i O n n i j	1453292	48535535	14
dj i s l ee k A ts i j i	1203018	23276564	11
dj i s l ee ts I r ee v ee tj sj i	2185558	70197110	14
dj i s p ee n sj E r	982440	14534806	9
dj i s p ee n sj i rj i z A ts i j i	1996156	87729570	16
dj i s p ee n sj E r n i j	1371195	34528199	12
dj i s p ee r A t n i j	1174474	25427876	11
dj I s p ee chj	510918	3000659	6
dj i s pj i p sj I chj i s kj i j	1190409	42883988	14
dj i s pj i p sj I j i	880944	14975812	10
dj i s pj i r sj i O n n i j	1343571	39632813	13
dj i s pj E r sj i j i	1194497	19528044	10
dj i s pj E r s n ee s tj	1464195	31109010	11
dj i s pj E r s n i j	1204374	20355340	10
dj i s pj E t chj i r	891266	13659706	9
dj i s pj i t chj i rj i z A ts i j i	1903291	84677520	16
dj i s pj E t chj i r s kj i j i	1497980	50693180	14
dj i s pj E t chj i r s kj i j	1411733	42519584	13
dj i s p ee zj I ts i j i	1247148	25536228	11
dj i s p ee nj E n t	789294	11308310	9
dj i s p r ee p ee r ts i o n A lj n ee s tj	2484354	161163022	19
dj i s p r ee p O r ts i j i	1612995	46034292	13
dj I s p u t	466614	2849559	6
dj i s p u t A n t	729798	10856914	9
dj i s sj i r t A n t	1277735	21978120	10
dj i s sj i r t A n t k ee	1448855	34256960	12
dj i s sj i r t A n t s kj i j	1726658	59388728	14
dj i s sj i r t ee ts i O n n i j	1836815	69504541	15
dj i s sj i r t A ts i j i	1518122	36561014	12
dj i s sj i dj E n t	1122643	15688417	9
dj i s sj i dj E n t k ee	1293763	25739732	11
dj i s sj i dj E n t s kj i j	1571566	46922048	13
dj i s sj i mj i lj i tj I v n i j	1637233	65649199	15
dj i s sj i mj i lj A ts i j i	1403665	40890180	13
dj i s s ee n A n s	954804	13207606	9
dj i s s ee nj I r ee v ee tj	1595422	39398909	12
dj i s s ee ts i A ts i j i	1316481	30910001	12
dj i s t ee n ts i O n n i j	1298310	37571324	13
dj i s t A n ts i j i	998337	16731700	10
dj i s tj i l lj i r O v ee n n i j	2306252	100813498	16
dj i s tj i l lj A t	1406839	18688218	9
dj i s tj i l lj A t ee r	1736779	38274051	11
dj i s tj i l lj A ts i j i	1708426	40476650	12
dj I s tj i x	605727	3121768	6
dj i s t rj i b u tj I v n ee s tj	2033586	78762024	15
dj i s t rj i b u tj I v n i j	1778265	58056592	14
dj i s t rj I k t	1057818	10276249	8
dj i s t r O fj i k	1163067	12763772	9
dj i s t r ee fj I chj i s kj i j	1717458	54913760	14
dj i s t r ee fj I j i	1401657	20980537	10
dj i s u lj f A n	884022	8832850	8
dj i s u lj fj I t	925128	9966364	8
dj i s f U n k ts i j i	943587	19426072	11
dj i s ts i p lj I n ee	1056426	18144994	10
dj i s ts i p lj i n A r n i j	1541358	55665632	14
dj i s ts i p lj i nj I r ee v ee n n ee s tj	2331208	152930676	19
dj i s ts i p lj i nj I r ee v ee n n i j	2080837	120061990	18
dj i s ts i p lj i nj I r ee v ee tj sj i	2207782	110281087	17
dj i tj E	289044	620544	4
dj I tj i t k ee	572796	4445506	7
dj i u rj E s	570667	3622480	6
dj i u rj i tj I n	729099	7908712	8
