word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
p ee shshj i p A tj	438515	3249922	7
p ee shshj O chj i n ee	579242	5300418	8
p ee shshj i p A tj	438515	3249922	7
p ee shshj i p A tj	438515	3249922	7
p ee shshj U p ee tj	460899	3543649	7
p ee shshj U rj i tj	696144	4796968	7
p ee shshj U rj i tj sj i	1008498	11626944	9
p ee E zj i j i	667971	4201441	7
p ee e g z ee mj i n ee v A tj	1208052	31701691	13
p ee e g z ee mj i n ee v A tj sj i	1507743	52111294	15
p ee e k ee n O m nj i chj i tj	832404	23161554	13
p ee e lj i mj E n t n i j	1061526	24251932	12
p ee E m ee	214461	746694	5
p ee E m n i j	381249	2957949	7
p ee E t	181467	382707	4
p ee e t A p n i j	583473	7526697	9
p ee e tj E s s ee	834069	7274612	8
p ee e tj i z A ts i j i	1105951	19838860	11
p ee E tj i k ee	404045	2770791	7
p ee e tj I chj i s kj i j	827391	16312202	11
p ee e tj I chj n ee s tj	936714	14704091	10
p ee e tj I chj n i j	683193	8581083	9
p ee j u lj I tj	723618	4920310	7
p ee j u r O t s t v ee v ee tj	1906431	57513688	14
p ee j A bj i d nj i chj i tj	1164568	26508604	12
p ee j i vj I tj sj i	871236	9991354	9
p ee j i v lj E nj i j i	1162235	20509682	11
p ee j i v lj A tj sj i	1193647	17395267	10
p ee j i k sh A tj sj i	840196	12463000	10
p ee j A r k ee v i j	911864	14531070	10
p ee j A r ee k	647504	3917354	7
p O j i s	335790	1087545	5
p ee j i s nj E nj i j i	976905	17560582	11
p ee j i s nj I tj i lj n i j	1405989	38130532	13
p ee j i s nj I tj	719010	6784974	8
p ee j i s nj I ts ee	815346	9841678	9
p ee j i s nj I chj n i j	975717	18497161	11
p ee j i s n O j	709362	6738388	8
p O j i s n ee s tj	920286	11277274	9
p ee j i s O k	549426	3250806	7
p r ee b A p k ee	639093	5598281	8
p r ee b A p kj i n	678618	7747126	9
p r ee b A b u sh k ee	897950	13360412	10
p r ee b A b u sh kj i n	932205	17051052	11
p r ee v d ee	807507	3928790	6
p r A v d ee	644578	3446360	6
p r ee v dj I v ee s tj	1400925	22591134	10
p r ee v dj I v i j	1142163	14048632	9
p r ee v dj I s t	1110195	11082530	8
p r ee v dj I s t k ee	1320375	19279762	10
p r ee v dj I s t s kj i j	1642278	37123953	12
p r ee v d ee i s k A tj i lj	1562668	45333372	13
p r ee v d ee i s k A tj i lj s t v ee	2505724	112856842	17
p r ee v d ee lj U p	1400539	15001971	9
p r ee v d ee lj U bj i ts	1648948	30023210	11
p r ee v d ee lj u bj I v i j	1862975	48746616	13
p r ee v d ee lj U bj i j i	1741522	37123800	12
p r ee v d ee p ee d O bj i j i	1825208	56022754	14
p r ee v d ee p ee d O b n ee s tj	2078993	78577800	15
p r ee v d ee p ee d O b n i j	1823222	57916586	14
p r A vj i d nj i k	867537	9871613	9
p r A vj i d nj i ts ee	1023381	16749537	10
p r A vj i d n ee s tj	1166421	19759358	10
p r A vj i d n i j	898950	12029644	9
p r ee vj i j i	692733	4661487	7
p r ee vj O sh	597594	2893190	6
p r ee vj O zh n i j	1002309	12716585	9
p r ee vj E tj	619026	3116376	6
p r A vj i l ee	662002	5249042	7
p r ee vj I l ee	781692	5831492	7
p r A vj i lj n ee s tj	1195866	20247103	10
p r A vj i lj n i j	926145	12365839	9
p r ee vj I lj n i j	1045491	13402515	9
p r ee vj I lj shshj i k	1113347	12033251	9
p r ee vj I tj i lj	889260	9481800	8
p r ee vj I tj i lj nj i ts ee	1412736	32800866	12
p r ee vj I tj i lj s t vj i n n i j	2154546	85476974	16
p r ee vj I tj i lj s t v ee	1832316	38979895	12
p r ee vj I tj i lj s t v ee v ee tj	2269228	80156872	15
p r ee vj I tj i lj s t v u j u shshj i j	2348342	108121168	17
p r A vj i tj	475485	2655206	6
p r A f k ee	382041	1984890	6
p r ee v lj E nj i ts	1134963	13608962	9
p r ee v lj E nj i j i	1226538	17913129	10
p r ee v lj E n s kj i j	1304706	25114680	11
p r ee v lj E n chj i s kj i j	1477332	40370088	13
p r A v lj i n i j	930998	12288122	9
p r A v n u k	490795	3221534	7
p r ee v n u chj A t i j	1042435	20250351	11
p r A v n u chj i j	712422	9735174	9
p r A v n u chj k ee	656054	8338038	9
p r A v ee	357578	1281305	5
p r A v ee bj i rj E zh n i j	1544948	43633596	13
p r ee v ee vj E t	882184	8351276	8
p r ee v ee vj E dj i nj i j i	1475221	39113601	13
p r ee v ee vj E rj i j i	1362787	25086192	11
p r ee v ee vj E r n ee s tj	1589539	37930642	12
p r ee v ee vj E r n i j	1322068	25599792	11
p r ee v ee vj E r n i j	1322068	25599792	11
p r ee v ee vj I k	804379	6524132	8
p r ee v ee v O j	875771	8399194	8
p r ee v ee mj E r n ee s tj	1450903	34859014	12
p r ee v ee mj E r n i j	1183432	23270736	11
p r ee v ee m O chj i j i	1024236	18870192	11
p r ee v ee m O chj n ee s tj	1277581	30140482	12
p r ee v ee m O chj n i j	1024060	19766312	11
p r ee v ee n ee r u sh E nj i j i	1635575	58587694	15
p r ee v ee n ee r u sh I tj i lj	1673516	57291556	14
p r ee v ee o t n ee sh E nj i j i	1540598	54834644	15
p r ee v ee pj i s A nj i j i	1209265	32346564	13
p r ee v ee pj I s n i j	1077304	21047240	11
p r ee v ee p ee rj A d ee k	1486927	32375396	12
p r ee v ee p rj i j E m nj i k	1474423	43006071	14
p r A v ee p rj i j E m s t v ee	1774880	65894880	15
p r ee v ee s l A vj i j i	1563403	33941244	12
p r ee v ee s l A v n i j	1553576	35129476	12
p r ee v ee s l A v n i j	1553576	35129476	12
p r ee v ee s ee z n A nj i j i	1759741	52543804	14
p r A v ee s ee ts i a lj i s tj I chj i s kj i j	2329443	178199476	21
p r ee v ee s p ee s O b n ee s tj	1844818	69775948	15
p r ee v ee s p ee s O b n i j	1589047	50862334	14
p r A v ee s t ee r O n nj i j	1701646	54021556	14
p r ee v ee s U dj i j i	1343674	25043796	11
p r ee v ee s U d n i j	1317496	25906968	11
p r ee v ee t A	748099	4802780	7
p r A v ee f l ee n g O v i j	1530508	48962696	14
p r A v ee f l ee n g O v i j	1530508	48962696	14
p r A f shshj i k	544828	3631714	7
p r A f shshj i ts ee	714621	7370998	8
p r A v i j	469074	2629890	6
p r A v i j	469074	2629890	6
p r A v i j	469074	2629890	6
p r A vj i shshj i j	696967	7272631	8
p r ee g m ee tj I z m	1033747	16851260	10
p r ee g m A tj i k	690772	7952714	9
p r ee g m ee tj I s t	991843	16742135	10
p r ee g m ee tj I chj i s kj i j	1237444	41437281	14
p r ee g m ee tj I chj n ee s tj	1346767	38539750	13
p r ee g m ee tj I chj n i j	1093246	26168592	12
p r A dj i t	645558	3275368	6
p r A dj i d ee f	1061181	9978939	8
p r ee dj E d ee f s kj i j	1676275	37300101	12
p r ee dj E d u sh k ee	1333001	18550780	10
p r ee dj E d u sh kj i n	1367256	23167440	11
p r ee zh A nj i n	834399	7137094	8
p r A zh ee ts	660298	3384345	6
p r A sh s kj i j	656293	7114486	8
p r A z d nj i s t v ee	1777030	32064360	11
p r A z d nj i k	1188670	8965514	8
p r A z d nj i chj i tj	1418366	20912959	10
p r A z d nj i chj i k	1356798	17368415	10
p r A z d nj i chj n ee s tj	1757542	40263648	12
p r A z d nj i chj n i j	1504021	27326314	11
p r A z d n ee v ee nj i j i	1789179	45248470	13
p r ee z d n ee lj u bj I v i j	2275851	67835801	14
p r ee z d n ee s l O f	2143625	36656392	11
p r ee z d n ee s l O vj i j i	2461805	70303184	14
p r ee z d n ee s l O vj i tj	2375558	60025657	13
p r ee z d n ee s l O v n i j	2453290	72256245	14
p r A z d n ee s tj	1474108	18515339	9
p r A z d n ee sh ee t A nj i j i	1991475	68353248	15
p r A z d n ee sh ee t A j u shshj i j sj i	2506571	130068492	18
p r A z d n i j	1206637	11034331	8
p r A zj i lj i nj	1054394	9680142	8
p r A zj i m	612651	2778670	6
p r ee zj i o dj I m	1167599	13305113	9
p r ee i s t O rj i j i	1323993	25237635	11
p r ee k rj I t	689574	5356560	7
p r ee k rj I t s kj i j	1102857	23331581	11
p r A k tj i k	408464	3027802	7
p r A k tj i k ee	462373	5008805	8
p r ee k tj i k A n t	687611	11989280	10
p r ee k tj i k A n t k ee	858731	20327430	12
p r ee k tj i k A n t s kj i j	1136534	38365817	14
p r ee k tj i k ee v A tj sj i	1154015	32485729	13
p r A k tj i k u m	490924	6580898	9
p r ee k tj i ts I z m	981226	16653910	10
p r ee k tj I chj i s kj i j	973018	24755392	12
p r ee k tj I chj n ee s tj	1082341	22653494	11
p r ee k tj I chj n i j	828820	14194432	10
p r ee lj i nj i	870459	5180842	7
p r ee m A tj i rj	734520	8185138	8
p r A o tj i ts	541718	4358194	7
p r ee o t ts O f s kj i j	1198276	28955283	12
p r A p ee r	434577	2909738	6
p r ee p r ee b A p k ee	1095510	19476470	11
p r ee p r ee b A b u sh k ee	1354367	35650581	13
p r ee p r A v n u k	947212	13657958	10
p r ee p r A v n u chj k ee	1112471	25479740	12
p r ee p r A dj i t	1101975	14274603	9
p r ee p r ee dj E d u sh k ee	1789418	45835894	13
p r ee p r A shshj u r	988412	14017298	9
p r ee r O dj i n ee	1231540	14069222	9
p r ee r ee dj I tj i lj	1616498	25915836	10
p r ee r ee dj I tj i lj nj i ts ee	2139974	66190720	14
p r ee r ee dj I tj i lj s kj i j	2159405	67247243	14
p r A s ee l	659244	3762020	6
p r A s ee lj s t v ee	1675890	23487820	10
p r A x	231404	427613	4
p r A chj i chj n i j i	786568	12793163	10
p r A chj i chj n i j	700321	9617490	9
p r A chj k ee	387374	2005900	6
p r A shshj	282200	560543	4
p r ee shshj A	487578	1354890	5
p r A shshj nj i k	545144	3533302	7
p r A shshj u r	531995	3185246	6
p r ee j i z I k	942348	7940947	8
p r ee j i z i k ee v O j	1318117	31095646	12
p rj i A m b u l ee	742257	10545363	9
p rj i a nj i mj I z m	742004	13243585	10
p rj i b l ee g O j	1057463	13408311	9
p rj i b ee g A t i j	898670	14957757	10
p rj i b ee lj sh O j	1200395	14941686	9
p rj i b i v A nj i j i	929072	18194717	11
p rj i b i v A tj	699113	7236586	8
p rj i b I tj	517776	2822100	6
p rj i v ee lj I r ee v ee tj	1698572	40123271	12
p rj i vj i n tj I v n i j	1108332	27241696	12
p rj i vj E n ts i j i	926169	14687410	10
p rj i v z ee j tj I	1336262	15516628	9
p rj i v ee z v I sj i tj	1449677	28147137	11
p rj i v ee z v I sj i tj sj i	1762031	47469520	13
p rj i v ee z v i sh A tj sj i	1680403	44923918	13
p rj i v ee z v i sh E nj i j i	1643351	50509588	14
p rj i v ee z m O chj	1024945	12655590	9
p rj i v ee z nj i s tj I	1433878	26899502	11
p rj i v ee z nj i s tj I sj	1585834	38025187	12
p rj i v ee z n ee sj I tj sj i	1746304	47319268	13
p rj i v ee z n ee sh E nj i j i	1624465	50352464	14
p rj i v ee s x ee dj I tj i lj n i j	2042552	90215263	16
p rj i v ee s x ee dj I tj i lj s t v ee	2587673	120747604	17
p rj i v ee s x O d n i j	1342288	32760858	12
p rj i v ee s x O t s t v ee	1687446	44489442	13
p rj i v ee s x O t s t v ee v ee tj	2124358	88722761	16
p rj i v r ee tj I tj	1194995	14881316	9
p rj i v r ee tj I tj sj i	1503128	28112748	11
p rj i v r A t n ee s tj	1362364	28446420	11
p rj i v r A t n i j	1105243	18382502	10
p rj i v r ee shshj A tj sj i	1465544	27543262	11
p rj i v r ee shshj E nj i j i	1431117	31685700	12
p rj i v I sj i tj	764405	7888018	8
p rj i v I s p rj i n nj i j	1381376	39553539	13
p rj i v i sh E nj i j i	955055	18645877	11
p rj i g r A d ee	887251	9590226	8
p rj i g r ee dj I tj	1234973	15513761	9
p rj i g r ee zh d A tj	1551998	24030033	10
p rj i g r ee zh dj E nj i j i	1845343	47481996	13
p rj i g rj i sh A tj	919744	12463046	9
p rj i g rj i sh E nj i j i	1182383	28179356	12
p rj i g rj i sh I tj	930944	12637746	9
p rj i t	322344	614844	4
p rj E t	339768	636948	4
p rj i d ee v A tj sj i	1269156	19315887	10
p rj i d A nj i j i	895621	11035506	9
p rj E d ee n n ee s tj	1271754	20664992	10
p rj E d ee n n i j	1021383	12671670	9
p rj i d A tj i lj	963814	10540566	8
p rj i d A tj i lj nj i ts ee	1487290	35458577	12
p rj i d ee tj i lj s kj i	1572663	27730538	11
p rj i d A tj i lj s kj i j	1506721	36111086	12
p rj i d A tj i lj s t v ee	1906870	42007308	12
p rj i d A tj	679432	3440002	6
p rj i d A tj sj i	979123	9268554	8
p rj i d b A n nj i k	1028759	14199423	10
p rj i d b ee j i v O j	1416306	27062574	11
p rj i d b U d u shshj i j	1378781	27843912	11
p rj i d v ee rj E nj i j i	1612719	35682726	12
p rj i d v ee rj I tj i lj n ee s tj	2324460	90698168	15
p rj i d v ee rj I tj i lj n i j	2054739	67716820	14
p rj i d v ee rj I tj	1367760	17049666	9
p rj i d vj i r sh I n n i j	1605117	44481948	13
p rj i d vj i sj E n nj i j	1378943	32409432	12
p rj i d vj E s tj i j i	1452614	27111172	11
p rj i d vj E s t nj i k	1409642	23931085	11
p rj i d vj E s t nj i ts ee	1565486	35867137	12
p rj i d vj i chj E r nj i j	1515026	35942380	12
p rj i d vj i shshj A nj i j i	1310784	29502608	12
p rj i d v zj A t ee s tj	1828506	35171160	11
p rj i d v zj A t i j	1566420	23356390	10
p rj i d vj I dj i nj i j i	1445042	33213056	12
p rj i d vj I dj i tj sj i	1540724	29696348	11
p rj i d vj I dj i m i j	1297190	25778532	11
p rj i d f k u sj I tj	1049482	17037878	10
p rj i d f k u sh E nj i j i	1249842	33685224	13
p rj i d v ee dj I tj i lj	1637028	34140543	11
p rj i d v ee dj I tj i lj nj i ts ee	2160504	81014404	15
p rj i d v ee dj I tj i lj s kj i j	2179935	82244278	15
p rj i d v ee dj I tj i lj s t v ee	2580084	92409930	15
p rj i d v ee dj I tj i lj s t v ee v ee tj	3016996	161329270	18
p rj i d v ee dj I tj i lj sh ee	2050980	55950246	13
p rj i d v ee j E n n i j	1438319	32796744	12
p rj i d v ee z vj E s tj i j i	2169084	67016661	14
p rj i d v ee z vj i s tj I tj i lj	2337540	92143318	15
p rj i d v ee z vj i s tj I tj	2048496	56358240	13
p rj i d v ee z vj E s t nj i k	2126112	61005696	14
p rj i d v ee z vj E s t nj i ts ee	2281956	82569384	15
p rj i d v ee z vj i shshj E nj i j i	2061147	72513244	15
p rj i d v ee s xj I tj i tj	1525223	35297340	12
p rj i d v ee s xj i shshj E nj i j i	1766433	62879383	15
p rj i d v r A t n i j	1578939	29213421	11
p rj i d v I b ee r n i j	1588884	37319388	12
p rj i d v i x ee d n O j	1498005	35296000	12
p rj i d g O r n i j	1185549	19718106	10
p rj i d g O rj j i	1224499	14978926	9
p rj i d g r ee z ee v O j	2022857	45088604	12
p rj i d g r O zj j i	1678123	24963900	10
p rj i d d vj E rj i j i	1843290	32850652	11
p rj i d dj i p l O m n i j	1644258	45475419	13
p rj i d d ee g ee v O r n i j	2013474	63468179	14
p rj i d d ee zh dj i v O j	2203944	48446598	12
p rj i dj E l	801544	4316794	6
p rj i dj E lj n ee s tj	1493695	24576937	10
p rj i dj E lj n i j	1223974	15432325	9
p rj i dj i r zh A shshj i j	1605565	31227430	11
p rj i dj E r z ee s t n i j	2302499	60044710	13
p rj i dj i tj i r mj i nj I z m	1655714	55890533	14
p rj i d z ee k A t n i j	1573644	34343120	12
p rj i d zj I m nj i j	1324909	20132665	10
p rj i d zj I mj j i	1255726	14631625	9
p rj i d z n ee mj i n ee v A nj i j i	2060378	89959642	17
p rj i dj i k A t	719842	7025330	8
p rj i dj i k ee tj I v n ee s tj	1541084	52426422	14
p rj i dj i k ee tj I v n i j	1285763	36940700	13
p rj i dj i k A ts i j i	1021429	19452674	11
p rj i dj i s l O vj i j i	1617563	36461156	12
p rj i t k A mj i r ee	808678	13821367	10
p rj i t k O n k u r s n i j	1359769	43742892	14
p rj i t k rj I zj i s n i j	1609449	46402172	13
p rj i t k r I l ee k	1147543	17363823	10
p rj i d lj i zh A tj	1443584	17692166	9
p rj i d lj i zh A shshj i j	1657345	31637143	11
p rj i d lj I n n i j	1325704	20200261	10
p rj i d l O k	1011681	5910102	7
p rj i d l ee zh E nj i j i	1821363	38183016	12
p rj i d l ee zh I tj	1573344	18562896	9
p rj i d l O zh n i j	1515006	23512281	10
p rj i d m A j s kj i j	1128830	23196336	11
p rj i d mj E s t nj i k	1249766	21706735	11
p rj i d mj E s tj j i	1314599	19630792	10
p rj i d mj E t	734504	5425298	7
p rj i d mj E t nj i k	1008440	14374069	10
p rj i d mj E t n ee s tj	1301720	26773584	11
p rj i d mj E t n i j	1044599	17154478	10
p rj i d m O s t n i j	1271294	25245811	11
p rj i d m O s tj j i	1304630	19514533	10
p rj i d n ee z n ee chj E nj i j i	1858406	66795430	15
p rj i d n ee z n A chj i n n ee s tj	1971804	86237344	16
p rj i d n ee z n A chj i tj	1501320	35458532	12
p rj i d n ee mj E rj i n n ee s tj	1777412	69404154	15
p rj i d n ee mj E rj i n n i j	1527041	50486692	14
p rj i d n ee chj i r t A nj i j i	1781091	64824022	15
p rj i d n ee chj i r t A tj	1553172	36779502	12
p rj i d nj E rj i s t ee v i j	1925112	63321546	14
p rj i d n ee v ee g O d nj i j	1689400	55491434	14
p rj i d ee bj E dj i n n i j	1576287	43699282	13
p rj i d O b r i j	1242006	15901161	9
p rj E d ee k	691774	2921310	6
p rj i d ee k tj A b rj s kj i j	1772398	57282228	14
p rj i d ee pj i r ee ts i O n n i j	1768435	75002562	16
p rj i d ee p rj i dj i lj E nj i j i	2211000	94136796	16
p rj i d ee p rj i dj i lj O n n ee s tj	2433230	124061668	17
p rj i d ee p rj i dj i lj I tj	1968681	56573316	13
p rj i d ee p rj i dj i lj I tj sj i	2276814	86363349	15
p rj i d ee p rj i dj i lj A tj sj i	2250772	85722655	15
p rj i d ee sj E n nj i j	1319380	25032392	11
p rj i d ee s t A vj i tj	1440648	27413267	11
p rj i d ee s t ee v lj E nj i j i	2185138	76759880	15
p rj i d ee s tj i rj i zh E nj i j i	2240702	92505095	16
p rj i d ee s tj i rj E chj	1658883	31239367	11
p rj i d ee s t ee r O zh n ee s tj	2418993	91786508	15
p rj i d ee s u dj I tj i lj n ee s tj	2360535	105792623	16
p rj i d ee s u dj I tj i lj n i j	2090814	80229307	15
p rj i d ee t v r ee tj I tj	1926128	42960278	12
p rj i d ee t v r ee shshj E nj i j i	2162250	74129775	15
p rj i d ee t lj O t n i j	1732464	39686001	12
p rj i d ee x r ee nj E nj i j i	1677285	52136453	14
p rj i d ee x r ee nj I tj i lj	1711170	50884544	13
p rj i d ee x r ee nj I tj i lj n i j	2109105	92197648	16
p rj i d ee x r ee nj I tj	1422126	27713610	11
p rj i d ee shshj u tj I tj	1236644	19434276	10
p rj i d ee shshj u shshj E nj i j i	1474966	38946985	13
p rj i t p A x ee t n i j	1067171	25759650	12
p rj i t pj i s A nj i j i	1040001	24745577	12
p rj i t pj i s A tj	815142	10947838	9
p rj i t p lj i chj i v O j	1302872	31412582	12
p rj i t p lj E chj j i	1176132	18326500	10
p rj i t p l U zh nj i k	1228545	22048575	11
p rj i t p lj u s n A	1143174	17124598	10
p rj i t p lj u s nj i v O j	1478596	42284232	13
p rj i t p ee l ee g A j i m i j	1497416	56912986	15
p rj i t p ee l ee g A tj sj i	1482644	40547326	13
p rj i t p ee lj O t n i j	1345411	32518181	12
p rj i t p ee l ee zh E nj i j i	1699845	52425912	14
p rj i t p ee l ee zh I tj i lj n ee s tj	2408526	120544223	17
p rj i t p ee l ee zh I tj i lj n i j	2138805	92609755	16
p rj i t p ee l ee zh I tj	1451826	27912015	11
p rj i t p O lj j i	1044060	12785926	9
p rj i t p ee lj A r n i j	1439248	35299378	12
p rj i t p ee sj i v n O j	1193782	29061402	12
p rj i t p ee s l A tj	1261386	19874824	10
p rj i t p ee s lj E d nj i j	1838898	50043896	13
p rj i t p ee s I l k ee	1162321	22444245	11
p rj i t p ee chj E s tj	1005546	17362642	10
p rj i t p ee chj tj E nj i j i	1281291	34841736	13
p rj i t p ee chj tj I tj i lj n ee s tj	1985712	88423330	16
p rj i t p ee chj tj I tj i lj n i j	1715991	66009596	15
p rj i t p r A z d nj i chj n i j	2107165	76579026	15
p rj i t p rj i I m chj i v ee s tj	1633302	63478310	15
p rj i t p rj i I m chj i v i j	1373980	45764504	14
p rj i t p rj i nj i m A tj i lj	1450074	50663360	14
p rj i t p rj i nj i m A tj i lj s kj i j	1992981	110130501	18
p rj i t p rj i nj i m A tj i lj s t v ee	2393130	122382464	18
p rj i t p rj i nj A tj	1061316	17362366	10
p rj i t p rj i j A tj i j i	1473510	40537268	13
p rj i t p rj i dj E nj i j i	1567762	42558092	13
p rj i t p rj A zh ee	1080372	14335638	9
p rj i t p u s k ee v O j	1064358	26590755	12
p rj i t pj A s tj j i	1126179	16862404	10
p rj i d r ee s p ee l ee zh E nj i j i	2656271	119546606	17
p rj i d r ee s p ee l O zh ee n n ee s tj	2837253	154347362	18
p rj i d r ee s p ee l O zh ee n n i j	2586882	121134494	17
p rj i d r ee s p ee l ee zh I tj	2408252	75111758	14
p rj i d r ee s s vj E t n i j	2276591	69047160	14
p rj i d r ee s s U d ee k	2012292	42685140	12
p rj i d r ee s s U d ee chj n i j	2395668	86505871	15
p rj i d r ee s s u zh dj E nj i j i	2670685	107125603	16
p rj i d rj i v ee lj u ts i O n n i j	2260724	106165697	17
p rj i d rj E chj	1130800	7351210	7
p rj i d rj i sh E nj i j i	1573103	33986276	12
p rj i d rj i sh I tj	1321664	16017506	9
p rj i d r ee d ee v O j	1935574	35160510	11
p rj i d r O s t ee k	1546091	21490356	10
p rj i t s v A dj i b n i j	1559028	44254520	13
p rj i t sj i d A tj i lj	1392163	30210917	11
p rj i t sj i d A tj i lj nj i ts ee	1915639	73816172	15
p rj i t sj i d A tj i lj s kj i j	1935070	74960160	15
p rj i t sj i d A tj i lj s t v ee	2335219	84497554	15
p rj i t sj i d A tj i lj s t v ee v ee tj	2772131	149673164	18
p rj i t sj i d A tj i lj s t v u j u shshj i j	2851245	191232242	20
p rj i t sj i z O n n i j	1385739	33340604	12
p rj i t sj E r dj i j i	1665305	30604772	11
p rj i t s k ee z A nj i j i	1372822	39208238	13
p rj i t s k ee z A tj i lj	1445095	38627741	12
p rj i t s k ee z A tj i lj nj i ts ee	1968571	88651316	16
p rj i t s k ee z A tj	1160713	19694280	10
p rj i t s mj E r t n i j	1473048	34963714	12
p rj i t s t ee v A tj	1259944	19440910	10
p rj i t s t ee vj I tj i lj	1568088	38640406	12
p rj i t s t ee vj I tj i lj nj i ts ee	2091564	88447804	16
p rj i t s t ee vj I tj i lj n ee s tj	2235744	97746584	16
p rj i t s t ee vj I tj i lj n i j	1966023	73656924	15
p rj i t s t ee vj I tj i lj s t v ee	2511144	100470219	16
p rj i t s t ee vj I tj i lj s t v ee v ee tj	2948056	172596508	19
p rj i t s t A vj i tj	1161957	18430906	10
p rj i t s t A vj i tj sj i	1474311	33330941	12
p rj i t s t A f k ee	1073205	15637942	10
p rj i t s t ee v lj E nj i j i	1906447	58091185	14
p rj i t s t ee v lj A tj sj i	1937859	51960752	13
p rj i t s t A tj i lj	1254006	21617272	10
p rj i t s t A tj i lj nj i ts ee	1777482	57790832	14
p rj i t s t A tj i lj n i j	1651941	46709309	13
p rj i t s t A tj i lj s t v ee v ee tj	2633974	123439499	17
p rj i t s t A tj	969624	9380965	8
p rj i t s tj E pj j i	1163061	17394019	10
p rj i t s t ee j A tj	1305864	20191702	10
p rj i t s t ee j A shshj i j	1520509	35009895	12
p rj i t s j E z d ee f s kj i j	2363113	84086131	15
p rj i t tj E chj i	812424	7477042	8
p rj i d u bj i dj I tj	1229382	20080580	10
p rj i d u bj i zh dj E nj i j i	1821880	56678883	14
p rj i d u bj i zh dj O n n ee s tj	2041392	78296303	15
p rj i d u bj i zh dj O n n i j	1791021	57640195	14
p rj i d u b O r ee chj n i j	1578435	44106370	13
p rj i d u vj E d ee mj i tj	1395624	33265257	12
p rj i d u vj i d ee m lj E nj i j i	1942927	83703166	16
p rj i d u g ee d A tj	1178530	19239306	10
p rj i d u g A d i v ee tj sj i	1696302	54120011	14
p rj i d u g ee t O vj i tj	1271756	30441048	12
p rj i d u d A r n i j	1448908	29207976	11
p rj i d u z n A tj	1148017	14810771	9
p rj i d u m I sh lj i n n ee s tj	1757156	68244894	15
p rj i d u m I sh lj i n n i j	1506785	49546788	14
p rj i d u p rj i dj I tj i lj n ee s tj	2404576	125467222	17
p rj i d u p rj i dj I tj i lj n i j	2134855	96654176	16
p rj i d u p rj i dj I tj	1447876	29520946	11
p rj i d u p rj i zh dj E nj i j i	2030051	74913821	15
p rj i d u s m ee t rj E tj	1687791	39422322	12
p rj i d u s m ee t rj I tj i lj n ee s tj	2612019	148603073	18
p rj i d u s m ee t rj I tj i lj n i j	2342298	116247697	17
p rj i d u s t ee n O v lj i n n i j	2095062	101813307	17
p rj i d U s tj j i	1225370	14510521	9
p rj i d U t rj i n nj i j	1450763	34945254	12
p rj i t chj U f s t vj i j i	1512672	40087294	13
p rj i t chj U f s t v ee v ee tj sj i	2112454	85544576	16
p rj i t sh E s t vj i n nj i k	1538349	44577894	14
p rj i t sh E s t vj i n nj i ts ee	1694193	62059598	15
p rj i t sh E s t vj i j i	1447662	32488435	12
p rj i t sh E s t v ee v ee tj	1692880	46699682	13
p rj i t sh E s t v u j u shshj i j	1771994	66600888	15
p rj i d j i vj I tj i lj	1411289	29524944	11
p rj i d j i vj I tj i lj nj i ts ee	1934765	72526640	15
p rj i d j i vj I tj i lj s kj i j	1954196	73654763	15
p rj i d j i vj I tj	1122245	14035051	9
p rj i d j i v lj E nj i j i	1721377	46107476	13
p rj i d i d U shshj i j	1250846	20198092	10
p rj i d i n f A r k t n i j	1486278	50662943	14
p rj i d i s t O rj i j i	1626288	37422209	12
p rj i j E m nj i k	716172	8197069	9
p rj i j E m nj i ts ee	872016	14266585	10
p rj i j E m s t vj i n n ee s tj	1725951	65673721	15
p rj i j E m s t vj i n n i j	1475580	47555617	14
p rj i j E m s t v ee	1153350	17763990	10
p rj i zh dj i	852480	4012330	6
p rj i zh dj i v rj E mj i n n ee s tj	2163304	93220245	16
p rj i zh dj i v rj E mj i n n i j	1912933	69890341	15
p rj E zh nj i j	783816	5716846	7
p rj i z ee b A v n i j	1308747	25044040	11
p rj i zj E n t	819598	6024850	7
p rj i zj i n t A bj i lj n ee s tj	1932308	76201424	15
p rj i zj i n t A bj i lj n i j	1662587	55936922	14
p rj i zj i n t A n t	1074674	17653930	10
p rj i zj i n t A ts i j i	1315061	30380534	12
p rj i zj i r v ee tj I f	1605832	29557032	11
p rj i zj i r v A ts i j i	1573155	35509632	12
p rj i zj E r v i	1202408	10624580	8
p rj i zj i dj E n t	1211184	15401245	9
p rj i zj i dj E n t s kj i j	1660107	46489490	13
p rj i zj i dj E n t s t v ee	2006664	53448724	13
p rj i zj i dj E n t s t v ee v ee tj	2443576	103162442	16
p rj i zj i dj i n t U r ee	1574017	38722844	12
p rj i zj I dj i u m	1096752	12353763	9
p rj i z rj E nj i j i	1464023	20752979	10
p rj i z rj E n nj i j sh i j	1853984	49260836	13
p rj i z rj E n n i j	1445123	21370012	10
p rj i z rj E tj	1248104	8378986	7
p rj i z rj I tj i lj n ee s tj	2164148	61763090	13
p rj i z rj I tj i lj n i j	1894427	44142668	12
p rj i z U m p ts i j i	1105648	21109036	11
p rj i i z b I t ee k	1062746	16305183	10
p rj i i z b I t ee chj n i j	1423421	41384180	13
p rj i i m u shshj i s t vj i n n ee	1426359	51470000	15
