x	hx	logProbx	[]	[-sonorant,-ant]	[+sg]	[-nas,+lab]	[-sonorant,+ant]	[-cons,+cor]	[+sonorant,-cont]	[+cons,+dor]	[-high,-low]	[-sg,-ant]	[+cont,+voice,+cor]	[-voice,+ant,-secart]	[-syll,-nas][+cons]	[-syll][+wb]	[-low][+wb]	[+syll][+back]	[+wb][+syll]	[+syll,-low][+syll,-back]	[-syll,+sonorant][+cons,+sonorant]	[-syll][-voice]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-wb][+delrel,+lab]	[+wb][-syll,+sonorant]	[+cons,+lab][+low]	[+wb][+voice,-sg]	[+sonorant,-sg,+ant][+low]	[+high][][-high,-low]	[-high,-low][][+high]	[+low][][-high,-low]	[+wb][-nas,+dor][-back]	[-cont,+cor][-nas,+dor]	[-high,-back][][-high,-low,+back]	[-syll][+delrel,-sg]	[-delrel,+cor][][+wb]	[-ant][][+wb]	[-nas,+lab][][+wb]	[+delrel,+voice,+cor][][-sonorant]	violated_constraints
dh e g w a k a	-6.149	-15.126	9	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [-high,-low][][+high], 
s u N g i dh a	-5.844	-14.82	9	0	1	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-voice,+ant,-secart], [-delrel,+cor][][+wb], 
r e k w e N a	-6.747	-15.723	9	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-high,-low][][+high], 
k u h w a y a	-6.171	-15.148	9	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-cons,+cor], [+cons,+dor], 
y i m b e nh a	-7.363	-16.34	9	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-cons,+cor], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], 
N i s w a zv a	-12.048	-21.025	9	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [+cont,+voice,+cor], [-voice,+ant,-secart], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-ant][][+wb], 
ts u m b u j a	-5.743	-14.719	9	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-voice,+ant,-secart], [-ant][][+wb], 
zv o b w a v a	-10.824	-19.8	9	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
nh e n z a g a	-6.949	-15.926	9	0	1	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
h u h w u zv a	-11.024	-20.001	9	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cont,+voice,+cor], [-ant][][+wb], 
z i N g a g a	-3.236	-12.213	9	0	0	0	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], 
n a b w u z a	-6.718	-15.695	9	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], 
j a m w u ch a	-5.802	-14.778	9	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-ant][][+wb], 
ts u h w i mh a	-8.086	-17.063	9	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-voice,+ant,-secart], [+cons,+lab][+low], 
vh a n z i N a	-9.061	-18.038	9	0	1	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [+cont,+voice,+cor], [+cons,+sonorant,+dor][+sonorant], [+cons,+lab][+low], 
ty e n d a sh a	-6.168	-15.145	9	2	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [-ant][][+wb], 
nh i N g o dh a	-7.844	-16.821	9	0	2	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], 
dy u g w u dh a	-9.058	-18.034	9	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
f i k w i bv a	-5.646	-14.622	9	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+cons,+dor], [-wb][+delrel,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
ty i n z a sh a	-8.071	-17.048	9	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-sg,-ant], [+cont,+voice,+cor], [-ant][][+wb], 
sv e n d u y a	-5.058	-14.035	9	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], [+sonorant,-cont], [-high,-low], 
j o N g e sv a	-5.443	-14.419	9	2	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-ant][][+wb], 
ty a h w u bh a	-11.061	-20.037	9	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sg,-ant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
v i k w o s a	-3.403	-12.38	9	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-voice,+ant,-secart], [+wb][+voice,-sg], 
mh a k w a ny a	-7.529	-16.505	9	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-ant][][+wb], 
h u n d e dy a	-9.724	-18.701	9	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
n i m w u h a	-4.121	-13.097	9	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+wb][-syll,+sonorant], 
p e s w i ts a	-6.225	-15.202	9	0	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [-high,-low][][+high], 
ny i s w i sh a	-7.615	-16.592	9	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-sg,-ant], [-voice,+ant,-secart], [+wb][-syll,+sonorant], [-ant][][+wb], 
sh u s w i tsv a	-7.514	-16.49	9	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [-ant][][+wb], 
dzv a n z u h a	-6.288	-15.265	9	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cont,+voice,+cor], 
v u b w a h a	-5.86	-14.836	9	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], 
ch o k w i v a	-7.175	-16.152	9	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-high,-low], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
sh e n j e dz a	-5.141	-14.118	9	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+delrel,+voice,+cor][][-sonorant], 
n e h w u b a	-10.308	-19.284	9	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
N i k w i t a	-6.422	-15.398	9	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], 
bv o h w a dzv a	-9.623	-18.6	9	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+wb][+voice,-sg], [-high,-low][][+high], [-ant][][+wb], 
ty i N g i zv a	-8.026	-17.003	9	2	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [+cons,+dor], [-sg,-ant], [+cont,+voice,+cor], [-ant][][+wb], 
b o k w e bv a	-8.309	-17.286	9	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+cons,+dor], [-high,-low], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [-high,-low][][+high], [-nas,+lab][][+wb], 
ny a m w e mh a	-5.775	-14.752	9	0	1	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
bv u m w i dz a	-1.687	-10.663	9	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+wb][+voice,-sg], 
v o b w e N a	-8.486	-17.462	9	0	0	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-high,-low][][+high], 
ny i m w e m a	-3.254	-12.231	9	0	0	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
w u n z e ts a	-5.357	-14.334	9	0	0	1	2	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [+wb][-syll,+sonorant], 
mh u N g i s a	-5.376	-14.352	9	0	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-voice,+ant,-secart], [+wb][-syll,+sonorant], 
tsv e n d u z a	-3.861	-12.838	9	1	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], 
p u n z o zh a	-8.028	-17.004	9	1	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-ant][][+wb], 
k e n z u sv a	-7.685	-16.662	9	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [+wb][-nas,+dor][-back], [-ant][][+wb], 
d a s w i t a	-4.553	-13.529	9	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
bv o b w a y a	-8.419	-17.396	9	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-cons,+cor], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-high,-low][][+high], 
s e m w a bv a	-8.788	-17.764	9	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [-wb][+delrel,+lab], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
ny i m w i t a	-3.941	-12.917	9	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-sg,-ant], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], 
ty i n z o pf a	-9.278	-18.255	9	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
v e n z e h a	-5.8	-14.777	9	0	1	1	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [+wb][+voice,-sg], 
bv u n d a m a	-2.105	-11.082	9	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+lab][+low], [+wb][+voice,-sg], 
f e s w a ts a	-6.225	-15.202	9	0	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [-high,-low][][+high], 
zh u h w i sv a	-10.274	-19.251	9	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cont,+voice,+cor], [-ant][][+wb], 
j o n j u n a	-5.016	-13.993	9	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [+sonorant,-sg,+ant][+low], 
g u m b i pf a	-5.917	-14.893	9	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [-nas,+lab][][+wb], 
