x	hx	logProbx	[]	[+wb][+wb]	[+wb][+wb]	[-ant][]	[+sg]	[+high][-high]	[+wb][+back][+wb]	[-low][+wb]	[-wb][+lab]	[-syll,-cons]	[+ant,-secart][-wb]	[+sonorant,-cont]	[+wb][-back][+wb]	[+voice][-voice,+cor]	[+delrel,+lab]	[+wb][-back][+back]	[+cont,+voice][]	[+wb][+high,+back][+wb]	[-cont,+secart][]	[-syll,-nas][+cons]	[-high][+high,-back]	[+low][-low]	[-syll][+wb]	[+syll,+high][]	[-back][+back]	[-low][+low][+back]	[+wb][][+wb]	[+syll][+syll]	[-low][+wb]	[+wb][+syll,+back][-back]	[+wb][+syll]	[-syll][-voice]	[-syll,+sonorant][+cons,+sonorant]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-voice][-voice,+ant,-secart]	[-wb][-voice,+lab]	[+syll][+low]	[+sonorant,-ant][-syll,-nas]	[+lab][+cor]	[-nas][-ant]	[+dor][+cor]	[-cont,-sg,+lab][-high]	[+wb][-syll,+sonorant]	[+sonorant,-sg,+ant][+low]	[+syll,-low][-cons]	[+lab][][+wb]	[-low][-delrel,+cor][+low]	violated_constraints
r a N g o ny a	-6.949	-15.892	9	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [+wb][+back][+wb], [+sonorant,-cont], [+low][-low], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], 
n a k w i y a	-7.07	-16.012	9	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	[], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], [+syll,-low][-cons], 
s o b w u dy a	-11.75	-20.692	9	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+wb][+back][+wb], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
pf o N g u dy a	-9.132	-18.074	9	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+wb][+back][+wb], [+sonorant,-cont], [+delrel,+lab], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
zv a n d u pf a	-7.221	-16.164	9	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [+cont,+voice][], [+wb][+high,+back][+wb], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
dzv a n d i nh a	-5.773	-14.715	9	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+wb][-back][+wb], [-cont,+secart][], [+syll,+high][], 
dh a k w e f a	-11.971	-20.914	9	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+high][-high], [-wb][+lab], [-syll,-cons], [+low][-low], [-wb][-voice,+lab], [+lab][][+wb], 
k i n j a dzv a	-5.655	-14.597	9	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
j u s w u dz a	-5.028	-13.97	9	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+syll,+high][], 
ty u s w i bv a	-9.802	-18.745	9	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+delrel,+lab], [-cont,+secart][], [+syll,+high][], [-voice][-voice,+ant,-secart], [-cont,-sg,+lab][-high], [+lab][][+wb], 
sh e k w i h a	-6.161	-15.104	9	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+wb][-back][+back], [+syll,+high][], 
p i n d o mh a	-8.372	-17.314	9	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+lab][][+wb], 
mh o b w o mh a	-11.821	-20.763	9	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][][+wb], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+lab][][+wb], 
d i n z u g a	-5.339	-14.282	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
r o k w e r a	-3.933	-12.875	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+high][-high], [-syll,-cons], [+wb][][+wb], [+wb][-syll,+sonorant], 
N i m b u t a	-8.445	-17.387	9	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	[], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
sv i n z a dh a	-6.675	-15.617	9	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], 
s o m w o s a	-5.739	-14.682	9	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [-voice][-voice,+ant,-secart], 
tsv e m w e ts a	-8.667	-17.609	9	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [-voice][-voice,+ant,-secart], 
dz e N g u h a	-5.071	-14.013	9	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], 
ts i n j a zv a	-6.557	-15.499	9	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
dh i h w a w a	-10.371	-19.313	9	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-syll,-cons], [+wb][-back][+back], [+syll,+high][], [+lab][][+wb], 
z a s w i j a	-8.95	-17.893	9	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
N i m w i ch a	-9.253	-18.195	9	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], [+wb][-syll,+sonorant], 
s i g w a ch a	-9.177	-18.119	9	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
f a m w e n a	-7.66	-16.603	9	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+low][-low], [+wb][][+wb], [+sonorant,-sg,+ant][+low], 
sv a h w i sh a	-7.142	-16.084	9	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+syll,+high][], [-nas][-ant], 
g i g w i f a	-7.288	-16.23	9	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-wb][+lab], [-syll,-cons], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [+lab][][+wb], 
dy i m b e r a	-4.786	-13.728	9	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [-ant][], [+high][-high], [-wb][+lab], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [-cont,-sg,+lab][-high], 
tsv e n z u n a	-6.844	-15.786	9	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [+sonorant,-sg,+ant][+low], 
h u k w e tsv a	-9.455	-18.398	9	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
nh i k w i t a	-7.348	-16.29	9	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	[], [+sg], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
zv u n d e zv a	-8.933	-17.875	9	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], 
s a N g i ts a	-3.37	-12.313	9	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+voice][-voice,+cor], [+syll,+high][], 
y u s w i dz a	-5.927	-14.869	9	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-syll,-cons], [+ant,-secart][-wb], [+wb][-back][+back], [+syll,+high][], [+wb][-syll,+sonorant], 
ty e n j o ny a	-19.277	-28.219	9	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [-back][+back], [-nas][-ant], 
ty a m w i r a	-4.017	-12.96	9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [+wb][][+wb], 
mh u s w o ty a	-14.098	-23.04	9	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
bh o h w i k a	-7.515	-16.457	9	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [-syll,-cons], [+syll,+high][], 
ty o m w e dh a	-9.386	-18.329	9	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [-cont,+secart][], [-low][-delrel,+cor][+low], 
ty i m b i bh a	-6.683	-15.625	9	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [+lab][][+wb], 
s e k w o m a	-20.203	-29.145	9	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+high][-high], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [-back][+back], [-cont,-sg,+lab][-high], [+lab][][+wb], 
p o m w a ch a	-5.653	-14.595	9	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [-low][+low][+back], [-nas][-ant], 
bv u h w i ch a	-7.259	-16.201	9	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+delrel,+lab], [+syll,+high][], [-nas][-ant], 
w u m w e h a	-7.664	-16.607	9	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], 
n e g w e t a	-9.521	-18.463	9	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
s o g w i sh a	-9.046	-17.988	9	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
n e n z i w a	-9.058	-18	9	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	[], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+syll,-low][-cons], [+lab][][+wb], 
p u k w u d a	-3.898	-12.84	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-syll,-cons], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-low][-delrel,+cor][+low], 
tsv e n j a zh a	-8.839	-17.781	9	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [-cont,+secart][], [-low][+low][+back], [-nas][-ant], 
n u k w u N a	-5.457	-14.4	9	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], 
mh i n j a ts a	-6.653	-15.596	9	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+wb][-back][+wb], [+voice][-voice,+cor], [+syll,+high][], [+wb][-syll,+sonorant], 
z o n d o ny a	-3.923	-12.865	9	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [-nas][-ant], 
y o s w o bv a	-12.356	-21.298	9	0	0	0	0	2	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [+high][-high], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+delrel,+lab], [+wb][-back][+back], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
sh a s w e mh a	-12.89	-21.832	9	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+low][-low], [-voice][-voice,+ant,-secart], [+lab][][+wb], 
ny u s w o sh a	-8.64	-17.582	9	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], 
tsv e s w i ch a	-10.531	-19.473	9	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-voice][-voice,+ant,-secart], [-nas][-ant], 
t e m w u ch a	-5.021	-13.963	9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-nas][-ant], 
pf a m w i z a	-3.764	-12.707	9	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-syll,-cons], [+sonorant,-cont], [+delrel,+lab], [+cont,+voice][], [+syll,+high][], 
sv u m w u bh a	-6.254	-15.196	9	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+lab][][+wb], 
mh o h w e zh a	-12.618	-21.56	9	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [-nas][-ant], [+wb][-syll,+sonorant], 
z i s w u bv a	-11.037	-19.979	9	0	0	0	0	0	0	0	1	1	2	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+delrel,+lab], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-cont,-sg,+lab][-high], [+lab][][+wb], 
nh a g w e pf a	-15.398	-24.34	9	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+high][-high], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+delrel,+lab], [+low][-low], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
w i n j o ts a	-7.74	-16.682	9	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+syll,+high][], [+wb][-syll,+sonorant], 
ts a b w a n a	-5.498	-14.44	9	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][+high,+back][+wb], [-nas][-delrel,+voice,-sg], [+sonorant,-sg,+ant][+low], 
v i s w a ch a	-9.201	-18.143	9	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
ts u b w a ny a	-5.124	-14.066	9	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
m e n z o bv a	-21.175	-30.117	9	0	0	0	0	0	0	0	1	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	[], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+delrel,+lab], [+wb][-back][+back], [+cont,+voice][], [-back][+back], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
vh a m w u ch a	-9.143	-18.085	9	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
